"tech_pypsa","geoid","county","build_year","retire_year","heat_rate","generator_id","reeds_ba","cap_gw","cap_gw_2030","cap_gw_2024","diff","cap_sum_2024","diff_per_county","cap_2030","fuel_type","ramp_limit_up","ramp_limit_down","dateout","p_nom","operating_year","generator_name","energy_capacity_mwh","longitude","latitude"
"OCGT","48085","Collin County",1976,2051,13075,7526,"p63",0.138,4.48726342983834,12.0795,-7.6,12.0795,-0.086824785794114,51.175214205886,"Gas",4.8,4.8,2100,51.175214205886,1976,"OCGT_7526",NA,-96.452,33.068
"OCGT","48085","Collin County",2001,2056,12777,7527,"p63",0.075,4.48726342983834,12.0795,-7.6,12.0795,-0.0471873835837576,27.8126164162424,"Gas",4.8,4.8,2100,27.8126164162424,2001,"OCGT_7527",NA,-96.452,33.068
"OCGT","48085","Collin County",2011,2016,13500,18375,"p63",0.0014,4.48726342983834,12.0795,-7.6,12.0795,-0.000880831160230142,0.519168839769858,"Gas",4.8,4.8,2100,0.519168839769858,2011,"OCGT_18375",NA,-96.602,33.167
"OCGT","48085","Collin County",2011,2016,13500,18376,"p63",0.0014,4.48726342983834,12.0795,-7.6,12.0795,-0.000880831160230142,0.519168839769858,"Gas",4.8,4.8,2100,0.519168839769858,2011,"OCGT_18376",NA,-96.602,33.167
"OCGT","48085","Collin County",1955,2010,10896,7476,"p63",0.154,4.48726342983834,12.0795,-7.6,12.0795,-0.0968914276253156,57.1085723746844,"Gas",4.8,4.8,2100,57.1085723746844,1955,"OCGT_7476",NA,-96.811,33.203
"OCGT","48113","Dallas County",1970,2045,12448,7353,"p63",0.392,4.48726342983834,12.0795,-7.6,12.0795,-0.24663272486444,145.36727513556,"Gas",4.8,4.8,2100,145.36727513556,1970,"OCGT_7353",NA,-96.546,32.836
"OCGT","48113","Dallas County",1973,2048,11914,7354,"p63",0.523,4.48726342983834,12.0795,-7.6,12.0795,-0.329053354857403,193.946645142597,"Gas",4.8,4.8,2100,193.946645142597,1973,"OCGT_7354",NA,-96.546,32.836
"OCGT","48113","Dallas County",1963,2011,16970,7522,"p63",0.037,4.48726342983834,12.0795,-7.6,12.0795,-0.0232791092346538,13.7208907653462,"Gas",4.8,4.8,2100,13.7208907653462,1963,"OCGT_7522",NA,-96.623,32.913
"OCGT","48113","Dallas County",1963,2011,16970,7523,"p63",0.037,4.48726342983834,12.0795,-7.6,12.0795,-0.0232791092346538,13.7208907653462,"Gas",4.8,4.8,2100,13.7208907653462,1963,"OCGT_7523",NA,-96.623,32.913
"OCGT","48113","Dallas County",2009,2014,13500,18841,"p63",0.0015,4.48726342983834,12.0795,-7.6,12.0795,-0.000943747671675152,0.556252328324848,"Gas",4.8,4.8,2100,0.556252328324848,2009,"OCGT_18841",NA,-96.63,32.69
"OCGT","48113","Dallas County",2009,2014,13500,18842,"p63",0.0015,4.48726342983834,12.0795,-7.6,12.0795,-0.000943747671675152,0.556252328324848,"Gas",4.8,4.8,2100,0.556252328324848,2009,"OCGT_18842",NA,-96.63,32.69
"OCGT","48113","Dallas County",2011,2111,13500,20087,"p63",0.0014,4.48726342983834,12.0795,-7.6,12.0795,-0.000880831160230142,0.519168839769858,"Gas",4.8,4.8,2100,0.519168839769858,2011,"OCGT_20087",NA,-96.644,32.649
"OCGT","48113","Dallas County",2011,2111,13500,20088,"p63",0.0014,4.48726342983834,12.0795,-7.6,12.0795,-0.000880831160230142,0.519168839769858,"Gas",4.8,4.8,2100,0.519168839769858,2011,"OCGT_20088",NA,-96.644,32.649
"OCGT","48113","Dallas County",2011,2111,13500,20089,"p63",0.0014,4.48726342983834,12.0795,-7.6,12.0795,-0.000880831160230142,0.519168839769858,"Gas",4.8,4.8,2100,0.519168839769858,2011,"OCGT_20089",NA,-96.644,32.649
"OCGT","48113","Dallas County",1945,2009,16943,7355,"p63",0.024,4.48726342983834,12.0795,-7.6,12.0795,-0.0150999627468024,8.90003725319757,"Gas",4.8,4.8,2100,8.90003725319757,1945,"OCGT_7355",NA,-96.936,32.723
"OCGT","48113","Dallas County",1949,2009,13240,7356,"p63",0.07,4.48726342983834,12.0795,-7.6,12.0795,-0.0440415580115071,25.9584419884929,"Gas",4.8,4.8,2100,25.9584419884929,1949,"OCGT_7356",NA,-96.936,32.723
"OCGT","48113","Dallas County",1956,2031,13571,7357,"p63",0.122,4.48726342983834,12.0795,-7.6,12.0795,-0.0767581439629124,45.2418560370876,"Gas",4.8,4.8,2100,45.2418560370876,1956,"OCGT_7357",NA,-96.936,32.723
"OCGT","48113","Dallas County",1958,2033,13254,7358,"p63",0.122,4.48726342983834,12.0795,-7.6,12.0795,-0.0767581439629124,45.2418560370876,"Gas",4.8,4.8,2100,45.2418560370876,1958,"OCGT_7358",NA,-96.936,32.723
"OCGT","48113","Dallas County",1967,2042,12450,7359,"p63",0.582,4.48726342983834,12.0795,-7.6,12.0795,-0.366174096609959,215.825903390041,"Gas",4.8,4.8,2100,215.825903390041,1967,"OCGT_7359",NA,-96.936,32.723
"OCGT","48113","Dallas County",1959,2009,10896,7360,"p63",0.175,4.48726342983834,12.0795,-7.6,12.0795,-0.110103895028768,64.8961049712323,"Gas",4.8,4.8,2100,64.8961049712323,1959,"OCGT_7360",NA,-96.975,32.951
"OCGT","48113","Dallas County",1961,2009,10896,7361,"p63",0.175,4.48726342983834,12.0795,-7.6,12.0795,-0.110103895028768,64.8961049712323,"Gas",4.8,4.8,2100,64.8961049712323,1961,"OCGT_7361",NA,-96.975,32.951
"OCGT","48113","Dallas County",1964,2009,10896,7362,"p63",0.365,4.48726342983834,12.0795,-7.6,12.0795,-0.229645266774287,135.354733225713,"Gas",4.8,4.8,2100,135.354733225713,1964,"OCGT_7362",NA,-96.975,32.951
"OCGT","48121","Denton County",2011,2111,13500,17814,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2011,"OCGT_17814",NA,-96.957,33.031
"OCGT","48121","Denton County",2011,2111,13500,17815,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2011,"OCGT_17815",NA,-96.957,33.031
"OCGT","48121","Denton County",2008,2108,13500,17746,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2008,"OCGT_17746",NA,-97.076,33.192
"OCGT","48121","Denton County",1966,2017,14841,8547,"p63",0.061,4.48726342983834,12.0795,-7.6,12.0795,-0.0383790719814562,22.6209280185438,"Gas",4.8,4.8,2100,22.6209280185438,1966,"OCGT_8547",NA,-97.106,33.198
"OCGT","48121","Denton County",1973,2017,14348,8548,"p63",0.061,4.48726342983834,12.0795,-7.6,12.0795,-0.0383790719814562,22.6209280185438,"Gas",4.8,4.8,2100,22.6209280185438,1973,"OCGT_8548",NA,-97.106,33.198
"OCGT","48121","Denton County",2018,2073,10745,22973,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22973",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22974,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22974",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22975,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22975",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22976,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22976",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22977,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22977",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22978,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22978",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22979,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22979",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22980,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22980",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22981,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22981",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22982,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22982",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22983,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22983",NA,-97.21,33.215
"OCGT","48121","Denton County",2018,2073,10745,22984,"p63",0.0188,4.48726342983834,12.0795,-7.6,12.0795,-0.0118283041516619,6.97169584833809,"Gas",4.8,4.8,2100,6.97169584833809,2018,"OCGT_22984",NA,-97.21,33.215
"OCGT","48139","Ellis County",2007,2019,13500,16571,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2007,"OCGT_16571",NA,-96.665,32.54
"OCGT","48139","Ellis County",2007,2019,13500,16572,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2007,"OCGT_16572",NA,-96.665,32.54
"OCGT","48139","Ellis County",2007,2019,13500,16573,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2007,"OCGT_16573",NA,-96.665,32.54
"OCGT","48139","Ellis County",2007,2019,13500,16574,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2007,"OCGT_16574",NA,-96.665,32.54
"OCGT","48147","Fannin County",1962,2015,10969,7494,"p63",0.174,4.48726342983834,12.0795,-7.6,12.0795,-0.109474729914318,64.5252700856824,"Gas",4.8,4.8,2100,64.5252700856824,1962,"OCGT_7494",NA,-96.368,33.628
"OCGT","48147","Fannin County",1967,2015,10969,7495,"p63",0.52,4.48726342983834,12.0795,-7.6,12.0795,-0.327165859514053,192.834140485947,"Gas",4.8,4.8,2100,192.834140485947,1967,"OCGT_7495",NA,-96.368,33.628
"OCGT","48147","Fannin County",1971,2015,10969,7496,"p63",0.375,4.48726342983834,12.0795,-7.6,12.0795,-0.235936917918788,139.063082081212,"Gas",4.8,4.8,2100,139.063082081212,1971,"OCGT_7496",NA,-96.368,33.628
"OCGT","48213","Henderson County",1965,2040,12887,7491,"p63",0.235,4.48726342983834,12.0795,-7.6,12.0795,-0.147853801895774,87.1461981042262,"Gas",4.8,4.8,2100,87.1461981042262,1965,"OCGT_7491",NA,-96.101,32.125
"OCGT","48213","Henderson County",1966,2030,25000,7492,"p63",0.002,4.48726342983834,12.0795,-7.6,12.0795,-0.0012583302289002,0.741669771099797,"Gas",4.8,4.8,2100,0.741669771099797,1966,"OCGT_7492",NA,-96.101,32.125
"OCGT","48213","Henderson County",1966,2030,25000,7493,"p63",0.002,4.48726342983834,12.0795,-7.6,12.0795,-0.0012583302289002,0.741669771099797,"Gas",4.8,4.8,2100,0.741669771099797,1966,"OCGT_7493",NA,-96.101,32.125
"OCGT","48221","Hood County",1975,2013,10969,11577,"p63",0.3855,4.48726342983834,12.0795,-7.6,12.0795,-0.242543151620514,142.956848379486,"Gas",4.8,4.8,2100,142.956848379486,1975,"OCGT_11577",NA,-97.701,32.403
"OCGT","48221","Hood County",1975,2013,10969,11578,"p63",0.3855,4.48726342983834,12.0795,-7.6,12.0795,-0.242543151620514,142.956848379486,"Gas",4.8,4.8,2100,142.956848379486,1975,"OCGT_11578",NA,-97.701,32.403
"OCGT","48221","Hood County",1990,2045,14026,11583,"p63",0.071,4.48726342983834,12.0795,-7.6,12.0795,-0.0446707231259572,26.3292768740428,"Gas",4.8,4.8,2100,26.3292768740428,1990,"OCGT_11583",NA,-97.701,32.403
"OCGT","48221","Hood County",1990,2045,14027,11582,"p63",0.07,4.48726342983834,12.0795,-7.6,12.0795,-0.0440415580115071,25.9584419884929,"Gas",4.8,4.8,2100,25.9584419884929,1990,"OCGT_11582",NA,-97.701,32.403
"OCGT","48221","Hood County",1990,2045,14028,11581,"p63",0.07,4.48726342983834,12.0795,-7.6,12.0795,-0.0440415580115071,25.9584419884929,"Gas",4.8,4.8,2100,25.9584419884929,1990,"OCGT_11581",NA,-97.701,32.403
"OCGT","48221","Hood County",1990,2045,14030,11580,"p63",0.071,4.48726342983834,12.0795,-7.6,12.0795,-0.0446707231259572,26.3292768740428,"Gas",4.8,4.8,2100,26.3292768740428,1990,"OCGT_11580",NA,-97.701,32.403
"OCGT","48231","Hunt County",1966,2030,17316,8513,"p63",0.018,4.48726342983834,12.0795,-7.6,12.0795,-0.0113249720601018,6.67502793989818,"Gas",4.8,4.8,2100,6.67502793989818,1966,"OCGT_8513",NA,-96.126,33.171
"OCGT","48231","Hunt County",1967,2030,19001,8514,"p63",0.023,4.48726342983834,12.0795,-7.6,12.0795,-0.0144707976323523,8.52920236764767,"Gas",4.8,4.8,2100,8.52920236764767,1967,"OCGT_8514",NA,-96.126,33.171
"OCGT","48231","Hunt County",1978,2028,19480,8515,"p63",0.041,4.48726342983834,12.0795,-7.6,12.0795,-0.0257957696924542,15.2042303075458,"Gas",4.8,4.8,2100,15.2042303075458,1978,"OCGT_8515",NA,-96.126,33.171
"OCGT","48231","Hunt County",2010,2065,10745,8510,"p63",0.0082,4.48726342983834,12.0795,-7.6,12.0795,-0.00515915393849083,3.04084606150917,"Gas",4.8,4.8,2100,3.04084606150917,2010,"OCGT_8510",NA,-96.126,33.171
"OCGT","48231","Hunt County",2010,2065,10745,8511,"p63",0.0082,4.48726342983834,12.0795,-7.6,12.0795,-0.00515915393849083,3.04084606150917,"Gas",4.8,4.8,2100,3.04084606150917,2010,"OCGT_8511",NA,-96.126,33.171
"OCGT","48231","Hunt County",2010,2065,10745,8512,"p63",0.0082,4.48726342983834,12.0795,-7.6,12.0795,-0.00515915393849083,3.04084606150917,"Gas",4.8,4.8,2100,3.04084606150917,2010,"OCGT_8512",NA,-96.126,33.171
"OCGT","48309","McLennan County",1970,2010,10862,7489,"p63",0.565,4.48726342983834,12.0795,-7.6,12.0795,-0.355478289664307,209.521710335693,"Gas",4.8,4.8,2100,209.521710335693,1970,"OCGT_7489",NA,-96.964,31.573
"OCGT","48309","McLennan County",1972,2010,10862,7490,"p63",0.818,4.48726342983834,12.0795,-7.6,12.0795,-0.514657063620183,303.342936379817,"Gas",4.8,4.8,2100,303.342936379817,1972,"OCGT_7490",NA,-96.964,31.573
"OCGT","48309","McLennan County",1953,2010,13240,7480,"p63",0.087,4.48726342983834,12.0795,-7.6,12.0795,-0.0547373649571588,32.2626350428412,"Gas",4.8,4.8,2100,32.2626350428412,1953,"OCGT_7480",NA,-96.985,31.465
"OCGT","48309","McLennan County",1959,2010,10896,7481,"p63",0.23,4.48726342983834,12.0795,-7.6,12.0795,-0.144707976323523,85.2920236764767,"Gas",4.8,4.8,2100,85.2920236764767,1959,"OCGT_7481",NA,-96.985,31.465
"OCGT","48309","McLennan County",1966,2010,12774,7479,"p63",0.002,4.48726342983834,12.0795,-7.6,12.0795,-0.0012583302289002,0.741669771099797,"Gas",4.8,4.8,2100,0.741669771099797,1966,"OCGT_7479",NA,-96.985,31.465
"OCGT","48309","McLennan County",1966,2014,12270,7477,"p63",0.002,4.48726342983834,12.0795,-7.6,12.0795,-0.0012583302289002,0.741669771099797,"Gas",4.8,4.8,2100,0.741669771099797,1966,"OCGT_7477",NA,-96.985,31.465
"OCGT","48309","McLennan County",1966,2014,12270,7478,"p63",0.002,4.48726342983834,12.0795,-7.6,12.0795,-0.0012583302289002,0.741669771099797,"Gas",4.8,4.8,2100,0.741669771099797,1966,"OCGT_7478",NA,-96.985,31.465
"OCGT","48363","Palo Pinto County",1968,2030,12467,7591,"p63",0.066,4.48726342983834,12.0795,-7.6,12.0795,-0.0415248975537067,24.4751024462933,"Gas",4.8,4.8,2100,24.4751024462933,1968,"OCGT_7591",NA,-98.31,32.658
"OCGT","48363","Palo Pinto County",1972,2047,12501,7592,"p63",0.1,4.48726342983834,12.0795,-7.6,12.0795,-0.0629165114450101,37.0834885549899,"Gas",4.8,4.8,2100,37.0834885549899,1972,"OCGT_7592",NA,-98.31,32.658
"OCGT","48363","Palo Pinto County",1975,2050,12519,7593,"p63",0.2,4.48726342983834,12.0795,-7.6,12.0795,-0.12583302289002,74.1669771099797,"Gas",4.8,4.8,2100,74.1669771099797,1975,"OCGT_7593",NA,-98.31,32.658
"OCGT","48363","Palo Pinto County",1994,2049,15214,7594,"p63",0.104,4.48726342983834,12.0795,-7.6,12.0795,-0.0654331719028105,38.5668280971895,"Gas",4.8,4.8,2100,38.5668280971895,1994,"OCGT_7594",NA,-98.31,32.658
"OCGT","48363","Palo Pinto County",1994,2049,15214,7595,"p63",0.104,4.48726342983834,12.0795,-7.6,12.0795,-0.0654331719028105,38.5668280971895,"Gas",4.8,4.8,2100,38.5668280971895,1994,"OCGT_7595",NA,-98.31,32.658
"OCGT","48367","Parker County",1958,2014,17913,7588,"p63",0.0165,4.48726342983834,12.0795,-7.6,12.0795,-0.0103812243884267,6.11877561157333,"Gas",4.8,4.8,2100,6.11877561157333,1958,"OCGT_7588",NA,-97.695,32.779
"OCGT","48367","Parker County",1958,2014,17913,7589,"p63",0.0165,4.48726342983834,12.0795,-7.6,12.0795,-0.0103812243884267,6.11877561157333,"Gas",4.8,4.8,2100,6.11877561157333,1958,"OCGT_7589",NA,-97.695,32.779
"OCGT","48367","Parker County",1963,2009,16943,7590,"p63",0.038,4.48726342983834,12.0795,-7.6,12.0795,-0.0239082743491039,14.0917256508961,"Gas",4.8,4.8,2100,14.0917256508961,1963,"OCGT_7590",NA,-97.696,32.778
"OCGT","48367","Parker County",1940,2017,12270,7581,"p63",1e-04,4.48726342983834,12.0795,-7.6,12.0795,-6.29165114450101e-05,0.0370834885549899,"Gas",4.8,4.8,2100,0.0370834885549899,1940,"OCGT_7581",NA,-97.794,32.755
"OCGT","48367","Parker County",1940,2017,12270,7582,"p63",1e-04,4.48726342983834,12.0795,-7.6,12.0795,-6.29165114450101e-05,0.0370834885549899,"Gas",4.8,4.8,2100,0.0370834885549899,1940,"OCGT_7582",NA,-97.794,32.755
"OCGT","48367","Parker County",1940,2017,12270,7583,"p63",1e-04,4.48726342983834,12.0795,-7.6,12.0795,-6.29165114450101e-05,0.0370834885549899,"Gas",4.8,4.8,2100,0.0370834885549899,1940,"OCGT_7583",NA,-97.794,32.755
"OCGT","48367","Parker County",1945,2017,12270,7584,"p63",6e-04,4.48726342983834,12.0795,-7.6,12.0795,-0.000377499068670061,0.222500931329939,"Gas",4.8,4.8,2100,0.222500931329939,1945,"OCGT_7584",NA,-97.794,32.755
"OCGT","48367","Parker County",1948,2017,12270,7585,"p63",0.0012,4.48726342983834,12.0795,-7.6,12.0795,-0.000754998137340122,0.445001862659878,"Gas",4.8,4.8,2100,0.445001862659878,1948,"OCGT_7585",NA,-97.794,32.755
"OCGT","48367","Parker County",1953,2017,12270,7586,"p63",0.0011,4.48726342983834,12.0795,-7.6,12.0795,-0.000692081625895112,0.407918374104889,"Gas",4.8,4.8,2100,0.407918374104889,1953,"OCGT_7586",NA,-97.794,32.755
"OCGT","48367","Parker County",1953,2017,12270,7587,"p63",0.0011,4.48726342983834,12.0795,-7.6,12.0795,-0.000692081625895112,0.407918374104889,"Gas",4.8,4.8,2100,0.407918374104889,1953,"OCGT_7587",NA,-97.794,32.755
"OCGT","48439","Tarrant County",1948,2009,16943,7453,"p63",0.042,4.48726342983834,12.0795,-7.6,12.0795,-0.0264249348069043,15.5750651930957,"Gas",4.8,4.8,2100,15.5750651930957,1948,"OCGT_7453",NA,-97.219,32.728
"OCGT","48439","Tarrant County",1950,2009,13240,7454,"p63",0.075,4.48726342983834,12.0795,-7.6,12.0795,-0.0471873835837576,27.8126164162424,"Gas",4.8,4.8,2100,27.8126164162424,1950,"OCGT_7454",NA,-97.219,32.728
"OCGT","48439","Tarrant County",1963,2038,13650,7455,"p63",0.395,4.48726342983834,12.0795,-7.6,12.0795,-0.24852022020779,146.47977979221,"Gas",4.8,4.8,2100,146.47977979221,1963,"OCGT_7455",NA,-97.219,32.728
"OCGT","48439","Tarrant County",1976,2051,13865,7456,"p63",0.435,4.48726342983834,12.0795,-7.6,12.0795,-0.273686824785794,161.313175214206,"Gas",4.8,4.8,2100,161.313175214206,1976,"OCGT_7456",NA,-97.219,32.728
"OCGT","48439","Tarrant County",1977,2052,14048,7457,"p63",0.435,4.48726342983834,12.0795,-7.6,12.0795,-0.273686824785794,161.313175214206,"Gas",4.8,4.8,2100,161.313175214206,1977,"OCGT_7457",NA,-97.219,32.728
"OCGT","48439","Tarrant County",2006,2014,13500,18843,"p63",0.0015,4.48726342983834,12.0795,-7.6,12.0795,-0.000943747671675152,0.556252328324848,"Gas",4.8,4.8,2100,0.556252328324848,2006,"OCGT_18843",NA,-97.244,32.793
"OCGT","48439","Tarrant County",1954,2010,10864,7448,"p63",0.115,4.48726342983834,12.0795,-7.6,12.0795,-0.0723539881617617,42.6460118382383,"Gas",4.8,4.8,2100,42.6460118382383,1954,"OCGT_7448",NA,-97.479,32.906
"OCGT","48439","Tarrant County",1956,2010,10864,7449,"p63",0.175,4.48726342983834,12.0795,-7.6,12.0795,-0.110103895028768,64.8961049712323,"Gas",4.8,4.8,2100,64.8961049712323,1956,"OCGT_7449",NA,-97.479,32.906
"OCGT","48439","Tarrant County",1971,2010,10864,7450,"p63",0.375,4.48726342983834,12.0795,-7.6,12.0795,-0.235936917918788,139.063082081212,"Gas",4.8,4.8,2100,139.063082081212,1971,"OCGT_7450",NA,-97.479,32.906
"OCGT","48439","Tarrant County",2010,2017,13500,17667,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2010,"OCGT_17667",NA,-97.537,32.725
"OCGT","48439","Tarrant County",2010,2110,13500,17665,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2010,"OCGT_17665",NA,-97.537,32.725
"OCGT","48439","Tarrant County",2010,2110,13500,17666,"p63",0.0016,4.48726342983834,12.0795,-7.6,12.0795,-0.00100666418312016,0.593335816879838,"Gas",4.8,4.8,2100,0.593335816879838,2010,"OCGT_17666",NA,-97.537,32.725
"OCGT","48503","Young County",1960,2035,11955,7451,"p63",0.234,4.48726342983834,12.0795,-7.6,12.0795,-0.147224636781324,86.7753632186763,"Gas",4.8,4.8,2100,86.7753632186763,1960,"OCGT_7451",NA,-98.612,33.134
"OCGT","48503","Young County",1969,2044,11742,7452,"p63",0.39,4.48726342983834,12.0795,-7.6,12.0795,-0.24537439463554,144.62560536446,"Gas",4.8,4.8,2100,144.62560536446,1969,"OCGT_7452",NA,-98.612,33.134
"OCGT","48015","Austin County",2022,2077,9905,23964,"p64",0.05,2.20707672925278,2.9612,-0.8,2.9612,-0.0135080372821829,36.4919627178171,"Gas",4.8,4.8,2100,36.4919627178171,2022,"OCGT_23964",NA,-96.197,29.846
"OCGT","48015","Austin County",2022,2077,9905,23965,"p64",0.05,2.20707672925278,2.9612,-0.8,2.9612,-0.0135080372821829,36.4919627178171,"Gas",4.8,4.8,2100,36.4919627178171,2022,"OCGT_23965",NA,-96.197,29.846
"OCGT","48015","Austin County",2022,2077,9905,23966,"p64",0.05,2.20707672925278,2.9612,-0.8,2.9612,-0.0135080372821829,36.4919627178171,"Gas",4.8,4.8,2100,36.4919627178171,2022,"OCGT_23966",NA,-96.197,29.846
"OCGT","48015","Austin County",2022,2077,9905,23967,"p64",0.05,2.20707672925278,2.9612,-0.8,2.9612,-0.0135080372821829,36.4919627178171,"Gas",4.8,4.8,2100,36.4919627178171,2022,"OCGT_23967",NA,-96.197,29.846
"OCGT","48021","Bastrop County",1965,2040,11172,7550,"p64",0.136,2.20707672925278,2.9612,-0.8,2.9612,-0.0367418614075375,99.2581385924625,"Gas",4.8,4.8,2100,99.2581385924625,1965,"OCGT_7550",NA,-97.271,30.146
"OCGT","48021","Bastrop County",1968,2043,11431,7551,"p64",0.136,2.20707672925278,2.9612,-0.8,2.9612,-0.0367418614075375,99.2581385924625,"Gas",4.8,4.8,2100,99.2581385924625,1968,"OCGT_7551",NA,-97.271,30.146
"OCGT","48021","Bastrop County",1972,2047,10913,7552,"p64",0.335,2.20707672925278,2.9612,-0.8,2.9612,-0.0905038497906254,244.496150209375,"Gas",4.8,4.8,2100,244.496150209375,1972,"OCGT_7552",NA,-97.271,30.146
"OCGT","48041","Brazos County",1955,2014,17913,7517,"p64",0.012,2.20707672925278,2.9612,-0.8,2.9612,-0.0032419289477239,8.7580710522761,"Gas",4.8,4.8,2100,8.7580710522761,1955,"OCGT_7517",NA,-96.372,30.647
"OCGT","48041","Brazos County",1958,2014,17913,7518,"p64",0.022,2.20707672925278,2.9612,-0.8,2.9612,-0.00594353640416048,16.0564635958395,"Gas",4.8,4.8,2100,16.0564635958395,1958,"OCGT_7518",NA,-96.372,30.647
"OCGT","48041","Brazos County",1966,2014,17913,7519,"p64",0.025,2.20707672925278,2.9612,-0.8,2.9612,-0.00675401864109145,18.2459813589086,"Gas",4.8,4.8,2100,18.2459813589086,1966,"OCGT_7519",NA,-96.372,30.647
"OCGT","48041","Brazos County",1969,2014,17913,7520,"p64",0.05,2.20707672925278,2.9612,-0.8,2.9612,-0.0135080372821829,36.4919627178171,"Gas",4.8,4.8,2100,36.4919627178171,1969,"OCGT_7520",NA,-96.372,30.647
"OCGT","48041","Brazos County",1975,2030,17424,7521,"p64",0.021,2.20707672925278,2.9612,-0.8,2.9612,-0.00567337565851682,15.3266243414832,"Gas",4.8,4.8,2100,15.3266243414832,1975,"OCGT_7521",NA,-96.372,30.647
"OCGT","48041","Brazos County",1978,2053,15506,9350,"p64",0.11,2.20707672925278,2.9612,-0.8,2.9612,-0.0297176820208024,80.2823179791976,"Gas",4.8,4.8,2100,80.2823179791976,1978,"OCGT_9350",NA,-96.461,30.722
"OCGT","48041","Brazos County",2004,2059,10745,9351,"p64",0.0471,2.20707672925278,2.9612,-0.8,2.9612,-0.0127245711198163,34.3754288801837,"Gas",4.8,4.8,2100,34.3754288801837,2004,"OCGT_9351",NA,-96.461,30.722
