Line,bus0,bus1,r,x,b,s_nom,s_max_pu,length,num_parallel,type,g,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,carrier,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,v_nom
21,Arizona0 3,WALC0 0,1.0079848459685306,6.906339443678454,5.743448567557552e-06,0.0,3.0,42.92719426516051,2.75,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00013055462086348685,1.9054533950255776e-05,0.0,0.3038284292237945,0.00013055462086348685,1.9054533950255776e-05,0.0,230.0
22,BANC0 0,CISO-PGAE0 0,0.11530790025185907,0.904851933685149,0.0001741448961175175,0.0,24.0,89.81362151685227,37.60570888468809,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,1.710495148743193e-05,2.179733464118319e-06,0.0,9.212265004616675,1.710495148743193e-05,2.179733464118319e-06,0.0,230.0
23,BANC0 0,CISO-PGAE0 2,0.31894566052327367,2.9268410214460605,0.00012472238063622186,0.0,14.0,135.30032298505267,28.33570888468809,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,5.5327807588772413e-05,6.0292185354116e-06,0.0,6.597813935656136,5.5327807588772413e-05,6.0292185354116e-06,0.0,230.0
24,BANC0 0,CISO-PGAE0 3,1.5844537255690274,12.133486858367633,9.797525333000077e-05,0.0,5.0,269.2475671404512,5.58,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00022936648125458664,2.995186626784551e-05,0.0,5.182890901157041,0.00022936648125458664,2.995186626784551e-05,0.0,230.0
25,BANC0 0,CISO-PGAE0 4,1.787289132061728,11.21593622641436,0.0001326820401087658,0.0,7.0,296.20376887016056,4.41,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00021202147876019586,3.378618397092113e-05,0.0,7.018879921753711,0.00021202147876019586,3.378618397092113e-05,0.0,230.0
26,BANC0 0,TID0 0,1.5039314978467988,12.519392468388432,3.1282322484562e-05,0.0,5.0,153.87127088901818,5.58,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0002366614833343749,2.8429706953625687e-05,0.0,1.6548348594333298,0.0002366614833343749,2.8429706953625687e-05,0.0,230.0
27,BPAT0 0,BPAT0 3,3.7993026965764964,31.34179938024697,5.091027890594169e-05,0.0,4.0,332.7310278016134,3.3299999999999996,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0005924725780765023,7.182046685399805e-05,0.0,2.6931537541243156,0.0005924725780765023,7.182046685399805e-05,0.0,230.0
28,BPAT0 0,BPAT0 5,2.586324063467765,17.705500488218004,9.741975209951737e-05,0.0,4.0,325.6425498954008,3.33,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0003346975517621551,4.889081405421106e-05,0.0,5.153504886064469,0.0003346975517621551,4.889081405421106e-05,0.0,230.0
29,BPAT0 0,CHPD0 0,0.7917456309164305,9.100240817699689,6.592252097847397e-05,0.0,5.0,202.02202775533397,16.282854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00017202723662948372,1.4966836123183941e-05,0.0,3.4873013597612728,0.00017202723662948372,1.4966836123183941e-05,0.0,230.0
30,BPAT0 0,DOPD0 0,1.6834461945494212,25.133225722925765,4.5549722731268706e-05,0.0,3.0,269.56407507218097,13.672854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00047510823672827535,3.182317948108547e-05,0.0,2.4095803324841145,0.00047510823672827535,3.182317948108547e-05,0.0,230.0
31,BPAT0 0,PSEI0 0,0.43415754537418566,3.6242438545059135,0.00014876627793122593,0.0,12.0,167.2956799008436,15.659999999999998,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,6.851122598309855e-05,8.207136963595192e-06,0.0,7.869736102561852,6.851122598309855e-05,8.207136963595192e-06,0.0,230.0
32,BPAT0 0,US0 0,6.762892225856418,60.11459756316816,0.0,0.0,3.0,981.7486076273331,1.08,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0011363818064871107,0.00012784295322979997,0.0,0.0,0.0011363818064871107,0.00012784295322979997,0.0,230.0
33,BPAT0 1,BPAT0 3,0.6892056455138297,6.389387042311229,8.207905856153673e-05,0.0,8.0,180.50366763923634,15.472854442344044,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00012078236374879451,1.3028462108011903e-05,0.0,4.341982197905294,0.00012078236374879451,1.3028462108011903e-05,0.0,230.0
34,BPAT0 1,BPAT0 4,0.7232981744674923,6.933575906726708,8.716245809158012e-05,0.0,8.0,185.08167677006935,19.252854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00013106948783982435,1.3672933354773012e-05,0.0,4.6108940330445884,0.00013106948783982435,1.3672933354773012e-05,0.0,230.0
35,BPAT0 1,CHPD0 0,4.429011047831659,21.57318587496389,3.74342464822934e-05,0.0,2.0,226.3492088881911,0.72,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0004078106970692607,8.372421640513532e-05,0.0,1.9802716389133208,0.0004078106970692607,8.372421640513532e-05,0.0,230.0
36,BPAT0 1,DOPD0 0,2.621479877833981,52.24517485989622,2.951290226982789e-05,0.0,2.0,266.6516103549924,11.422854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.000987621452928095,4.955538521425295e-05,0.0,1.5612325300738954,0.000987621452928095,4.955538521425295e-05,0.0,230.0
37,BPAT0 1,GCPD0 0,0.4065839621941571,4.409690082923493,6.088065879560475e-05,0.0,8.0,131.56449979669586,26.175708884688092,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,8.3358980773601e-05,7.685897205938697e-06,0.0,3.2205868502874915,8.3358980773601e-05,7.685897205938697e-06,0.0,230.0
38,BPAT0 1,GRID0 0,0.21242191522146842,2.355300017582075,3.8836125832322276e-05,0.0,8.0,73.74026772297837,26.175708884688092,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,4.4523629821967394e-05,4.015537149744205e-06,0.0,2.0544310565298485,4.4523629821967394e-05,4.015537149744205e-06,0.0,230.0
39,BPAT0 1,IPCO0 0,15.168256213296322,70.34099235463171,6.727395493739949e-05,0.0,1.0,526.5565321364417,0.36,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0013296973980081608,0.0002867345219904787,0.0,3.558792216188433,0.0013296973980081608,0.0002867345219904787,0.0,230.0
40,BPAT0 2,MT_west0 0,1.9251090526406365,12.952954415488511,0.00018458304902903576,0.0,8.0,395.8329345424005,6.66,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00024485736135138964,3.6391475475248324e-05,0.0,9.764443293635992,0.00024485736135138964,3.6391475475248324e-05,0.0,230.0
41,BPAT0 3,BPAT0 5,0.5140714500596391,10.010874052697627,6.200706472964693e-05,0.0,5.0,217.41547187622504,28.875708884688095,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00018924147547632564,9.717796787516807e-06,0.0,3.280173724198322,0.00018924147547632564,9.717796787516807e-06,0.0,230.0
42,BPAT0 3,DOPD0 0,10.951086368263557,136.27936542569387,1.8380046844267367e-05,0.0,1.0,392.79925364427277,2.25,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.002576169478746576,0.0002070148651845663,0.0,0.9723044780617437,0.002576169478746576,0.0002070148651845663,0.0,230.0
43,BPAT0 3,GCPD0 0,2.057987977450244,42.603688702681346,2.8947958855695492e-05,0.0,2.0,273.5525296180039,13.312854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0008053627354004036,3.8903364413048094e-05,0.0,1.5313470234662916,0.0008053627354004036,3.8903364413048094e-05,0.0,230.0
44,BPAT0 3,GRID0 0,0.32567966559957146,5.316952759512277,4.208187640276051e-05,0.0,7.0,116.3780505973076,38.408563327032134,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00010050950396053453,6.156515417761275e-06,0.0,2.226131261706031,0.00010050950396053453,6.156515417761275e-06,0.0,230.0
45,BPAT0 3,PACW0 0,1.6865776798415522,20.704947850927276,0.00015841906992578245,0.0,5.0,453.5353466984168,23.20570888468809,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00039139787997972167,3.188237580040741e-05,0.0,8.380368799073892,0.00039139787997972167,3.188237580040741e-05,0.0,230.0
46,BPAT0 3,PGE0 0,0.3125924965560366,2.5281297068685253,0.00023442592663667835,0.0,11.0,194.74418850327248,27.255708884688094,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,4.779073169883791e-05,5.9091209178834895e-06,0.0,12.401131519080284,4.779073169883791e-05,5.9091209178834895e-06,0.0,230.0
47,BPAT0 4,IPCO0 0,1.8416482770194902,14.7922805054782,0.00017472044849196748,0.0,8.0,390.49811825322286,10.44,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0002796272307273762,3.481376705140813e-05,0.0,9.24271172522508,0.0002796272307273762,3.481376705140813e-05,0.0,230.0
48,BPAT0 5,PACW0 0,1.6828281712141326,18.790311874952472,0.00011763173088518469,0.0,6.0,370.8264137674888,18.532854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0003552043832694229,3.181149662030496e-05,0.0,6.22271856382627,0.0003552043832694229,3.181149662030496e-05,0.0,230.0
49,BPAT0 5,PGE0 0,0.026225863736844508,0.19467342116833591,0.00010155547645078356,0.0,43.0,32.216452946648324,53.89570888468809,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,3.680026865185934e-06,4.957630196000852e-07,0.0,5.37228470424645,3.680026865185934e-06,4.957630196000852e-07,0.0,230.0
50,BPAT0 5,US0 0,3.88338086784133,34.5189410474785,0.0,0.0,4.0,658.2948286001738,3.33,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0006525319668710492,7.340984627299301e-05,0.0,0.0,0.0006525319668710492,7.340984627299301e-05,0.0,230.0
51,CHPD0 0,DOPD0 0,0.14012476195084378,2.461947800992997,4.213836566059755e-05,0.0,9.0,80.18586068985817,62.42427221172023,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,4.6539655973402593e-05,2.6488612845150053e-06,0.0,2.22911954344561,4.6539655973402593e-05,2.6488612845150053e-06,0.0,230.0
52,CISO-PGAE0 0,CISO-PGAE0 2,0.6301498131360322,5.011150816131649,0.00016132382575657914,0.0,10.0,221.39464798629132,18.082854442344043,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,9.472874888717674e-05,1.1912094766276602e-05,0.0,8.534030382523037,9.472874888717674e-05,1.1912094766276602e-05,0.0,230.0
53,CISO-PGAE0 0,CISO-PGAE0 3,3.580818442786441,61.75451896618887,2.809114896411257e-05,0.0,2.0,334.45988291997645,11.422854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.001167382211081075,6.769032973131269e-05,0.0,1.486021780201555,0.001167382211081075,6.769032973131269e-05,0.0,230.0
54,CISO-PGAE0 0,CISO-PGAE0 4,0.6469075889442941,6.864316790630293,0.00012817961830313368,0.0,10.0,239.4031401314142,21.862854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00012976024178885243,1.2228876917661514e-05,0.0,6.780701808235771,0.00012976024178885243,1.2228876917661514e-05,0.0,230.0
55,CISO-PGAE0 0,NEVP0 0,2.604374604188896,15.997394792071495,0.0003002833253089087,0.0,9.0,556.3061914457132,16.222854442344044,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0003024082191317863,4.9232034105650215e-05,0.0,15.88498790884127,0.0003024082191317863,4.9232034105650215e-05,0.0,230.0
56,CISO-PGAE0 0,PACW0 0,5.59973622338718,149.67075521761544,2.8208988827091048e-05,0.0,1.0,495.97262524990856,11.062854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.002829314843433184,0.00010585512709616597,0.0,1.4922555089531164,0.002829314843433184,0.00010585512709616597,0.0,230.0
57,CISO-PGAE0 1,CISO-PGAE0 2,12.350876293420868,64.25799237307095,4.4400005572760354e-05,0.0,2.0,409.34207538398937,0.72,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00121470685015257,0.00023347592237090486,0.0,2.348760294799023,0.00121470685015257,0.00023347592237090486,0.0,230.0
58,CISO-PGAE0 1,CISO-PGAE0 3,0.8762315075084106,10.150507233457303,7.61066754160225e-05,0.0,6.0,219.87967275724827,18.532854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00019188104411072405,1.656392263721003e-05,0.0,4.02604312950759,0.00019188104411072405,1.656392263721003e-05,0.0,230.0
59,CISO-PGAE0 1,CISO-SCE0 3,0.3134908316307365,4.19265135601778,0.0001248084854118363,0.0,12.0,182.9664173091034,45.87856332703214,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,7.925616930090321e-05,5.926102677329612e-06,0.0,6.602368878286141,7.925616930090321e-05,5.926102677329612e-06,0.0,230.0
60,CISO-PGAE0 1,CISO-SCE0 5,0.3306802258718098,2.3125645671582404,9.840261988239919e-05,0.0,14.0,115.79329213404635,10.709999999999997,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,4.371577631679093e-05,6.2510439673309975e-06,0.0,5.205498591778917,4.371577631679093e-05,6.2510439673309975e-06,0.0,230.0
61,CISO-PGAE0 1,CISO-SCE0 6,2.4633366145350086,67.908198562857,7.892342006286867e-06,0.0,1.0,203.77970152759727,11.062854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0012837088575209262,4.6565909537523793e-05,0.0,0.41750489213257524,0.0012837088575209262,4.6565909537523793e-05,0.0,230.0
62,CISO-PGAE0 1,US0 0,113.11682284858523,1005.4828697652022,0.0,0.0,1.0,782.9200354409461,2.25,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.019007237613708927,0.002138314231542254,0.0,0.0,0.019007237613708927,0.002138314231542254,0.0,230.0
63,CISO-PGAE0 2,CISO-PGAE0 3,1.9232088482185037,20.597922246183106,5.256928952556096e-05,0.0,4.0,258.909811732688,12.142854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00038937471164807386,3.63555547867392e-05,0.0,2.7809154159021747,0.00038937471164807386,3.63555547867392e-05,0.0,230.0
64,CISO-PGAE0 2,CISO-PGAE0 4,2.4719767084311948,37.186974692467096,6.787984639118844e-05,0.0,3.0,374.0964264005103,13.672854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0007029673854908714,4.6729238344635064e-05,0.0,3.5908438740938684,0.0007029673854908714,4.6729238344635064e-05,0.0,230.0
65,CISO-PGAE0 2,Morro_Bay0 0,1.9415567715811068,17.258282414054282,0.0,0.0,1.0,273.3713605464398,0.36,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.000326243523895166,3.670239643820618e-05,0.0,0.0,0.000326243523895166,3.670239643820618e-05,0.0,230.0
66,CISO-PGAE0 2,TID0 0,1.0612055596370802,6.06712225661971,4.587391402892314e-05,0.0,5.0,132.78505949766543,1.7999999999999998,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00011469040182645955,2.0060596590493008e-05,0.0,2.426730052130034,0.00011469040182645955,2.0060596590493008e-05,0.0,230.0
67,CISO-PGAE0 2,US0 0,7.220388171731716,64.18122819317081,0.0,0.0,4.0,389.92234932654026,9.0,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0012132557314399018,0.00013649126978698895,0.0,0.0,0.0012132557314399018,0.00013649126978698895,0.0,230.0
68,CISO-PGAE0 3,CISO-SCE0 2,0.49451494013250413,3.9567997238280954,6.248946994681851e-05,0.0,8.0,115.84728786469816,8.55,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,7.479772634835719e-05,9.348108509121062e-06,0.0,3.305692960186699,7.479772634835719e-05,9.348108509121062e-06,0.0,230.0
69,CISO-PGAE0 3,CISO-SCE0 5,0.7076846821988334,4.369171096713474,0.00010208576296757394,0.0,7.0,161.21682555165097,4.41,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,8.259302640290121e-05,1.3377782272189667e-05,0.0,5.400336860984662,8.259302640290121e-05,1.3377782272189667e-05,0.0,230.0
70,CISO-PGAE0 3,CISO-SCE0 6,3.676588934634683,110.27705165249112,1.4521555105519763e-05,0.0,1.0,339.15205227692365,11.062854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0020846323563797945,6.950073600443636e-05,0.0,0.7681902650819955,0.0020846323563797945,6.950073600443636e-05,0.0,230.0
71,CISO-PGAE0 3,NEVP0 0,4.420467886131208,123.84276434569593,1.6042058248944927e-05,0.0,1.0,386.65488750827103,11.062854442344046,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.0023410730500131554,8.356271996467312e-05,0.0,0.8486248813691866,0.0023410730500131554,8.356271996467312e-05,0.0,230.0
72,CISO-PGAE0 3,TID0 0,0.3905597211943106,4.441695197043279,6.674864742096854e-05,0.0,8.0,129.7253524709874,26.175708884688092,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,8.396399238267068e-05,7.382981497056911e-06,0.0,3.5310034485692356,8.396399238267068e-05,7.382981497056911e-06,0.0,230.0
73,CISO-PGAE0 4,Humboldt0 0,29.872536198736682,265.5336550998816,0.0,0.0,1.0,191.83687889607756,2.25,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.005019539793948613,0.000564698226819219,0.0,0.0,0.005019539793948613,0.000564698226819219,0.0,230.0
74,CISO-PGAE0 4,PACW0 0,0.6798833446888349,6.482959127279198,0.00023698696089480078,0.0,13.0,298.0253879859707,31.75570888468809,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00012255121223590166,1.2852237139675518e-05,0.0,12.536610231334961,0.00012255121223590166,1.2852237139675518e-05,0.0,230.0
75,CISO-PGAE0 4,US0 0,0.10323387572381891,0.9176344508783905,0.0,0.0,4.0,25.35578024495871,3.33,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,1.7346586973126472e-05,1.951491034476728e-06,0.0,0.0,1.7346586973126472e-05,1.951491034476728e-06,0.0,230.0
76,CISO-SCE0 0,CISO-SCE0 3,0.5243664681640621,4.762007958601039,4.509272716982077e-05,0.0,7.0,111.51830447381529,15.112854442344043,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,9.001905403782683e-05,9.912409606125937e-06,0.0,2.385405267283519,9.001905403782683e-05,9.912409606125937e-06,0.0,230.0
77,CISO-SCE0 0,CISO-SCE0 4,0.20250346360915372,1.3188582404958655,0.00010115734783753156,0.0,17.0,81.75908560700577,16.822854442344045,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,2.493115766532827e-05,3.82804279034317e-06,0.0,5.351223700605419,2.493115766532827e-05,3.82804279034317e-06,0.0,230.0
78,CISO-SCE0 0,CISO-SCE0 6,0.86181741810373,7.857875084240907,5.057322130507237e-05,0.0,5.0,156.81276972077148,7.47,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00014854206208394908,1.6291444576630057e-05,0.0,2.6753234070383285,0.00014854206208394908,1.6291444576630057e-05,0.0,230.0
79,CISO-SCE0 0,CISO-SDGE0 0,1.0207447959406701,7.635491992407339,7.415873050003776e-05,0.0,5.0,170.79495872760265,3.6899999999999995,,0.0,False,0.0,inf,0.0,0,inf,AC,1.0,-inf,inf,0,0.00014433822291885328,1.9295742834417205e-05,0.0,3.9229968434519975,0.00014433822291885328,1.9295742834417205e-05,0.0,230.0
