"GENERATORLIST"
"Note!!! Please add ' at the beginning of generator ID as a special indicatorof text type."
"GeneratorKey","Name","Bus ID","Bus Name","Bus KV","Unit ID","Generator TypeID","SubType","Long ID","Long Name","ServiceStatus","Commission Date","Retirement Date","DevStatus","Area Name","Region Name","MinCap(MW)","MaxCap(MW)","InitialDispatch(MW)","Save To Binary","State","County","City","Zipcode","FuelType","Technology","BTM","InternalID","EconomicPMin","EconomicPMax"
"7060","HamiltonBranch2","31830","HAMIL.BR","2.4","'2","2","Hydro","CA-242-2","Hamilton Branch-2",#TRUE#,#1921-01-01#,#2050-12-31#,"Existing","CIPV","CA_CISO","0","2.4","2","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","2.4"
"7067","HarborCgnCC-Total","24062","HARBOR G","13.8","'CC","1","CCWhole-NatGas-Industrial","CA-50541-AG","HarborCgnCC (Total CC Plant)",#TRUE#,#2001-06-14#,#2050-12-31#,"Existing","CISC","CA_CISO","59.103","107.459","0","YES","CA","NA","NA","NA","NG","Industrial",#FALSE#,"NA","59.103","107.459"
"7068","Harmac_Biomass","80585","HMC 13T1","13.8","'4","1","Bio-ST","BC-N/A-N/A","Harmac Biomass-1_Harmac Biomass-1_IPP-HMC",#TRUE#,#2013-12-01#,#2050-12-31#,"Existing","BCHA","BC_BCHA","16.5","55","0","NO","BC","NA","NA","NA","Bio","N/A",#FALSE#,"NA","16.5","55"
"7070","HarquahalaCC1-Total","15157","HGC-CT1","16","'1","1","CCWhole-NatGas-Industrial","AZ-55372-AG","HarquahalaCC1 (Total CC Plant)",#TRUE#,#2003-09-01#,#2050-12-31#,"Existing","TH_PV","SW_TH_PV","200.6","365","0","YES","AZ","NA","NA","NA","NG","Industrial",#FALSE#,"NA","203.28","365"
"7072","HarquahalaCC2-Total","15159","HGC-CT2","16","'1","1","CCWhole-NatGas-Industrial","AZ-55372-AG","HarquahalaCC2 (Total CC Plant)",#TRUE#,#2003-09-01#,#2050-12-31#,"Existing","TH_PV","SW_TH_PV","200.6","365","0","YES","AZ","NA","NA","NA","NG","Industrial",#FALSE#,"NA","205.999","365"
"7074","HarquahalaCC3-Total","15161","HGC-CT3","16","'1","1","CCWhole-NatGas-Industrial","AZ-55372-AG","HarquahalaCC3 (Total CC Plant)",#TRUE#,#2003-09-01#,#2050-12-31#,"Existing","TH_PV","SW_TH_PV","200.6","365","0","YES","AZ","NA","NA","NA","NG","Industrial",#FALSE#,"NA","207.561","365"
"7083","Hazelton_B1","60283","HZLTNB","138","'NT","2","Hydro","ID-54558-U1","Hazelton B Hydro-U1",#TRUE#,#1993-05-08#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","6.5","6.4","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6.5"
"7095","Hell_Hole","32486","HELLHOLE","9.11","'1","2","Hydro","CA-424-1","Hell Hole (Placer County Water Agency)-1",#TRUE#,#1983-04-30#,#2050-12-31#,"Existing","CIPV","CA_CISO","0",".5",".34","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0",".5"
"7098","Hells_Canyon_2","60152","HELSCYN2","14.4","'1","2","Hydro","OR-3013-2","Hells Canyon-2",#TRUE#,#1967-12-01#,#2050-12-31#,"Existing","IPTV","BS_IPCO","0","130.5","120.9","YES","OR","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","130.5"
"7099","Hells_Canyon_3","60153","HELSCYN3","14.4","'1","2","Hydro","OR-3013-3","Hells Canyon-3",#TRUE#,#1967-10-01#,#2050-12-31#,"Existing","IPTV","BS_IPCO","0","130.5","106.8","YES","OR","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","130.5"
"7131","HillsCreek2","41213","HILLS CR","6.9","'2","2","Hydro","OR-3081-2","Hills Creek-2",#TRUE#,#1962-02-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","17.25","14.9","YES","OR","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","15"
"7168","HorizonCC-Total","56264","HORUP6","13.8","'5","4","CC-AB-Cogen","AB--","HorizonCC (Total CC Plant)",#TRUE#,#2007-08-01#,#2050-12-31#,"Existing","AESO","AB_AESO","25.75","16","0","YES","AB","NA","NA","NA","NG","N/A",#FALSE#,"NA","0","16"
"7169","HorseshoBendHY1","61248","HSBND PP","69","'NT","2","Hydro","ID-54524-GEN1","Horseshoe Bend Hydroelectric Company-GEN1",#TRUE#,#1995-09-13#,#2050-12-31#,"Existing","IPTV","BS_IPCO","0","9","8.6","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","9"
"7171","HoweSoundGreen1","80657","HSP 13T1","13.8","'1","1","Bio-ST","BC-N/A-N/A","Howe Sound Green Energy-1_Howe Sound Green Energy-1_IPP-HSP",#TRUE#,#2010-10-01#,#2050-12-31#,"Existing","BCHA","BC_BCHA","18.6","62.5","0","YES","BC","NA","NA","NA","Bio","N/A",#FALSE#,"NA","18.6","62.5"
"7172","HoweSoundGreen2","80657","HSP 13T1","13.8","'2","1","Bio-ST","BC-N/A-N/A","Howe Sound Green Energy-2_Howe Sound Green Energy-2_IPP-HSP",#TRUE#,#2010-10-01#,#2050-12-31#,"Existing","BCHA","BC_BCHA","15","50","0","YES","BC","NA","NA","NA","Bio","N/A",#FALSE#,"NA","15","50"
"7177","Hungry_Horse_2","40555","HUNGHR12","13.8","'2","2","Hydro","MT-2203-2","Hungry Horse-2",#TRUE#,#1952-12-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","107","95","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","107"
"7178","Hungry_Horse_3","40556","HUNGHR34","13.8","'3","2","Hydro","MT-2203-3","Hungry Horse-3",#TRUE#,#1953-07-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","107","95","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","107"
"7179","Hungry_Horse_4","40556","HUNGHR34","13.8","'4","2","Hydro","MT-2203-4","Hungry Horse-4",#TRUE#,#1953-07-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","107","95","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","107"
"7180","HuronSolar","34557","HURON_DIST1","12.47","'2","4","SolarPV-NonTracking","CA-57523-1","Huron Solar Station-1",#TRUE#,#2012-08-30#,#2050-12-31#,"Existing","CIPV","CA_CISO","0","20","0","YES","CA","NA","NA","NA","Solar","Tracking",#FALSE#,"NA","0","20"
"7245","Indigo1","29180","INDIGO G3","13.8","'3","1","CT-NatGas-Aero","CA-55541-CTG1","Indigo Energy Facility-CTG1",#TRUE#,#2001-09-19#,#2050-12-31#,"Existing","CISC","CA_CISO","37","47","40","YES","CA","NA","NA","NA","NG","Areo",#FALSE#,"NA","37","47"
"7246","Indigo2","29190","INDIGO G4","13.8","'4","1","CT-NatGas-Aero","CA-55541-CTG2","Indigo Energy Facility-CTG2",#TRUE#,#2001-09-19#,#2050-12-31#,"Existing","CISC","CA_CISO","37","47","40","YES","CA","NA","NA","NA","NG","Areo",#FALSE#,"NA","37","47"
"7247","Indigo3","29191","INDIGO G5","13.8","'5","1","CT-NatGas-Aero","CA-55541-CTG3","Indigo Energy Facility-CTG3",#TRUE#,#2001-09-19#,#2050-12-31#,"Existing","CISC","CA_CISO","37","48","40","YES","CA","NA","NA","NA","NG","Areo",#FALSE#,"NA","37","48"
"7252","Inskip_1","31908","INSKIP","4.16","'1","2","HydroRPS","CA-248-1","Inskip-1",#TRUE#,#1979-01-01#,#2050-12-31#,"Existing","CIPV","CA_CISO","0","8","6","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","8"
"7311","JohnHart1_Exp","51628","JHN 13G1","13.8","'1","2","Hydro","BC-N/A-N/A","John Hart Upgrade Project-1_BCH-JHT",#TRUE#,#2018-10-10#,#2050-12-31#,"Pre-Const Reg Approval-Review","BCHA","BC_BCHA","0","46","42.33","YES","BC","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","46"
"7312","JohnHart2_Exp","51629","JHN 13G2","13.8","'2","2","Hydro","BC-N/A-N/A","John Hart Upgrade Project-2_BCH-JHT",#TRUE#,#2018-07-21#,#2050-12-31#,"Pre-Const Reg Approval-Review","BCHA","BC_BCHA","0","46","42.33","YES","BC","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","46"
"7313","JohnHart3_Exp","51630","JHN 13G3","13.8","'3","2","Hydro","BC-N/A-N/A","John Hart Upgrade Project-3_BCH-JHT",#TRUE#,#2018-05-02#,#2050-12-31#,"Pre-Const Reg Approval-Review","BCHA","BC_BCHA","0","46","42.33","YES","BC","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","46"
"7372","Kekawaka","31166","KEKAWAK","4.16","'1","2","HydroRPS","CA-54654-KEK1","Kekawaka Power House-KEK1",#TRUE#,#1989-12-27#,#2050-12-31#,"Existing","CIPV","CA_CISO","0","6",".31","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6"
"7373","Keller_Canyon1","31763","AMERESCO","4.16","'1","1","Bio-ICE","CA-56897-1","AMERESCO Keller Canyon-1",#TRUE#,#2012-09-27#,#2050-12-31#,"Existing","CIPV","CA_CISO",".38","1.9",".59","YES","CA","NA","NA","NA","Bio","N/A",#FALSE#,"NA",".38","1.9"
"7374","Keller_Canyon2","32951","KIRKER","115","'X3","1","Bio-ICE","CA-56897-2","AMERESCO Keller Canyon-2",#TRUE#,#2009-08-01#,#2050-12-31#,"Existing","CIPB","CA_CISO",".38","1.9",".59","YES","CA","NA","NA","NA","Bio","N/A",#FALSE#,"NA",".38","1.9"
"7376","Kern_Front_KF2","35026","KERNFRNT","13.8","'2","1","CT-NatGas-Aero","CA-50494-KF2","Kern Front-KF2",#TRUE#,#1989-01-07#,#2050-12-31#,"Existing","CIPV","CA_CISO","29.7","30","26.3","YES","CA","NA","NA","NA","NG","Areo",#FALSE#,"NA","29.7","30"
"7378","KernRiver1-2","24437","KERNRVR","66","'2","2","Hydro","CA-340-2","Kern River 1-2",#TRUE#,#1907-01-01#,#2050-12-31#,"Existing","CISC","CA_CISO","0","6.4","0","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6.4"
"7379","KernRiver1-3","24437","KERNRVR","66","'3","2","Hydro","CA-340-3","Kern River 1-3",#TRUE#,#1907-01-01#,#2050-12-31#,"Existing","CISC","CA_CISO","0","6.4","0","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6.4"
"7380","KernRiver1-4","24437","KERNRVR","66","'4","2","Hydro","CA-340-4","Kern River 1-4",#TRUE#,#1907-01-01#,#2050-12-31#,"Existing","CISC","CA_CISO","0","6.4","0","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6.4"
"7388","Kiara_Anderson","31750","SPIAND2","12.5","'1","1","Bio-ST","CA-59658-1","Shasta Renewable Resources Plant-1|Kiara Anderson Plant-1",#TRUE#,#2015-09-09#,#2050-12-31#,"Existing","CIPV","CA_CISO","9.15","30.15","21.23","YES","CA","NA","NA","NA","Bio","N/A",#FALSE#,"NA","9.15","30.15"
"7394","Kilarc_1","31828","KILRC1-2","9.11","'1","2","HydroRPS","CA-253-1","Kilarc-1",#TRUE#,#1904-01-01#,#2050-12-31#,"Existing","CIPV","CA_CISO","0","1.6","1.1","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","1.6"
"7408","Kings_Estate","40701","MARTIN#","230","'X0","4","SolarPV-NonTracking","OR--","Kings Estate Solar-PV(4144)",#TRUE#,#2012-04-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0",".96","0","YES","OR","Lane","NA","EC","Solar","Tracking",#FALSE#,"NA","0",".96"
"7473","LaGrande_2","46732","LAGRND1","6.6","'2","2","Hydro","WA-3916-2","LaGrande-2",#TRUE#,#1912-11-01#,#2050-12-31#,"Existing","TPWR","NW_TPWR","0","6","0","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6"
"7474","LaGrande_3","46732","LAGRND1","6.6","'3","2","Hydro","WA-3916-3","LaGrande-3",#TRUE#,#1912-11-01#,#2050-12-31#,"Existing","TPWR","NW_TPWR","0","6","0","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6"
"7475","LaGrande_4","46732","LAGRND1","6.6","'4","2","Hydro","WA-3916-4","LaGrande-4",#TRUE#,#1912-11-01#,#2050-12-31#,"Existing","TPWR","NW_TPWR","0","6","0","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","6"
"7476","LaGrande_5","46733","LAGRND5","13.8","'1","2","Hydro","WA-3916-5","LaGrande-5",#TRUE#,#1945-09-01#,#2050-12-31#,"Existing","TPWR","NW_TPWR","0","41","30","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","41"
"7509","LangleyGulchCC-Total","60268","LGPR_CT1","16.5","'C1","1","CCWhole-NatGas-Aero","ID-57028-AG","LangleyGulchCC (Total CC Plant)",#TRUE#,#2012-06-29#,#2050-12-31#,"Existing","IPTV","BS_IPCO","164.58","312.4","0","YES","ID","NA","NA","NA","NG","Areo",#FALSE#,"NA","170","312.4"
"7544","Lewiston_1","37583","TRACYPP1","13.8","'X1","2","Hydro","977_1","PFnoLAR_Lewiston-1",#TRUE#,#1964-04-01#,#2050-12-31#,"Existing","BANC","CA_BANC","0",".5","0","YES","CA","NA","NA","EC","Water","N/A",#FALSE#,"NA","0",".5"
"7546","Libby_2","44192","LIBBY_02","13.8","'2","2","Hydro","MT-6172-2","Libby-2",#TRUE#,#1975-10-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","121","107.6","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","105"
"7547","Libby_3","44193","LIBBY_03","13.8","'3","2","Hydro","MT-6172-3","Libby-3",#TRUE#,#1976-01-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","121","107.6","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","105"
"7548","Libby_4","44194","LIBBY_04","13.8","'4","2","Hydro","MT-6172-4","Libby-4",#TRUE#,#1976-04-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","121","108","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","105"
"7549","Libby_5","44195","LIBBY_05","13.8","'5","2","Hydro","MT-6172-5","Libby-5",#TRUE#,#1984-09-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","121","108","YES","MT","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","105"
"7555","LimeWind","61068","QUARTZ","69","'X0","4","WT-Onshore","OR-57803-T1-6","Lime Wind-T1-6",#TRUE#,#2011-11-18#,#2050-12-31#,"Existing","IPTV","BS_IPCO","0","3","0","YES","OR","NA","NA","NA","Wind","Onshore",#FALSE#,"NA","0","3"
"7568","Little_Falls_2","48189","LITFAL12","4","'2","2","Hydro","WA-3866-2","Little Falls-2",#TRUE#,#1910-09-01#,#2050-12-31#,"Existing","AVA","NW_AVA","0","8","8","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","8"
"7569","Little_Falls_3","48191","LITFAL34","4","'3","2","Hydro","WA-3866-3","Little Falls-3",#TRUE#,#1910-12-01#,#2050-12-31#,"Existing","AVA","NW_AVA","0","8","8","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","8"
"7570","Little_Falls_4","48191","LITFAL34","4","'4","2","Hydro","WA-3866-4","Little Falls-4",#TRUE#,#1911-11-01#,#2050-12-31#,"Existing","AVA","NW_AVA","0","8","8","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","8"
"7591","LodiEnergyCC-Total","38123","LODIECCT","16.5","'CC","1","CCWhole-NatGas-Industrial","CA-57978-AG","LodiEnergyCC (Total CC Plant)",#TRUE#,#2012-11-27#,#2050-12-31#,"Future-Planned","CIPV","CA_CISO","150.72","277","0","YES","CA","NA","NA","NA","NG","Industrial",#FALSE#,"NA","135.226","277"
"7606","Long_Lake_2","48207","LONGLKG2","4","'2","2","Hydro","WA-3867-2","Long Lake-2",#TRUE#,#1915-10-01#,#2050-12-31#,"Existing","AVA","NW_AVA","0","17.5","21","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","17.5"
"7607","Long_Lake_3","48209","LONGLKG3","4","'3","2","Hydro","WA-3867-3","Long Lake-3",#TRUE#,#1919-12-01#,#2050-12-31#,"Existing","AVA","NW_AVA","0","17.5","21","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","17.5"
"7608","Long_Lake_4","48211","LONGLKG4","4","'4","2","Hydro","WA-3867-4","Long Lake-4",#TRUE#,#1924-02-01#,#2050-12-31#,"Existing","AVA","NW_AVA","0","17.5","21","YES","WA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","17.5"
"7610","LONGLAKEG2_1","56249","LNGLKCG2","13.8","'G2","4","CT-AB-Cogen","AB-N/A-N/A","Nexen #2 LONGLAKEG2-1",#TRUE#,#2008-01-01#,#2050-12-31#,"Existing","AESO","AB_AESO","0","98","67.4","YES","AB","NA","NA","NA","NG","N/A",#FALSE#,"NA","0","98"
"7613","Lookout_Point_2","44272","LOKOUT_PT_02","13.8","'2","2","Hydro","OR-3083-2","Lookout Point-2",#TRUE#,#1955-03-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","48","40","YES","OR","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","40"
"7614","Lookout_Point_3","44273","LOKOUT_PT_03","13.8","'3","2","Hydro","OR-3083-3","Lookout Point-3",#TRUE#,#1955-01-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","0","40","40","YES","OR","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","40"
"7631","LostCreek_OR2","41306","LOST CRK","13.8","'2","2","Hydro","OR-6174-2","Lost Creek-2",#TRUE#,#1977-12-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","12","28","14.9","YES","OR","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","24.5"
"7642","Lower_Salmon_2","60202","L SAMN 2","13.8","'1","2","Hydro","ID-816-2","Lower Salmon-2",#TRUE#,#1949-09-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","15","9","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","15"
"7643","Lower_Salmon_3","60203","L SAMN 3","13.8","'1","2","Hydro","ID-816-3","Lower Salmon-3",#TRUE#,#1949-02-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","15","13.5","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","15"
"7644","Lower_Salmon_4","60204","L SAMN 4","13.8","'1","2","Hydro","ID-816-4","Lower Salmon-4",#TRUE#,#1949-03-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","15","14.1","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","15"
"7676","MagicDam1","61469","MAGIC RS","138","'NT","2","Hydro","ID-10740-GEN1","Magic Dam Hydroelectric Project-GEN1",#TRUE#,#1989-06-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","10","0","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","10"
"7707","MarchPointCC-Total","42131","MRPTGEN1","13.8","'1","1","CCWhole-NatGas-Aero","WA-54268-AG","MarchPointCC (Total CC Plant)",#TRUE#,#1991-09-01#,#2050-12-31#,"Existing","PSEI","NW_PSEI","66.816","140","38.3","YES","WA","NA","NA","NA","NG","Areo",#FALSE#,"NA","66.816","140"
"7723","MartinezCC-Total","33141","SHELL 1","12.47","'1","1","CCWhole-NatGas-Aero","CA-54912-AG","PFnoLAR_CoolwtrCC3 (Total CC Plant)",#FALSE#,#1995-01-01#,#2050-12-31#,"Existing","CIPB","CA_CISO","99","100","0","YES","CA","NA","NA","NA","NG","Areo",#FALSE#,"NA","99","100"
"7724","Maxim_Burdett","58269","BURDETT9","25","'3","1","CT-NatGas-Industrial","AB-N/A-N/A","Maxim - Burdett-1",#TRUE#,#2001-08-01#,#2050-12-31#,"Existing","AESO","AB_AESO","3.6","8","1","NO","AB","NA","NA","NA","NG","Industrial",#FALSE#,"NA","3.6","8"
"7725","Maxim_Coaldale","56690","COALDAL8","25","'4","1","CT-NatGas-Industrial","AB-N/A-N/A","Maxim - Coaldale-1",#TRUE#,#2001-09-01#,#2050-12-31#,"Existing","AESO","AB_AESO","3.15","7",".7","YES","AB","NA","NA","NA","NG","Industrial",#FALSE#,"NA","3.15","7"
"7727","Maxim_Taber","56272","TABER A9","25","'2","1","CT-NatGas-Industrial","AB-N/A-N/A","Maxim - Taber-1",#TRUE#,#2001-08-01#,#2050-12-31#,"Existing","AESO","AB_AESO","2.7","6","1","NO","AB","NA","NA","NA","NG","Industrial",#FALSE#,"NA","2.7","6"
"7731","McFaddenRidge","69073","HIPLAINS_WG",".69","'1","4","WT-Onshore","WY-57039-1","McFadden Ridge-1",#TRUE#,#2009-09-29#,#2049-01-01#,"Existing","PAWY","BS_PACE","0","28.5","19","YES","WY","NA","NA","NA","Wind","Onshore",#FALSE#,"NA","0","28.5"
"7753","MeadowCreek_5P","69527","MEADOWCK_WG",".6","'1","4","WT-Onshore","ID-58106-MCPC","Meadow Creek-FivePine",#TRUE#,#2012-12-22#,#2032-12-30#,"Existing","PAID","BS_PACE","0","119.7","19","YES","ID","NA","NA","NA","Wind","Onshore",#FALSE#,"NA","0","119.7"
"7769","MEG_ChristingLk","57405","CONKLIN4","13.8","'2","4","CT-AB-Cogen","AB-N/A-N/A","MEG Christing Lake 3A-3A",#TRUE#,#2013-08-15#,#2050-12-31#,"Existing","AESO","AB_AESO","10","92","73.5","NO","AB","NA","NA","NA","NG","N/A",#FALSE#,"NA","0","92"
"7836","MillenniumCC-Total","59208","MIL_G6 9","13.8","'G6","4","CC-AB-Cogen","AB--","MillenniumCC (Total CC Plant)",#TRUE#,#1999-10-01#,#2050-12-31#,"Existing","AESO","AB_AESO","137.3216","376","0","YES","AB","NA","NA","NA","NG","N/A",#FALSE#,"NA","0","376"
"7838","MillerCreek1","51055","MCP 25","25.2","'X0","2","Hydro","BC-N/A-N/A","Miller Creek-1_Miller Creek-1_IPP-MCP",#TRUE#,#2003-04-01#,#2050-12-31#,"Existing","BCHA","BC_BCHA","0","14.75","26.818","YES","BC","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","14.75"
"7839","MillerCreek2","51054","MCP 4G1-2","4.16","'X0","2","Hydro","BC-N/A-N/A","Miller Creek-2_Miller Creek-2_IPP-MCP",#TRUE#,#2003-04-01#,#2050-12-31#,"Existing","BCHA","BC_BCHA","0","3.5","3.182","YES","BC","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","3.5"
"7842","Milner_Hydro_2","60246","MILNER","13.8","'2","2","Hydro","ID-7190-2","Milner Hydro-2",#TRUE#,#1992-12-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","58.62","8.9","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","58.62"
"7846","Minidoka_7","61811","MINIDOKA","2.4","'7","2","Hydro","ID-6398-7","Minidoka-7",#TRUE#,#1998-05-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","5","4.9","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","5"
"7847","Minidoka_8","61812","MINIDOKA","4.16","'8","2","Hydro","ID-6398-8","Minidoka-8",#TRUE#,#1997-04-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","10","9.9","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","10"
"7848","Minidoka_9","61812","MINIDOKA","4.16","'9","2","Hydro","ID-6398-9","Minidoka-9",#TRUE#,#1997-05-01#,#2050-12-31#,"Existing","IPMV","BS_IPCO","0","10","5.1","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","10"
"7855","MintFarmCC-Total","47675","MNTFRM G","18","'1","1","CCWhole-NatGas-Industrial","WA-55700-AG","MintFarmCC (Total CC Plant)",#TRUE#,#2008-01-01#,#2050-12-31#,"Existing","BPAT","NW_BPAT","169.32","336","155.4","YES","WA","NA","NA","NA","NG","Industrial",#FALSE#,"NA","182","336"
"7871","Mojave_Siphon_2","25657","MJVSPHN","13.8","'2","2","Hydro","CA-7072-2","PFnoLAR_Mojave Siphon-2",#TRUE#,#1996-01-01#,#2050-12-31#,"Existing","CISC","CA_CISO","0","11.5","6.5","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","11.5"
"7872","Mojave_Siphon_3","25657","MJVSPHN","13.8","'3","2","Hydro","CA-7072-3","PFnoLAR_Mojave Siphon-3",#TRUE#,#1996-01-01#,#2050-12-31#,"Existing","CISC","CA_CISO","0","11.5","0","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","11.5"
"7881","MojaveSolarProject1","86095","APFWG Bus",".6","'X0","4","SolarThermal-CSP0","CA-57331-MSP1","Mojave Solar Project-MSP1_RpsCA-0941_[CPUC-ID:PG6013][Zone:Kramer]",#TRUE#,#2014-12-04#,#2050-12-31#,"Under Construction","CISC","CA_CISO","0","275","150","YES","CA","NA","NA","NA","Solar","CSP0",#FALSE#,"NA","0","275"
"7889","MontezumaWind1","32188","MONTEZUMAW",".69","'1","4","WT-Onshore","CA-57201-S2.3","FPL Energy Montezuma Winds LLC-S2.3|HIGHWND3",#TRUE#,#2011-01-25#,#2050-12-31#,"Existing","CIPB","CA_CISO","0","36.8","35.328","YES","CA","NA","NA","NA","Wind","Onshore",#FALSE#,"NA","0","36.8"
"7890","MontezumaWind2","32179","MONTEZUMA2W",".69","'1","4","WT-Onshore","CA-57701-1","Montezuma Wind II-1|MNTZUMA2|RPSP1002",#TRUE#,#2012-02-01#,#2050-12-31#,"Existing","CIPB","CA_CISO","0","78.2","75.072","YES","CA","NA","NA","NA","Wind","Onshore",#FALSE#,"NA","0","78.2"
"7892","Monticello_2","32700","MONTICLO","9.11","'2","2","HydroRPS","CA-7646-2","Monticello-2",#TRUE#,#1974-01-01#,#2050-12-31#,"Existing","CIPB","CA_CISO","0","5.43","2.13","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","5.43"
"7893","Monticello_3","32700","MONTICLO","9.11","'3","2","HydroRPS","CA-7646-3","Monticello-3",#TRUE#,#1974-01-01#,#2050-12-31#,"Existing","CIPB","CA_CISO","0","1.63",".9","YES","CA","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","1.63"
"7895","MoraDrop","60065","BOMT_138","138","'X0","2","Hydro","ID-56498-1","Mora Drop Hydroelectric Project-1",#TRUE#,#2006-09-01#,#2050-12-31#,"Existing","IPTV","BS_IPCO","0","1.85","14","YES","ID","NA","NA","NA","Water","N/A",#FALSE#,"NA","0","1.85"
"7925","Musselshell1","624541","MUSSELSHELGN",".69","'1","4","WT-Onshore","MT-57963-MWP1+2","Musselshell Wind Project-MWP1|Musselshell Wind Project Two LLC-MWP2",#TRUE#,#2012-12-31#,#2050-12-31#,"Existing","NWMT","NW_NWMT","0","20","6","YES","MT","NA","NA","NA","Wind","Onshore",#FALSE#,"NA","0","20"
"7941","NealHotSprings1","61089","NEAL HS","12.47","'1","1","Geo-BinaryCycle","OR-58022-NHS1","Lahontan2HY0.59",#TRUE#,#2012-07-09#,#2050-12-31#,"Existing","IPTV","BS_IPCO","0","11","4.9","YES","OR","NA","NA","NA","Geo","Binary",#FALSE#,"NA","5.5","11"
