generatorkey,ads_name,long id,bus id,bus name,devstatus,balancing_area,region name,plant_id_ads,plant_id_eia,generator_id_ads,lat,lon
17588,shelloilrefineryaggregate,54912_GTG1,32991,MARTNZ E,Existing,CIPB,CA_CISO,5,54912,9-Apr,38.0169,-122.1117
13435,sunpeaknve5657,NV-54854-5657,18287,SUNRISE3,Existing,NEVP,SW_NVE,54854,54854,5657,36.1375,-115.0339
13436,sunpeaknve5658,NV-54854-5658,18288,SUNRISE4,Existing,NEVP,SW_NVE,54854,54854,5658,36.1375,-115.0339
13437,sunpeaknve5659,NV-54854-5659,18289,SUNRISE5,Existing,NEVP,SW_NVE,54854,54854,5659,36.1375,-115.0339
1275,liveoakcogen,CA-54768-GEN1,35058,PSE-LVOK,Existing,CIPV,CA_CISO,54768,54768,GEN1,35.4837,-119.0298
9960,hermistngencc1total,OR-54761-AG,45455,HERM 1S,Existing,PACW,NW_PACW,54761,54761,AG,45.8042,-119.37
9961,hermistngencc2total,OR-54761-AG,45457,HERM 2S,Existing,PACW,NW_PACW,54761,54761,AG,45.8042,-119.37
17903,goallinecogen1gt499,54749_CTG,22256,ESCNDIDO,Existing,CISD,CA_CISO,5,54749,7-Apr,33.1185,-117.0995
17608,taylordraw,54729_COX1,66278,RANGELY,Existing,PAUT,BS_PACE,5,54729,7-Apr,40.106269,-108.7112
13572,ormesaiioec22,CA-54724-OEC22,21909,ORM22,Existing,IID,CA_IID,54724,54724,OEC22,32.7881,-115.2481
1916,warmspringspwr,OR-54721-0001,45439,PELTONR1,Existing,PACW,NW_PACW,54721,54721,1,44.724242,-121.2477
14032,yumacogencc,AZ-54694-AG,14937,YCAST1,Existing,AZPS,SW_AZPS,54694,54694,AG,32.728822,-114.6541
13509,hebergeocomplex,CA-54689-1,21011,HGC,Existing,IID,CA_IID,54689,54689,1,32.7146,-115.518
17923,heber1geothermal1st35,54689_1,21011,HGC,Existing,IID,CA_IID,5,54689,6-Apr,32.7146,-115.518
7372,kekawaka,CA-54654-KEK1,31166,KEKAWAK,Existing,CIPV,CA_CISO,54654,54654,KEK1,40.0941,-123.509
1331,mtposocogen,CA-54626-TG01,35036,MT POSO,Existing,CIPV,CA_CISO,54626,54626,TG01,35.576323,-119.0062
8599,rupertcgn,ID-54579-1002,60818,HAYMILL+,Existing,IPMV,BS_IPCO,54579,54579,1002,42.6056,-113.6839
17579,mmyolopowerllc,54567_1,31990,DAVIS,Existing,CIPV,CA_CISO,5,54567,5-Apr,38.596283,-121.7642
2077,longviewfibre4,WA-54562-4,47447,LVF23,Existing,BPAT,NW_BPAT,54562,54562,4,46.103887,-122.9184
2078,longviewfibre6,WA-54562-6,47448,LVF22,Existing,BPAT,NW_BPAT,54562,54562,6,46.103887,-122.9184
2079,longviewfibre7,WA-54562-7,47446,LVF89,Existing,BPAT,NW_BPAT,54562,54562,7,46.103887,-122.9184
7083,hazeltonb1,ID-54558-U1,60283,HZLTNB,Existing,IPMV,BS_IPCO,54558,54558,U1,42.6051,-114.093
14044,collierville1,CA-54555-GEN1,38102,COLLRVL1,Existing,CIPV,CA_CISO,54555,54555,GEN1,38.144636,-120.3805
14045,collierville2,CA-54555-GEN2,38104,COLLRVL2,Existing,CIPV,CA_CISO,54555,54555,GEN2,38.144636,-120.3805
14094,spicermeadow13,CA-54554-GEN1-3,38100,SPICER,Existing,CIPV,CA_CISO,54554,54554,GEN1-3,38.3914,-120.0008
7169,horseshobendhy1,ID-54524-GEN1,61248,HSBND PP,Existing,IPTV,BS_IPCO,54524,54524,GEN1,43.904085,-116.2442
1770,orovillecogen1,CA-54477-GEN1,31888,OROVLENRG,Existing,CIPV,CA_CISO,54477,54477,GEN1,39.492,-121.5817
9197,sumaspowercctotal,WA-54476-AG,42021,SUMAS 1,Existing,PSEI,NW_PSEI,54476,54476,AG,48.9905,-122.2733
17111,simplotleasingst60125g1,UT-54472-GEN1,65557,ARROWHEAD,Existing,PAWY,BS_PACE,U,54472,T--,41.5417,-109.1328
17485,labrisawindproject,54453_GEN2,30476,SHILOH2,Existing,CIPB,CA_CISO,5,54453,4-Apr,38.1167,-121.8333
17928,tosco2ot585,54451_2,26566,HAR A  M,Existing,LDWP,CA_LDWP,5,54451,4-Apr,33.7686,-118.2867
17566,westernpowerandsteamcogeneration,54410_CTG,35024,DEXZEL,Existing,CIPV,CA_CISO,5,54410,4-Apr,35.440539,-119.0129
17603,drycreekbirchpoweriv,54394_GEN1,65060,ANT MINE,Existing,PAWY,BS_PACE,5,54394,3-Apr,44.027444,-112.7194
19135,weeksfalls1hy429,54387_GEN1,42431,NORTHBND,Future-Planned,PSEI,NW_PSEI,5,54387,3-Apr,47.43348,-121.6483
13434,nevadacogencc1,NV-54350-AG,18276,NCA2A,Existing,NEVP,SW_NVE,54350,54350,AG,36.343229,-114.9207
13433,nevadacogencc2,NV-54349-CC,18270,NCA1A,Existing,NEVP,SW_NVE,54349,54349,CC,36.2253,-114.8783
17899,rectorqfs1ot17,54343_GEN1,24235,RECTOR,Existing,CISC,CA_CISO,5,54343,3-Apr,36.4156,-119.0069
9617,wilsonlake1,ID-54306-1,60165,HUNT,Existing,IPMV,BS_IPCO,54306,54306,1,42.628889,-114.1748
13427,saguarocc1,NV-54271-CC,18282,SAGUAR 1,Existing,NEVP,SW_NVE,54271,54271,CC,36.0417,-115.0117
7707,marchpointcctotal,WA-54268-AG,42131,MRPTGEN1,Existing,PSEI,NW_PSEI,54268,54268,AG,48.4708,-122.56
2392,komakulshan,WA-54267-GEN1,42128,KOMO K,Existing,PSEI,NW_PSEI,54267,54267,GEN1,48.680178,-121.7233
17454,warmspringshydro,54261_3385,31368,GYSRVLLE,Existing,CIPV,CA_CISO,5,54261,2-Apr,38.722141,-123.0112
20642,opalsprings,OR-54251-1,45368,OPAL,Existing,PACW,NW_PACW,54251,54251,1,44.49004,-121.2988
14177,smithfallseweb,"ID-54249-GEN1, GEN2, GEN3",41298,SMITH_CRK,Existing,BPAT,NW_BPAT,54249,54249,"GEN1, GEN2, GEN3",48.959547,-116.332682
11120,portofstocktonef,CA-54238-STG,33818,STCKNBIOMASS,Existing,CIPV,CA_CISO,54238,54238,STG,37.943633,-121.3304
13808,hillcrestps,CO-54142-GEN1,70428,TECH_CTR,Existing,PSCO,RM_PSCO,54142,54142,GEN1,39.6419,-104.9138
13543,secondimperial0112,CA-54111-GEN1-12,21651,SIGC13.8,Existing,IID,CA_IID,54111,54111,GEN1-12,32.7144,-115.5356
17910,secondimperialgeothermal13bt16,54111_GE13,21961,GPGOII,Existing,IID,CA_IID,5,54111,1-Apr,32.7144,-115.5356
17911,secondimperialgeothermal14bt16,54111_GEN14,21653,GPHEBS,Existing,IID,CA_IID,5,54111,1-Apr,32.7144,-115.5356
13564,geoeastmesa21,CA-54038-GEN1,21814,GEM2,Existing,IID,CA_IID,54038,54038,GEN1,32.7757,-115.2637
17894,mmwestcovinastunit1st65,54015_GEN2,24157,WALNUT,Existing,CISC,CA_CISO,5,54015,Apr-00,34.033206,-117.9061
19127,broadwaterdam1hy10,54006_GEN1,627058,BROADWATER,Existing,NWMT,NW_NWMT,5,54006,Apr-00,46.12061,-111.4077
17893,santaclaraqfs1st165,52206_,24127,S.CLARA,Existing,CISC,CA_CISO,5,52206,2-Feb,34.233333,-119.1944
1836,yubacitycogen,CA-52186-GEN1,32494,YUBA CTY,Existing,CIPV,CA_CISO,52186,52186,GEN1,39.13667,-121.6398
13714,sodalakegeothermal,NV-52174-PLT,64143,SODAPH2,Existing,SPPC,SW_NVE,52174,52174,PLT,39.557,-118.8383
1315,midwaysunseta,CA-52169-A,35004,SUNSET G,Existing,CIPV,CA_CISO,52169,52169,A,35.2269,-119.6294
1316,midwaysunsetb,CA-52169-B,35004,SUNSET G,Existing,CIPV,CA_CISO,52169,52169,B,35.2269,-119.6294
1317,midwaysunsetc,CA-52169-C,35004,SUNSET G,Existing,CIPV,CA_CISO,52169,52169,C,35.2269,-119.6294
1597,aidlingeo2,CA-52158-GEN2,31435,GEO.ENGY,Existing,CIPV,CA_CISO,52158,52158,GEN2,38.8339,-122.881
1598,aidlingeo1,CA-52158-GEN1,31435,GEO.ENGY,Existing,CIPV,CA_CISO,52158,52158,GEN1,38.8339,-122.881
17909,kelcoqualifyingfacility1ot25,52147_GEN1,22420,SILVERGT,Existing,CISD,CA_CISO,5,52147,1-Feb,32.6947,-117.1436
17751,mojave90bess1ba165,52142_,24250,WESTWIND,Existing,CISC,CA_CISO,5,52142,1-Feb,35.0506,-118.2572
19343,mojave90bess1a,52142-GEN1,24264,WLDRNESS TAP,Existing,CISC,CA_CISO,5,52142,1-Feb,35.0506,-118.2572
1445,richmondcgn1,CA-52109-GEN1,32921,ChevGen1,Existing,CIPB,CA_CISO,52109,52109,GEN1,37.9418,-122.3909
1273,eastridge1,CA-52107-101A,35062,DISCOVRY,Existing,CIPV,CA_CISO,52107,52107,101A,35.4406,-118.9617
16958,ellisqfs,CA-52099-GEN1,24325,ORCOGEN,Existing,CISC,CA_CISO,52099,52099,GEN1,33.6433,-117.9556
635,berryplaceritacogen1,CA-52096-GEN1,24148,TENNGEN1,Existing,CISC,CA_CISO,52096,52096,GEN1,34.38407,-118.4949
1302,coalinga25d1,CA-52086-TG1,34652,CHV.COAL,Existing,CIPV,CA_CISO,52086,52086,TG1,36.1556,-120.3972
17918,uclachillercg2ct145,52073_2,26552,OLY B  M,Existing,LDWP,CA_LDWP,5,52073,Feb-00,34.0692,-118.4439
17919,uclachillercg3ct145,52073_3,26553,OLY C  M,Existing,LDWP,CA_LDWP,5,52073,Feb-00,34.0692,-118.4439
17920,uclachillercg1ca14,52073_1,26551,OLY A  M,Existing,LDWP,CA_LDWP,5,52073,Feb-00,34.0692,-118.4439
17562,rhodiaincrhonepoulenc,52063_GEN1,33139,STAUFER,Existing,CIPB,CA_CISO,5,52063,Feb-00,38.0314,-122.1139
13715,dixievalleygeo1,NV-52015-GEN1,64105,CAITHNES,Existing,SPPC,SW_NVE,52015,52015,GEN1,39.9663,-117.8557
1896,siphon1,OR-50980-GEN1,45122,COID TAP,Existing,PACW,NW_PACW,50980,50980,GEN1,44.033022,-121.3297
1927,slatecreek,CA-50961-GEN1,45485,SLATECRK,Existing,PACW,NW_PACW,50961,50961,GEN1,40.976859,-122.4563
3691,sunnysidecgn,UT-50951-GEN1,66445,SUNNY G1,Existing,PAUT,BS_PACE,50951,50951,GEN1,39.5472,-110.3917
18235,galesvilledamdouglascounty1hy08,50938_,45245,POMONA H,Existing,PACW,NW_PACW,5,50938,0-9,42.8489,-123.1778
18236,galesvilledamdouglascounty2hy08,50938_,45245,POMONA H,Existing,PACW,NW_PACW,5,50938,0-9,42.8489,-123.1778
3510,yellowstoneeng,MT-50931-GEN1,623551,BGI GEN,Existing,NWMT,NW_NWMT,50931,50931,GEN1,45.8117,-108.4278
3444,sehazelton1,ID-50896-GEN1,60284,HZLTNA,Existing,IPMV,BS_IPCO,50896,50896,GEN1,42.586701,-114.0675
6049,bypassgen1,ID-50895-GEN1,61420,BYPASS,Existing,IPMV,BS_IPCO,50895,50895,GEN1,42.560876,-114.0575
17429,rockcreekhydro,50892_GEN1,32256,PLCRVLB3,Existing,CIPV,CA_CISO,5,50892,0-8,38.78342,-120.7785
2200,spokane1,WA-50886-GEN1,48407,SPKWASTE,Existing,AVA,NW_AVA,50886,50886,GEN1,47.626327,-117.5042
1591,shasta4,CA-50881-GEN4,31465,WHEELBR1,Existing,CIPV,CA_CISO,50881,50881,GEN4,40.428329,-122.2792
1592,shasta3,CA-50881-GEN3,31465,WHEELBR1,Existing,CIPV,CA_CISO,50881,50881,GEN3,40.428329,-122.2792
1593,shasta2,CA-50881-GEN2,31465,WHEELBR1,Existing,CIPV,CA_CISO,50881,50881,GEN2,40.428329,-122.2792
1594,shasta1,CA-50881-GEN1,31465,WHEELBR1,Existing,CIPV,CA_CISO,50881,50881,GEN1,40.428329,-122.2792
1230,salinasrivercgn,CA-50865-K100,36201,SALNR GN,Existing,CIPV,CA_CISO,50865,50865,K100,35.9515,-120.8679
10080,olschinocctotal,CA-50850-AG,24026,CIMGEN,Existing,CISC,CA_CISO,50850,50850,AG,33.989626,-117.6809
8259,peberkeleycctotal,CA-50849-AG,32741,HILLSIDE_12,Existing,CIPB,CA_CISO,50849,50849,AG,37.870331,-122.2634
633,seresource,CA-50837-GEN1,24139,SERRFGEN,Existing,CISC,CA_CISO,50837,50837,GEN1,33.759236,-118.2399
2383,twinfalls2,WA-50827-UNI2,42341,TWINFALL,Existing,PSEI,NW_PSEI,50827,50827,UNI2,47.444554,-121.6878
2384,twinfalls1,WA-50827-UNI1,42341,TWINFALL,Existing,PSEI,NW_PSEI,50827,50827,UNI1,47.444554,-121.6878
16959,edomhillswindfarm,CA-50820-GEN1,25633,CAPWIND,Existing,CISC,CA_CISO,50820,50820,GEN1,33.890913,-116.5415
13570,ormesai,CA-50766-ITLU1|ITLU2,21908,ORM21,Existing,IID,CA_IID,50766,50766,ITLU1|ITLU2,32.8156,-115.2568
13718,stillwatergeo1,NV-50765-1-1,64106,STILLWTR-GEO,Existing,SPPC,SW_NVE,50765,50765,1-Jan,39.547537,-118.555613
13719,stillwatergeo2,NV-50765-1-2,64106,STILLWTR-GEO,Existing,SPPC,SW_NVE,50765,50765,2-Jan,39.547537,-118.555613
13720,stillwatergeo3,NV-50765-2-1,64106,STILLWTR-GEO,Existing,SPPC,SW_NVE,50765,50765,1-Feb,39.547537,-118.555613
13721,stillwatergeo4,NV-50765-2-2,64106,STILLWTR-GEO,Existing,SPPC,SW_NVE,50765,50765,2-Feb,39.547537,-118.555613
13737,stillwatersolar,NV-50765-1,64350,STILLWTR-PV,Existing,SPPC,SW_NVE,50765,50765,1,39.547537,-118.555613
13573,ormesa1e,CA-50764-PLT,21926,ORM1E,Existing,IID,CA_IID,50764,50764,PLT,32.8041,-115.2475
13574,ormesa1h,CA-50762-PLT,21929,ORM1H,Existing,IID,CA_IID,50762,50762,PLT,32.7842,-115.2475
14075,newhogan1,CA-50755-GEN1,38365,N.HGN DM,Existing,BANC,CA_BANC,50755,50755,GEN1,38.149582,-120.8149
14076,newhogan2,CA-50755-GEN2,38365,N.HGN DM,Existing,BANC,CA_BANC,50755,50755,GEN2,38.149582,-120.8149
8067,oakcreek2,CA-50754-GEN2,29399,WINDHUB_B,Existing,CISC,CA_CISO,50754,50754,GEN2,35.043889,-118.2764
9092,southbelridge1,CA-50752-GEN1,35040,KERNRDGE32G1,Existing,CIPV,CA_CISO,50752,50752,GEN1,35.438611,-119.7075
9093,southbelridge2,CA-50752-GEN3,300140,KERNRDGE32G2,Existing,CIPV,CA_CISO,50752,50752,GEN3,35.438611,-119.7075
9094,southbelridge3,CA-50752-GEN3,300141,KERNRDG332G3,Existing,CIPV,CA_CISO,50752,50752,GEN3,35.438611,-119.7075
17567,texacoexplorationprodsekernriver,50751_GTG1,35046,SEKR,Existing,CIPV,CA_CISO,5,50751,0-7,35.4206,-118.9644
17564,aeraenergyllccoalinga,50750_GEN1,34652,CHV.COAL,Existing,CIPV,CA_CISO,5,50750,0-7,36.170317,-120.3641
5684,agnewscctotal,CA-50748-AG,35860,AGNEWCOGEN,Existing,CIPB,CA_CISO,50748,50748,AG,37.4058,-121.9272
17460,vascowind,50712_,39233,GRNRDG,Existing,CIPB,CA_CISO,5,50712,0-7,37.7341,-121.6516
13813,jmshafercc,CO-50707-AG,70487,JMSHAFR4,Existing,PSCO,RM_PSCO,50707,50707,AG,40.0986,-104.7736
2206,clearwaterpaper3,ID-50637-GEN3,48482,CWGEN3,Existing,AVA,NW_AVA,50637,50637,GEN3,46.423056,-116.9764
2207,clearwaterpaper4,ID-50637-GEN4,48483,CWGEN4,Existing,AVA,NW_AVA,50637,50637,GEN4,46.423056,-116.9764
1187,stanislausenrgy,CA-50632-GEN1,34056,COVANTASTLS,Existing,CIPV,CA_CISO,50632,50632,GEN1,37.3853,-121.141
2346,marioninc,OR-50630-GEN1,43378,COVANGEN,Existing,PGE,NW_PGE,50630,50630,GEN1,45.048467,-122.9628
1278,berrytannehills181,CA-50622-GEN1,35050,SLR-TANN,Existing,CIPV,CA_CISO,50622,50622,GEN1,35.089829,-119.4409
1274,mckittrickltd,CA-50612-GEN1,35060,PSEMCKIT,Existing,CIPV,CA_CISO,50612,50612,GEN1,35.319503,-119.662
1313,mckittrick1rp,CA-50612-GEN1,34783,TEXCO_NM,Existing,CIPV,CA_CISO,50612,50612,GEN1,35.319503,-119.662
1413,altamont1,CA-50571-GEN1,30569,KELSO,Existing,CIPV,CA_CISO,50571,50571,GEN1,37.749308,-121.6499
17593,pacificultrapowerchinesestation,50560_GEN1,34050,CH.STN.,Existing,CIPV,CA_CISO,5,50560,0-5,37.874056,-120.4776
1828,bowmangen1,CA-50546-GEN1,32480,BOWMAN,Existing,CIPV,CA_CISO,50546,50546,GEN1,39.448352,-120.6534
19179,porttownsendpapermillst6st75,50544_GEN6,47070,PT_MILL_1#,Existing,BPAT,NW_BPAT,5,50544,0-5,48.0931,-122.7958
7067,harborcgncctotal,CA-50541-AG,24062,HARBOR G,Existing,CISC,CA_CISO,50541,50541,AG,33.7771,-118.2303
1405,sriintcgn,CA-50537-GEN1,33468,SRI INTL,Existing,CIPB,CA_CISO,50537,50537,GEN1,37.455314,-122.1728
17281,windstream39,CA-50532-15SLE,24485,ZONDWND2,Existing,CISC,CA_CISO,50532,50532,15SLE,35.0686,-118.3833
17282,windstream6041,CA-50532-15SLE,24485,ZONDWND2,Existing,CISC,CA_CISO,50532,50532,15SLE,35.0686,-118.3833
16888,texequilonlarefineryg1,CA-50530-GEN1,26514,WIL C  M,Existing,LDWP,CA_LDWP,50530,50530,GEN1,33.791667,-118.2347
16889,texequilonlarefineryg2,CA-50530-GEN2,26514,WIL C  M,Existing,LDWP,CA_LDWP,50530,50530,GEN2,33.791667,-118.2347
16890,texequilonlarefineryg3,CA-50530-GEN3,26515,WIL B  M,Existing,LDWP,CA_LDWP,50530,50530,GEN3,33.791667,-118.2347
1325,highsierra1,CA-50495-HS1,35027,HIGHSIERRA,Existing,CIPV,CA_CISO,50495,50495,HS1,35.509041,-119.0305
16707,highsierra,CA-50495-HS1,35027,HIGHSIERRA,Existing,CIPV,CA_CISO,50495,50495,HS1,35.509041,-119.0305
1324,kernfrontkf1,CA-50494-KF1,35026,KERNFRNT,Existing,CIPV,CA_CISO,50494,50494,KF1,35.51647,-119.0401
7376,kernfrontkf2,CA-50494-KF2,35026,KERNFRNT,Existing,CIPV,CA_CISO,50494,50494,KF2,35.51647,-119.0401
1322,doublec1,CA-50493-DC1,34733,BEAR MTN,Existing,CIPV,CA_CISO,50493,50493,DC1,35.5005,-119.046
17878,procterandgambleoxnard11cc1988,50464_G0468,24106,ORMOND,Existing,CISC,CA_CISO,5,50464,0-4,34.196,-119.1667
17880,procterandgambleoxnardii1gt495,50464_GEN2,24119,PROCGEN,Existing,CISC,CA_CISO,5,50464,0-4,34.196,-119.1667
16859,sugarloafhydro,nan,70273,MALTA,Existing,PSCO,RM_PSCO,n,50435,a-n,39.252672,-106.3748
18240,yakimatietoncowiche1hy147,50423_983,45293,TIETON,Existing,PACW,NW_PACW,5,50423,0-4,46.692628,-120.7372
18241,yakimatietonorchards1hy08,50421_201,45293,TIETON,Existing,PACW,NW_PACW,5,50421,0-4,46.596413,-120.6775
18242,yakimatietonorchards2hy08,50421_301,45293,TIETON,Existing,PACW,NW_PACW,5,50421,0-4,46.596413,-120.6775
1185,sandbar,CA-50400-GEN1,34060,SANDBAR,Existing,CIPV,CA_CISO,50400,50400,GEN1,38.1861,-120.15
19194,roseburgforestproductscompanydillard1st5,50396_GEN1,44993,ROSELUMB,Existing,PACW,NW_PACW,5,50396,0-3,43.0895,-123.4156
19195,roseburgforestproductscompanydillard2st5,50396_GEN2,44993,ROSELUMB,Existing,PACW,NW_PACW,5,50396,0-3,43.0895,-123.4156
19196,roseburgforestproductscompanydillard3st8,50396_GEN3,44993,ROSELUMB,Existing,PACW,NW_PACW,5,50396,0-3,43.0895,-123.4156
19197,roseburgforestproductscompanydillard4st138,50396_GEN4,44993,ROSELUMB,Existing,PACW,NW_PACW,5,50396,0-3,43.0895,-123.4156
19198,roseburgforestproductscompanydillard5st115,50396_GEN5,44993,ROSELUMB,Existing,PACW,NW_PACW,5,50396,0-3,43.0895,-123.4156
19199,roseburgforestproductscompanydillard6st115,50396_GEN6,44993,ROSELUMB,Existing,PACW,NW_PACW,5,50396,0-3,43.0895,-123.4156
6849,friantfr1,CA-50393-FR1,34636,FRIANTDM,Existing,CIPV,CA_CISO,50393,50393,FR1,36.997694,-119.7035
6850,friantm1,CA-50393-M1,34636,FRIANTDM,Existing,CIPV,CA_CISO,50393,50393,M1,36.997694,-119.7035
6851,friantro1,CA-50393-RO1,34636,FRIANTDM,Existing,CIPV,CA_CISO,50393,50393,RO1,36.997694,-119.7035
6852,quintenluallen,CA-50393-RO2,34414,WOODWARD,Existing,CIPV,CA_CISO,50393,50393,RO2,36.997694,-119.7035
1446,phillipscarbon,CA-50388-GEN1,30523,CC SUB,Existing,CIPB,CA_CISO,50388,50388,GEN1,38.018056,-122.2344
19122,twinreservoirsfercp10376hy1hy22,50382_GEN1,45349,WW CENTR,Existing,PACW,NW_PACW,5,50382,0-3,46.088333,-118.2547
4974,upriverdam1,WA-50380-GEN1,48433,UPRIVER,Existing,AVA,NW_AVA,50380,50380,GEN1,47.6822,-117.3319
9469,upriverdam2,WA-50380-GEN2,48433,UPRIVER,Existing,AVA,NW_AVA,50380,50380,GEN2,47.6822,-117.3319
9470,upriverdam3,WA-50380-GEN3,48433,UPRIVER,Existing,AVA,NW_AVA,50380,50380,GEN3,47.6822,-117.3319
9471,upriverdam4,WA-50380-GEN4,48435,UPRIVER,Existing,AVA,NW_AVA,50380,50380,GEN4,47.6822,-117.3319
9472,upriverdam5,WA-50380-GEN5,48435,UPRIVER,Existing,AVA,NW_AVA,50380,50380,GEN5,47.6822,-117.3319
17447,nacimientohydroelectricplant,50352_1,30905,TEMPLETN,Existing,CIPV,CA_CISO,5,50352,0-3,35.798576,-120.8833
1765,forksbutte1,CA-50350-GEN1,31870,FORKBUTT,Existing,CIPV,CA_CISO,50350,50350,GEN1,39.869284,-121.6319
1766,forksbutte2,CA-50350-GEN1,31870,FORKBUTT,Existing,CIPV,CA_CISO,50350,50350,GEN1,39.869284,-121.6319
17339,westpointtpagrr,WA-50329-4-5,42955,MUR COVE,Existing,PSEI,NW_PSEI,W,50329,A--,47.661111,-122.4464
1389,riponmillgen1,CA-50299-GEN1,33810,RIPONCOGEN,Existing,CIPV,CA_CISO,50299,50299,GEN1,37.732533,-121.116
1793,wadhamenrgy,CA-50293-GEN1,32154,WADHAM,Existing,CIPV,CA_CISO,50293,50293,GEN1,39.1062,-122.1096
13041,sangorgoniofarmswindfarm,CA-50281-WGEN,25640,PANAERO,Existing,CISC,CA_CISO,50281,50281,WGEN,33.926111,-116.615
749,wintec,CA-50276-EXIS,24804,DEVERS,Existing,CISC,CA_CISO,50276,50276,EXIS,33.9131,-116.5631
3450,simplotleasing,ID-50274-GEN1,60125,DON,Existing,IPFE,BS_IPCO,50274,50274,GEN1,42.908412,-112.5294
8701,santaynezcctotal,CA-50270-AG,24326,EXGEN1,Existing,CISC,CA_CISO,50270,50270,AG,34.464819,-120.0444
8471,redlands,CO-50267-RED1,70233,HORIZON,Existing,PSCO,RM_PSCO,50267,50267,RED1,39.067347,-108.5928
19120,rockybrookhy1hy16,50228_GEN1,40359,DUCKBUSH,Existing,BPAT,NW_BPAT,5,50228,0-2,47.7197,-122.9431
17443,grasshopperflathydro,50223_1296,30200,PIT 4,Existing,CIPV,CA_CISO,5,50223,0-2,41.028893,-121.8924
17442,frankenheimerpowerplant,50219_U1,38206,COTTLE,Existing,CIPV,CA_CISO,5,50219,0-2,37.830378,-120.807
17456,woodwardpowerplant,50218_U1,33952,VALLY HM,Existing,CIPV,CA_CISO,5,50218,0-2,37.860653,-120.8792
9561,watsoncogencctotal,CA-50216-AG,24011,ARCO  1G,Existing,CISC,CA_CISO,50216,50216,AG,33.816647,-118.2448
13520,vulcan1,CA-50210-GEN1,21055,VULCAN1,Existing,IID,CA_IID,50210,50210,GEN1,33.1633,-115.6167
13521,vulcan2,CA-50210-GEN2,21055,VULCAN1,Existing,IID,CA_IID,50210,50210,GEN2,33.1633,-115.6167
13116,internationalpaperenergycenter,OR-50191-TG3,46268,WEYCO 4,Existing,BPAT,NW_BPAT,50191,50191,TG3,44.0569,-122.9555
19336,internationalpaperenergycenter2,OR-50191,40759,MT_VERNON#,Existing,BPAT,NW_BPAT,50191,50191,,44.0569,-122.9555
9593,weyerhaeuserwa2,WA-50187-TG2,40309,COWL CCP,Existing,BPAT,NW_BPAT,50187,50187,TG2,46.1236,-122.9728
9595,weyerhaeuserwa4,WA-50187-TG4,40309,COWL CCP,Existing,BPAT,NW_BPAT,50187,50187,TG4,46.1236,-122.9728
19258,weyerhaeuserwa3,WA-50187-TG3,40309,COWL CCP,Existing,BPAT,NW_BPAT,50187,50187,TG3,46.1236,-122.9728
19297,weyerhaeuserwa1,WA-50187-TG1,40309,COWL CCP,Existing,BPAT,NW_BPAT,50187,50187,TG1,46.1236,-122.9728
14182,cosmo12,WA-50185-TG1,40277,COSMOPLS,Existing,BPAT,NW_BPAT,50185,50185,TG1,46.954071,-123.7611
8093,olsengen1,CA-50180-GEN1,31598,KILARC,Existing,CIPV,CA_CISO,50180,50180,GEN1,40.670536,-121.9281
18237,lakesiskiyouboxcanyon1hy25,50179_,44971,LAKESISK,Existing,PACW,NW_PACW,5,50179,0-1,41.2792,-122.3292
18238,lakesiskiyouboxcanyon2hy25,50179_,44971,LAKESISK,Existing,PACW,NW_PACW,5,50179,0-1,41.2792,-122.3292
1758,bearcreek,CA-50156-GEN1,31855,TKO,Existing,CIPV,CA_CISO,50156,50156,GEN1,40.534454,-121.9591
17926,praxair1ot25,50148_1,26514,WIL C  M,Existing,LDWP,CA_LDWP,5,50148,0-1,33.78856,-118.2294
17927,praxair2ot6,50148_2,26023,HARB5G,Existing,LDWP,CA_LDWP,5,50148,0-1,33.78856,-118.2294
925,sycamorecgndg,CA-50134-GTDG,24146,SYCCYN4G,Existing,CISC,CA_CISO,50134,50134,GTDG,35.452577,-118.9853
926,sycamorecgncg,CA-50134-GTCG,24145,SYCCYN3G,Existing,CISC,CA_CISO,50134,50134,GTCG,35.452577,-118.9853
927,sycamorecgnbg,CA-50134-GTBG,24144,SYCCYN2G,Existing,CISC,CA_CISO,50134,50134,GTBG,35.452577,-118.9853
928,sycamorecgnab,CA-50134-GTAG,24143,SYCCYN1G,Existing,CISC,CA_CISO,50134,50134,GTAG,35.452577,-118.9853
17438,clearlakeunit1,50128_3381,31226,HGHLAND,Existing,CIPV,CA_CISO,5,50128,0-1,38.923556,-122.5667
1447,phillipsrodeoc,CA-50119-GENC,32910,UNOCAL,Existing,CIPB,CA_CISO,50119,50119,GENC,38.0417,-122.2583
1448,phillipsrodeob,CA-50119-GENB,32910,UNOCAL,Existing,CIPB,CA_CISO,50119,50119,GENB,38.0417,-122.2583
1449,phillipsrodeoa,CA-50119-GENA,32910,UNOCAL,Existing,CIPB,CA_CISO,50119,50119,GENA,38.0417,-122.2583
662,usboraxgen1,CA-50115-GEN1,24708,BORAX_G,Existing,CISC,CA_CISO,50115,50115,GEN1,35.0329,-117.701
17595,quincybiomass,50112_GEN3,31896,SPIQUINCY,Existing,CIPV,CA_CISO,5,50112,0-1,39.941165,-120.9092
1768,burney,CA-50110-GEN1,31874,SPI-BURN,Existing,CIPV,CA_CISO,50110,50110,GEN1,40.8767,-121.7016
