generatorkey,ads_name,long id,bus id,bus name,devstatus,balancing_area,region name,plant_id_ads,plant_id_eia,generator_id_ads,lat,lon
16940,ruggedsolarfarm,CA-57960-1,23288,BOULEVRD,Existing,CISD,CA_CISO,57960,57960,1,32.686111,-116.2806
13405,machospringswind,NM-57947-GEN,160911,MACHOSPRNGS1,Existing,TEPC,SW_TEPC,57947,57947,GEN,32.55434,-107.705278
19235,kettlemansolar,2032ADS,33564,LOCKFORD,Existing,CIPV,CA_CISO,2,57921,0-3,35.99,-120.12
16957,tulewind,CA-57913-1,86134,APFWG Bus,Existing,CISD,CA_CISO,57913,57913,1,32.663889,-116.2897
18574,roseburglandfillgasenergysouthgate1ic16,57911_1,45469,ROSEBURG,Existing,PACW,NW_PACW,5,57911,9-Jul,43.186111,-123.3803
19249,bannockcountylandfill,57911_1,60010,ADELAIDE,Existing,IPMV,BS_IPCO,5,57911,9-Jul,43.186111,-123.3803
9901,elsegndenrgcc1total,CA-57901-AG,29901,ELSEG8ST,Existing,CISC,CA_CISO,57901,57901,AG,33.910556,-118.425
9903,elsegndenrgcc2total,CA-57901-AG,29903,ELSEG6ST,Existing,CISC,CA_CISO,57901,57901,AG,33.910556,-118.425
6880,gatessolarstation1,CA-57892-1,34613,GATES_DIST4,Existing,CIPV,CA_CISO,57892,57892,1,36.176389,-120.1142
3692,horsebuttewind1,ID-57890-1,66550,HRSBT W1,Existing,PAID,BS_PACE,57890,57890,1,43.386389,-111.7264
16849,queencreeksolar,AZ-57883-GEN1,15223,DINOSAUR,Existing,SRP,SW_SRP,57883,57883,GEN1,33.2675,-111.6122
17575,santacruzenergyllc,57876_UNT1,35907,PAUL SWT,Existing,CIPB,CA_CISO,5,57876,8-Jul,36.973333,-122.1056
17769,industrymetrolinkpv11pvnt15,57860_1,25889,WALNUT EQFD,Existing,CISC,CA_CISO,5,57860,8-Jul,34.008661,-117.8456
13635,kroadmoapa,NV-57859-1,26976,MOAPA1PV,Under Construction,LDWP,CA_LDWP,57859,57859,1,36.52995,-114.7703
1038,altaw8,CA-57835-AW08,29434,ALTA_VIII,Existing,CISC,CA_CISO,57835,57835,AW08,35.026683,-118.2348
5715,altaw7pinyonp1,CA-57834-AW07,29437,ALTA_IX,Existing,CISC,CA_CISO,57834,57834,AW07,35.043411,-118.2118
1037,altaw6,CA-57833-AW06,29431,ALTA_VI,Existing,CISC,CA_CISO,57833,57833,AW06,35.030855,-118.2932
7555,limewind,OR-57803-T1-6,61068,QUARTZ,Existing,IPTV,BS_IPCO,57803,57803,T1-6,44.396944,-117.2719
16749,ajosolar,AZ-57795-1,85792,DARBY,Existing,AZPS,SW_AZPS,57795,57795,1,32.367013,-112.8314
16735,bagdad,AZ-57790-1,85650,BGDSLR,Existing,AZPS,SW_AZPS,57790,57790,1,34.585833,-113.1772
17349,kingmanwind,AZ-57775-WGNS,162903,GRIFFITH_WG,Existing,TEPC,SW_TEPC,57775,57775,WGNS,35.145833,-114.060833
3396,rockland,ID-57766-RLWF,60995,RKWP_GEN,Existing,IPFE,BS_IPCO,57766,57766,RLWF,42.674722,-112.9019
19124,youngscreekfercp10359hy1hy75,57763_1,45789,SULTAN,Existing,BPAT,NW_BPAT,5,57763,7-Jul,47.7916,-121.8
8178,pacificwind,CA-57757-1,29555,PACIFIC_WTG,Existing,CISC,CA_CISO,57757,57757,1,34.891389,-118.4325
19138,graylandwindcoastal4wt6,57756_1,40007,ABERDEEN,Existing,BPAT,NW_BPAT,5,57756,7-Jul,46.793581,-124.0654
3473,gordonbutte,MT-57748-GBW,624531,GORDNBUTEGN1,Existing,NWMT,NW_NWMT,57748,57748,GBW,46.411944,-110.3378
556,lakehodges1,CA-57729-1,22625,LkHodG1,Existing,CISD,CA_CISO,57729,57729,1,33.058611,-117.1194
557,lakehodges2,CA-57729-2,22626,LkHodG2,Existing,CISD,CA_CISO,57729,57729,2,33.058611,-117.1194
1642,shilohiv,CA-57725-1,32194,SHILOH4WIND,Existing,CIPB,CA_CISO,57725,57725,1,38.137488,-121.811388
19296,northpalmsprings,57722-1,24815,GARNET,Existing,CISC,CA_CISO,5,57722,7-Jul,33.909722,-116.5625
17801,catalinasolarphases1and21pvnt110,57708_INV,29637,SOLEIL_1,Existing,CISC,CA_CISO,5,57708,7-Jul,34.938261,-118.3345
15256,mesquitesolar1,AZ-57707-1,159013,MES1_1_85,Existing,SRP,SW_SRP,A,57707,Z--,33.341833,-112.904028
13986,cheyenneprairie1cc,WY-57703-AG,74061,CPGSTN 1,Existing,WACM,RM_WACM,57703,57703,AG,41.123611,-104.72
13987,cheyenneprairie21,WY-57703-02A,74062,CPGSTN 2,Existing,WACM,RM_WACM,57703,57703,02A,41.123611,-104.72
7890,montezumawind2,CA-57701-1,32179,MONTEZUMA2W,Existing,CIPB,CA_CISO,57701,57701,1,38.116667,-121.8219
17563,mwwtppgs2turbine,57696_,32978,LMEC,Existing,CIPB,CA_CISO,5,57696,6-Jul,37.825833,-122.2961
9324,topazsolarfarmtpz1,CA-57695-TPZ1,36430,TOPAZGA1,Existing,CIPV,CA_CISO,57695,57695,TPZ1,35.405556,-120.0686
9326,topazsolarfarmtpz3,CA-57695-TPZ3,36432,TOPAZGA2,Under Construction,CIPV,CA_CISO,57695,57695,TPZ3,35.405556,-120.0686
9327,topazsolarfarmtpz4,CA-57695-TPZ4,36434,TOPAZGB1,Future-Planned,CIPV,CA_CISO,57695,57695,TPZ4,35.405556,-120.0686
9328,topazsolarfarmtpz5,CA-57695-TPZ5,36436,TOPAZGB2,Future-Planned,CIPV,CA_CISO,57695,57695,TPZ5,35.405556,-120.0686
19129,turnbullhydro1hy13,57690_1,622224,CROOKEDFALLS,Existing,NWMT,NW_NWMT,5,57690,6-Jul,47.605278,-112.0969
9793,arlingtonvalleypv2,57680_AVSE1|AVSE2|AVSE3|AVSE4|AVSE5,15184,AVSOLAR2_48,Existing,SRP,SW_SRP,5,57680,6-Jul,33.305,-112.8339
14079,nrgavravalley,AZ-57657-1,160933,AVRA_VLY_GEN,Existing,TEPC,SW_TEPC,57657,57657,1,32.371667,-111.2828
17821,masterdevelopmentcorona1pvnt099,57656_1,24971,BLACK CREEK,Existing,CISC,CA_CISO,5,57656,6-Jul,33.826389,-117.5117
18572,oregonstateuniversityosuosbhe2ca1,57653_,45516,VILAS RD,Existing,PACW,NW_PACW,5,57653,6-Jul,44.564333,-123.2891
18573,oregonstateuniversityosuosbhe1ct55,57653_,45516,VILAS RD,Existing,PACW,NW_PACW,5,57653,6-Jul,44.564333,-123.2891
18523,yamhillsolarllc1pvnt1,57652_,43009,AMITY,Existing,PGE,NW_PGE,5,57652,6-Jul,45.108889,-123.2786
17534,adobesolar,57651_FRV3,34874,WHEELER,Existing,CIPV,CA_CISO,5,57651,6-Jul,35.102778,-118.9544
13100,regulussolar,C-57650-FRV4,35019,REGULUS,Existing,CIPV,CA_CISO,C,57650,5,35.3,-118.8519
17804,antelopepowerplant1pvnt20,57641_FRV2,24402,ANTELOPE,Existing,CISC,CA_CISO,5,57641,6-Jul,34.7056,-118.3283
2069,lindenwind,WA-57635-LW1,47384,LINDEN W,Existing,BPAT,NW_BPAT,57635,57635,LW1,45.744171,-120.7836
40,hatchsolarec,NM-57591-1,11404,HAT_DIST_PV,Existing,EPE,SW_EPE,57591,57591,1,32.63,-107.2597
8784,shilohiii,CA-57586-1,32191,SHILOH3,Existing,CIPB,CA_CISO,57586,57586,1,38.169444,-121.8469
17881,newindyoxnard1gt278,57585_1,24128,S.CLARA,Existing,CISC,CA_CISO,5,57585,5-Jul,34.1414,-119.1831
14157,patuwind,OR-57578-PATU,47475,PATU W1,Existing,BPAT,NW_BPAT,57578,57578,PATU,45.613061,-120.6439
13267,alamogordopv,NM-57577-AGSEC,13023,ALAMO_S,Existing,PNM,SW_PNM,57577,57577,AGSEC,32.86571,-105.9998
4035,lasvegassolarec,NM-57576-LVSEC,10112,GALLINAS,Existing,PNM,SW_PNM,57576,57576,LVSEC,35.643333,-105.2067
13223,demingsolar,NM-57575-DSEC,10131,HONDALE,Existing,PNM,SW_PNM,57575,57575,DSEC,32.165833,-107.7506
13246,loslunassolar,NM-57571-LLSEC,10493,LOS_MOR2,Existing,PNM,SW_PNM,57571,57571,LLSEC,34.833136,-106.7724
13232,albuquerquepv,NM-57567-ASEC1,10554,HAWKINS2,Existing,PNM,SW_PNM,57567,57567,ASEC1,35.168957,-106.6001
5698,algonquincctotal,CA-57564-AG,34646,SANGERCGN,Existing,CIPV,CA_CISO,57564,57564,AG,36.6842,-119.5522
16742,paloma,AZ-57562-PV1,85777,PALOMA,Existing,AZPS,SW_AZPS,57562,57562,PV1,33.021111,-112.6614
16736,hyderiphase2,AZ-57561-PV2,85778,HYDER,Existing,AZPS,SW_AZPS,57561,57561,PV2,33.034722,-112.6617
16741,cottoncenter,AZ-57561-PV1,85776,COTN CTR,Existing,AZPS,SW_AZPS,57561,57561,PV1,33.034722,-112.6617
16746,hyderiphase1,AZ-57561-PV1,85778,HYDER,Existing,AZPS,SW_AZPS,57561,57561,PV1,33.034722,-112.6617
16748,chinovalley,AZ-57560-PV1,85647,CHVLYSLR,Existing,AZPS,SW_AZPS,57560,57560,PV1,34.71843,-112.429
17489,sunsetreservoirnorthbasin,57559_1,33208,MARTIN C,Existing,CIPB,CA_CISO,5,57559,5-Jul,37.750894,-122.4818
17551,cityofsunnyvaleunit1and2,57557_S-14,35363,LAWRENCE,Existing,CIPB,CA_CISO,5,57557,5-Jul,37.4194,-122.0153
9711,piopicoenergycenter1,CA-57555-CTG1,23162,PIO PICO 1A,Future-Planned,CISD,CA_CISO,57555,57555,CTG1,32.573889,-116.9178
9712,piopicoenergycenter2,CA-57555-CTG2,23163,PIO PICO 1B,Future-Planned,CISD,CA_CISO,57555,57555,CTG2,32.573889,-116.9178
9713,piopicoenergycenter3,CA-57555-CTG3,23164,PIO PICO 1C,Future-Planned,CISD,CA_CISO,57555,57555,CTG3,32.573889,-116.9178
17679,usafapv,57554_,70660,GOLDEN_WEST,Existing,PSCO,RM_PSCO,5,57554,5-Jul,38.957901,-104.8066
17610,garlandcanalproj,57551_n/a,67147,GARLAND1,Existing,PAWY,BS_PACE,5,57551,5-Jul,44.7264,-108.8644
14156,horseshoebendwind,OR-57550-HORSE,47464,HRSHUBND_W1,Existing,BPAT,NW_BPAT,57550,57550,HORSE,45.58555,-120.0082
14155,southhurlburtwind,OR-57549-SOUTH,47458,S_HRLBRT_W1,Existing,BPAT,NW_BPAT,57549,57549,SOUTH,45.706262,-120.08
17308,csusbfuelcell,CA-57544-FC01,24880,MNTVIEW4,Existing,CISC,CA_CISO,57544,57544,FC01,34.185833,-117.3242
11133,palouse1,WA-57530-1,48860,PALOUSE_W1,Existing,AVA,NW_AVA,57530,57530,1,47.155833,-117.3644
14154,northhurlburtwind,OR-57526-NORTH,47452,N_HRLBRT_W1,Existing,BPAT,NW_BPAT,57526,57526,NORTH,45.731611,-120.0835
7180,huronsolar,CA-57523-1,34557,HURON_DIST1,Existing,CIPV,CA_CISO,57523,57523,1,36.181389,-120.0306
6910,giffen1,CA-57521-1,34467,GIFFEN_DIST1,Existing,CIPV,CA_CISO,57521,57521,1,36.530278,-120.3161
9716,walnutcreekepark2,CA-57515-GT2,29202,WALCRKG2,Existing,CISC,CA_CISO,57515,57515,GT2,34.008709,-117.944906
9717,walnutcreekepark5,CA-57515-GT5,29205,WALCRKG5,Existing,CISC,CA_CISO,57515,57515,GT5,34.008709,-117.944906
9718,walnutcreekepark4,CA-57515-GT4,29204,WALCRKG4,Existing,CISC,CA_CISO,57515,57515,GT4,34.008709,-117.944906
9719,walnutcreekepark3,CA-57515-GT3,29203,WALCRKG3,Existing,CISC,CA_CISO,57515,57515,GT3,34.008709,-117.944906
9720,walnutcreekepark1,CA-57515-GT1,29201,WALCRKG1,Existing,CISC,CA_CISO,57515,57515,GT1,34.008709,-117.944906
604,ocotilloexpress1,CA-57514-WTG,23314,OCO GEN G1,Existing,CISD,CA_CISO,57514,57514,WTG,32.752778,-116.0447
605,ocotilloexpress2,CA-57514-WTG,23318,OCO GEN G2,Existing,CISD,CA_CISO,57514,57514,WTG,32.752778,-116.0447
17052,fivepointssolarstation,nan,34353,SCHINDLER_D2,Future-Planned,CIPV,CA_CISO,n,57498,a-n,36.400278,-120.1033
19269,stroudsolarstation2,CA-57497-PV2,34563,STROUD_DIST1,Existing,CIPV,CA_CISO,57497,57497,PV2,36.531389,-120.1069
19270,stroudsolarstation1,CA-57497-PV1,34563,STROUD_DIST1,Existing,CIPV,CA_CISO,57497,57497,PV1,36.531389,-120.1069
10220,tietondamhydrounit1,WA-57496-UNIT1,44870,TIETON,Existing,PACW,NW_PACW,57496,57496,UNIT1,46.658,-121.1287
1656,mariposa1,CA-57483-CTG1,33813,MARIPCT1,Existing,CIPV,CA_CISO,57483,57483,CTG1,37.789167,-121.6019
1657,mariposa2,CA-57483-CTG2,33815,MARIPCT2,Existing,CIPV,CA_CISO,57483,57483,CTG2,37.789167,-121.6019
1658,mariposa3,CA-57483-CTG3,33817,MARIPCT3,Existing,CIPV,CA_CISO,57483,57483,CTG3,37.789167,-121.6019
1659,mariposa4,CA-57483-CTG4,33819,MARIPCT4,Existing,CIPV,CA_CISO,57483,57483,CTG4,37.789167,-121.6019
9724,sentinelenergyctg1,CA-57482-CTG1,29101,SENTINEL_G1,Existing,CISC,CA_CISO,57482,57482,CTG1,33.934167,-116.5714
9725,sentinelenergyctg2,CA-57482-CTG2,29102,SENTINEL_G2,Existing,CISC,CA_CISO,57482,57482,CTG2,33.934167,-116.5714
9726,sentinelenergyctg3,CA-57482-CTG3,29103,SENTINEL_G3,Existing,CISC,CA_CISO,57482,57482,CTG3,33.934167,-116.5714
9727,sentinelenergyctg4,CA-57482-CTG4,29104,SENTINEL_G4,Existing,CISC,CA_CISO,57482,57482,CTG4,33.934167,-116.5714
9728,sentinelenergyctg5,CA-57482-CTG5,29105,SENTINEL_G5,Existing,CISC,CA_CISO,57482,57482,CTG5,33.934167,-116.5714
9729,sentinelenergyctg6,CA-57482-CTG6,29106,SENTINEL_G6,Existing,CISC,CA_CISO,57482,57482,CTG6,33.934167,-116.5714
9730,sentinelenergyctg7,CA-57482-CTG7,29107,SENTINEL_G7,Existing,CISC,CA_CISO,57482,57482,CTG7,33.934167,-116.5714
9731,sentinelenergyctg8,CA-57482-CTG8,29108,SENTINEL_G8,Existing,CISC,CA_CISO,57482,57482,CTG8,33.934167,-116.5714
13554,hudsonranchi,CA-57475-HRP1,21676,HUDSON1,Existing,IID,CA_IID,57475,57475,HRP1,33.204635,-115.5733
17861,mountainviewivwind1wt49,57459-1,24840,SPRINGS12,Existing,CISC,CA_CISO,5,57459,4-Jul,33.8816,-116.551111
19180,senecasustainableenergyprojst1st1977,57457_1,40815,VA_PARKER+,Existing,BPAT,NW_BPAT,5,57457,4-Jul,44.116306,-123.179
13772,sanemidio,NV-57456-SE-U1,64945,USGEMPR1,Existing,SPPC,SW_NVE,57456,57456,SE-U1,40.380556,-119.3997
567,nrgborrego,CA-57455-SB1,22082,BR GEN1,Existing,CISD,CA_CISO,57455,57455,SB1,33.298889,-116.3508
13763,tuscarorag9200,NV-57451-G9200,64789,TUSCARORA,Existing,SPPC,SW_NVE,57451,57451,G9200,41.4828,-116.1511
13764,tuscarorag9201,NV-57451-G9250,64789,TUSCARORA,Existing,SPPC,SW_NVE,57451,57451,G9250,41.4828,-116.1511
13769,mcginnesshills21,NV-57446-OEC21,64923,MCGINESS2,Existing,SPPC,SW_NVE,57446,57446,OEC21,39.5911,-116.9119
13770,mcginnesshills22,NV-57446-OEC22,64923,MCGINESS2,Existing,SPPC,SW_NVE,57446,57446,OEC22,39.5911,-116.9119
13771,mcginnesshills23,NV-57446-OEC23,64923,MCGINESS2,Existing,SPPC,SW_NVE,57446,57446,OEC23,39.5911,-116.9119
13774,mcginnesshills11,NV-57446-1,64956,MCGINESS,Existing,SPPC,SW_NVE,57446,57446,1,39.5911,-116.9119
13775,mcginnesshills12,NV-57446-2,64956,MCGINESS,Existing,SPPC,SW_NVE,57446,57446,2,39.5911,-116.9119
13776,mcginnesshills13,NV-57446-3,64956,MCGINESS,Existing,SPPC,SW_NVE,57446,57446,3,39.5911,-116.9119
16167,mcginnesshills31,NV-57446-3,64965,MCGINESS3,Existing,SPPC,SW_NVE,57446,57446,3,39.5911,-116.9119
16168,mcginnesshills32,NV-57446-3,64965,MCGINESS3,Existing,SPPC,SW_NVE,57446,57446,3,39.5911,-116.9119
13463,silverstatenorth1,NV-57442-56188,18874,SILV_ST_G1,Existing,NEVP,SW_NVE,57442,57442,56188,35.793056,-115.3503
13464,silverstatenorth2,NV-57442-56188,18875,SILV_ST_G2,Existing,NEVP,SW_NVE,57442,57442,56188,35.793056,-115.3503
19293,portervillesolar,57441-S42A,24153,VESTAL,Existing,CISC,CA_CISO,5,57441,4-Jul,36.028056,-119.0747
17523,californiavalleysolarranchphasea,57439_HPR2,36439,CVSR-R1,Existing,CIPV,CA_CISO,5,57439,4-Jul,35.323739,-119.9166
17524,californiavalleysolarranchphaseb,57439_HPR2D,36441,CVSR-B1,Existing,CIPV,CA_CISO,5,57439,4-Jul,35.323739,-119.9166
6899,genesissolarenergy1,CA-57394-GEN01,86118,APFWG Bus,Existing,CISC,CA_CISO,57394,57394,GEN01,33.665,-114.9981
13289,drylakewind21,AZ-57379-1,14816,RC-E1,Existing,AZPS,SW_AZPS,57379,57379,1,34.6062,-111
13290,drylakewind22,AZ-57379-1,14817,RC-E2,Existing,AZPS,SW_AZPS,57379,57379,1,34.6062,-111
13291,drylakewind23,AZ-57379-1,14818,RC-E3,Existing,AZPS,SW_AZPS,57379,57379,1,34.6062,-111
14980,avsrag129604g1,CA-57378-AVSR,29604,AVSR_A_G1,Existing,CISC,CA_CISO,57378,57378,AVSR,34.780278,-118.4244
14981,avsrag229606g2,CA-57378-AVSR,29606,AVSR_A_G2,Existing,CISC,CA_CISO,57378,57378,AVSR,34.780278,-118.4244
14982,avsrbg329608g3,CA-57378-AVSR,29608,AVSR_B_G3,Existing,CISC,CA_CISO,57378,57378,AVSR,34.780278,-118.4244
14983,avsrbg429610g4,CA-57378-AVSR,29610,AVSR_B_G4,Existing,CISC,CA_CISO,57378,57378,AVSR,34.780278,-118.4244
13893,greatersandhill1,CO-57377-GS-P1,70931,GSANDHIL_PV,Existing,PSCO,RM_PSCO,57377,57377,GS-P1,37.685467,-105.8909
13732,jerseyvalley1,NV-57376-OEC 1,64267,JERSEYV,Existing,SPPC,SW_NVE,57376,57376,OEC 1,40.1808,-117.4739
13733,jerseyvalley2,NV-57376-OEC 2,64267,JERSEYV,Existing,SPPC,SW_NVE,57376,57376,OEC 2,40.1808,-117.4739
13175,aguacalientesolar,AZ-57373-AGU1,14423,AGUACAL1,Existing,AZPS,SW_AZPS,57373,57373,AGU1,32.9774,-113.4945
18268,bellevuesolarprojectinv1pvnt16,57372_,43009,AMITY,Existing,PGE,NW_PGE,5,57372,3-Jul,45.112222,-123.2347
13895,cogentrix,CO-57368-1,70933,COGENTRIX_PV,Existing,PSCO,RM_PSCO,57368,57368,1,37.598579,-105.9558
1650,sanddrag,CA-57361-1,34263,SANDDRAG,Existing,CIPV,CA_CISO,57361,57361,1,35.982778,-120.1103
1649,suncity,CA-57360-1,34257,SUNCTY D,Existing,CIPV,CA_CISO,57360,57360,1,35.983056,-120.1103
1651,avenalpark,CA-57359-1,34265,AVENAL P,Existing,CIPV,CA_CISO,57359,57359,1,35.989722,-120.11
13250,redmesa,NM-57357-EXIS,10909,REDMESA4,Existing,PNM,SW_PNM,57357,57357,EXIS,35.2689,-107.3828
17720,thermoi,NV-57353-1,67245,MILFORD,Existing,PAUT,BS_PACE,57353,57353,1,38.160653,-113.1945
15694,stdistpv,NM-57338-1,11400,ST_DIST_PV,Existing,EPE,SW_EPE,57338,57338,1,31.792778,-106.6733
14160,leaningjuniperwind2a,OR-57333-1,47806,LEN_JNPR_W2A,Existing,BPAT,NW_BPAT,57333,57333,1,45.651,-120.303889
14183,leaningjuniperwind2b,OR-57333-1,47810,LEN_JNPR_W2B,Existing,BPAT,NW_BPAT,57333,57333,1,45.651,-120.303889
7881,mojavesolarproject1,CA-57331-MSP1,86095,APFWG Bus,Under Construction,CISC,CA_CISO,57331,57331,MSP1,35.017717,-117.3391
3755,topoftheworldwindllc1,WY-57327-TOTW1,69511,TOPW_SE_WG,Existing,PAWY,BS_PACE,57327,57327,TOTW1,42.9258,-105.7872
16444,topoftheworldwindllc2,WY-57327-TOTW1,69505,TOPW_GE_WG,Existing,PAWY,BS_PACE,57327,57327,TOTW1,42.9258,-105.7872
16737,lukeairforcebase,AZ-57324-PV1,85770,LUKFDSLR,Existing,AZPS,SW_AZPS,57324,57324,PV1,33.526111,-112.3794
2070,junipercanyon1,WA-57320-1,47389,JNPER_CAN_W1,Existing,BPAT,NW_BPAT,57320,57320,1,45.9215,-120.303889
19266,bighornwind2,57319-1,47799,BIGHORN_W3,Existing,BPAT,NW_BPAT,5,57319,3-Jul,45.9192,-120.3039
13894,sanluisvalleypv,CO-57317-1,70932,HOOPER_PV,Existing,PSCO,RM_PSCO,57317,57317,1,37.694535,-105.9276
16445,cedarpoint1,CO-57315-1-139,70670,CEDARPT_W1,Existing,PSCO,RM_PSCO,57315,57315,1-139,39.421787,-103.6781
16446,cedarpoint2,CO-57315-1-139,70671,CEDARPT_W2,Existing,PSCO,RM_PSCO,57315,57315,1-139,39.421787,-103.6781
13663,pinetreesolar,CA-57306-1,27018,PTSOL,Existing,LDWP,CA_LDWP,57306,57306,1,35.229635,-118.1957
17844,adelantosolarfacility1pvnt10,57305_1,26949,AD SOLAR,Existing,LDWP,CA_LDWP,5,57305,3-Jul,34.550833,-117.4353
9685,garnetwindg3,CA-57302-1,24815,GARNET,Existing,CISC,CA_CISO,57302,57302,1,33.9053,-116.5825
3747,dunlap1,WY-57299-1,69032,DUNLAP_WG,Existing,PAWY,BS_PACE,57299,57299,1,42.043611,-106.1603
5703,alpinesolar,CA-57295-1,29900,ALPINE_G,Under Construction,CISC,CA_CISO,57295,57295,1,34.7892,-118.5047
1026,altaw5,CA-57294-AW05,29428,ALTA_V,Existing,CISC,CA_CISO,57294,57294,AW05,35.008611,-118.2422
1025,altaw4,CA-57293-AW04,29425,ALTA_IV,Existing,CISC,CA_CISO,57293,57293,AW04,35.008611,-118.2422
1024,altaw3,CA-57292-AW03,29421,ALTA_III,Existing,CISC,CA_CISO,57292,57292,AW03,35.023889,-118.2953
1023,altaw2,CA-57291-AW02,29418,ALTA_II,Existing,CISC,CA_CISO,57291,57291,AW02,35.023889,-118.2953
13884,northerncolorado,CO-57290-GE|SIEM,70714,PTZLOGN4,Existing,PSCO,RM_PSCO,57290,57290,GE|SIEM,40.9881,-102.8969
1022,altaw1,CA-57282-AW01,29415,ALTA_I,Existing,CISC,CA_CISO,57282,57282,AW01,35.033725,-118.3534
13736,crescentdunes,NV-57275-TSE-1,64346,CRSNT DUNE,Under Construction,SPPC,SW_NVE,57275,57275,TSE-1,38.238889,-117.3636
1666,marshlanding1,CA-57267-1,33188,MARSHCT1,Existing,CIPB,CA_CISO,57267,57267,1,38.016944,-121.765
1667,marshlanding3,CA-57267-3,33190,MARSHCT3,Existing,CIPB,CA_CISO,57267,57267,3,38.016944,-121.765
4818,marshlanding2,CA-57267-2,33189,MARSHCT2,Existing,CIPB,CA_CISO,57267,57267,2,38.016944,-121.765
4819,marshlanding4,CA-57267-4,33191,MARSHCT4,Existing,CIPB,CA_CISO,57267,57267,4,38.016944,-121.765
13915,kitcarsonwind,CO-57244-KCW,72714,KC_GEN,Existing,WACM,RM_WACM,57244,57244,KCW,39.3383,-102.3533
13264,cimarronsolar,NM-57243-CIM1,12154,CIM_GEN,Existing,PNM,SW_PNM,57243,57243,CIM1,36.468078,-104.6357
13760,saltwells12,NV-57213-101|201,64502,SALTWELL,Existing,SPPC,SW_NVE,57213,57213,101|201,39.2944,-118.5725
13891,cedarcreek21,CO-57210-1,70825,CEDAR2_W1,Existing,PSCO,RM_PSCO,57210,57210,1,40.9475,-103.7839
15558,cedarcreek22,CO-57210-1,70826,CEDAR2_W2,Existing,PSCO,RM_PSCO,57210,57210,1,40.9475,-103.7839
16447,cedarcreek23,CO-57210-1,70827,CEDAR2_W3,Existing,PSCO,RM_PSCO,57210,57210,1,40.9475,-103.7839
17006,coppermountain48,NV-57205-PV02,25106,CMS1_G,Existing,CISC,CA_CISO,57205,57205,PV02,35.7814,-114.9933
7889,montezumawind1,CA-57201-S2.3,32188,MONTEZUMAW,Existing,CIPB,CA_CISO,57201,57201,S2.3,38.163581,-121.7833
14173,lowersnakeriverb,WA-57195-LSR 1,42994,DDGJN W1,Existing,BPAT,NW_BPAT,57195,57195,LSR 1,46.524167,-117.8217
14174,lowersnakerivera,WA-57195-LSR 1,42990,PHLNG W1,Existing,BPAT,NW_BPAT,57195,57195,LSR 1,46.524167,-117.8217
13761,springvalleywind,NV-57192-WTG,64538,SPRING VAL G,Existing,SPPC,SW_NVE,57192,57192,WTG,39.104167,-114.4922
2378,vantage,WA-57188-1,42377,VANTW W1,Existing,PSEI,NW_PSEI,57188,57188,1,46.9547,-120.1819
13977,highlandswind1,CO-57174-CHW1,73631,COHIWND_G1,Existing,WACM,RM_WACM,57174,57174,CHW1,40.756944,-102.7431
13978,highlandswind2,CO-57174-CHW2,73635,COHIWND_G2,Existing,WACM,RM_WACM,57174,57174,CHW2,40.756944,-102.7431
2145,windyflats2,WA-57159-GEN1,47495,WNDY_FLT_W2,Existing,BPAT,NW_BPAT,57159,57159,GEN1,45.7269,-120.8339
14159,windyflatswind,WA-57159-GEN1,47495,WNDY_FLT_W2,Existing,BPAT,NW_BPAT,57159,57159,GEN1,45.7269,-120.8339
14170,harvestwind,WA-57152-HWP1,47981,HARVEST_W1,Existing,BPAT,NW_BPAT,57152,57152,HWP1,45.8131,-120.3475
2120,euruscombinhill,OR-57137-1,47805,CMBNE_HIL_W2,Existing,BPAT,NW_BPAT,57137,57137,1,45.943,-118.3486
3401,tuanasprings,ID-57136-1,61938,CAWP_12_GEN,Existing,IPMV,BS_IPCO,57136,57136,1,42.8925,-115.0164
19290,g2energyostromroadllc,57133_359,32350,WHEATLND,Existing,CIPV,CA_CISO,5,57133,1-Jul,39.0728,-121.3992
13666,milfordwind2,UT-57107-1,27123,WTGGE2,Existing,LDWP,CA_LDWP,57107,57107,1,38.58523,-113.013888
1990,simpsontacoma,WA-57099-STG1,46606,TBIO,Existing,BPAT,NW_BPAT,57099,57099,STG1,47.266069,-122.4283
13286,drylakewind11,AZ-57098-1,14812,RC-W1,Existing,AZPS,SW_AZPS,57098,57098,1,34.6596,-110.4217
13287,drylakewind12,AZ-57098-1,14813,RC-W2,Existing,AZPS,SW_AZPS,57098,57098,1,34.6596,-110.4217
13288,drylakewind13,AZ-57098-1,14814,RC-W3,Existing,AZPS,SW_AZPS,57098,57098,1,34.6596,-110.4217
14169,starpointwind,OR-57096-1,47975,STR_POINT_W1,Existing,BPAT,NW_BPAT,57096,57096,1,45.51,-120.5517
3754,casperwind,WY-57093-CWGT,69102,RAWHD G1,Existing,PAWY,BS_PACE,57093,57093,CWGT,42.884703,-106.2331
13985,silversage,WY-57091-SSW01,74043,SS_GEN1,Existing,WACM,RM_WACM,57091,57091,SSW01,41.12968,-105.0136
3752,campbellhill,WY-57090-CHWF,69092,3BUTTES_WG,Existing,PAWY,BS_PACE,57090,57090,CHWF,43.01455,-106.0064
13664,milfordwind11,UT-57079-1,27117,WTGCP,Existing,LDWP,CA_LDWP,57079,57079,1,38.53569,-113.0139
