GeneratorKey,Name,plant_name_eia,Long ID,plant_id_eia,Long Name,generator_id,latitude,longitude,merged_type
3701,westvalley3,westvalleygenerationproject,UT-55622-U3,55622,westvalleygenerationprojectu3,U4,40.6667,-112.0317,Long_ID
3702,westvalley4,westvalleygenerationproject,UT-55622-U4,55622,westvalleygenerationprojectu4,U4,40.6667,-112.0317,Long_ID
3703,westvalley5,westvalleygenerationproject,UT-55622-U5,55622,westvalleygenerationprojectu5,U4,40.6667,-112.0317,Long_ID
3718,tesorocgn1,tesoroslccogenerationplant,UT-56509-1,56509,tesoroslccogenerationplant1,1,40.7931,-111.9038,Long_ID
3719,tesorocgn2,tesoroslccogenerationplant,UT-56509-2,56509,tesoroslccogenerationplant2,1,40.7931,-111.9038,Long_ID
3740,glenrock1,glenrock,WY-56841-1,56841,glenrock1,1,43.0181,-105.8353,Long_ID
3741,glenrock2,glenrock,WY-56841-2,56841,glenrock2,1,43.0181,-105.8353,Long_ID
3743,mountainwind1,mountainwindpowerllc,WY-56752-1,56752,mountainpowerllc1,1,41.288056,-110.4807,Long_ID
3745,mountainwind2,mountainwindpoweriillc,WY-56753-1,56753,mountainwindpoweriillc1,1,41.263889,-110.295,Long_ID
3746,sevenmilehill1,sevenmilehill,WY-56843-1,56843,sevenmilehill1,1,41.9203,-106.3758,Long_ID
3747,dunlap1,dunlap,WY-57299-1,57299,dunlap1,1,42.043611,-106.1603,Long_ID
3751,highplains,highplains,WY-57040-1,57040,highplains1,1,41.675052,-105.9906,Long_ID
3752,campbellhill,campbellhillwindpower,WY-57090-CHWF,57090,campbellhillwindpowerchwf,CHWF,43.01455,-106.0064,Long_ID
3754,casperwind,casperwindfarm,WY-57093-CWGT,57093,casperwindfarmcwgt,CWGT,42.884703,-106.2331,Long_ID
3755,topoftheworldwindllc1,topoftheworld,WY-57327-TOTW1,57327,topoftheworldwindpowerprojecttotw1,TOTW1,42.9258,-105.7872,Long_ID
3758,gadsby1,gadsby,UT-3648-1,3648,gadsby1,1,40.7686,-111.9289,Long_ID
4005,lange,langegasturbines,SD-55478-0001,55478,langepeakingpower1,1,44.1203,-103.26,Long_ID
4006,boysen2,boysen,WY-505-2,505,boysen2,1,43.417872,-108.1775,Long_ID
4007,boysen1,boysen,WY-505-1,505,boysen1,1,43.417872,-108.1775,Long_ID
4021,bigthompson,bigthompson,CO-515-1,515,bigthompson1,1,40.421031,-105.2238,Long_ID
4029,laramieriver3,laramieriver,WY-6204-3,6204,laramieriverstation3,1,42.108889,-104.8825,Long_ID
4030,laramieriver2,laramieriver,WY-6204-2,6204,laramieriverstation2,1,42.108889,-104.8825,Long_ID
4035,lasvegassolarec,lasvegassolarenergycenter,NM-57576-LVSEC,57576,lasvegassolarpvplantlvsec,LVSEC,35.643333,-105.2067,Long_ID
4091,arlingtonwind,arlingtonwindpowerproject,OR-56855-GEN1,56855,arlingtonwindpowerprojectgen1,GEN1,45.7167,-120.2008,Long_ID
4109,riogrande9,riogrande,NM-2444-9,2444,riogrande9,6,31.8047,-106.5472,Long_ID
4289,elcajongt,elcajon,CA-301-ENCI,301,elcajonenci,ENCI,32.7958,-116.9722,Long_ID
4292,kumeyaaywind,kumeyaaywind,CA-56295-1,56295,kumeyaaywind1,1,32.705556,-116.3394,Long_ID
4346,mojavesiphon1,mojavesiphon,CA-7072-1,7072,mojavesiphon1,1,34.307444,-117.3235,Long_ID
4429,bigcreek81,bigcreek8,CA-321-1,321,bigcreek81,1,37.2096,-119.3289,Long_ID
4430,bigcreek41,bigcreek4,CA-320-1,320,bigcreek41,1,37.139,-119.4898,Long_ID
4431,bigcreek31,bigcreek3,CA-319-1,319,bigcreek31,1,37.148517,-119.3866,Long_ID
4432,bigcreek2a1,bigcreek2a,CA-322-1,322,bigcreek2a1,1,37.200062,-119.3068,Long_ID
4460,bigcreek23,bigcreek2,CA-318-3,318,bigcreek23,3,37.2,-119.3069,Long_ID
4461,bigcreek11,bigcreek1,CA-317-1,317,bigcreek11,1,37.2042,-119.2396,Long_ID
4470,alamo1,alamo,CA-905-1,905,alamo1,1,34.8158,-118.6867,Long_ID
4471,wewarne1,wewarne,CA-6196-1,6196,wewarne1,1,34.6853,-118.7881,Long_ID
4539,devilcanyon1,devilcanyon,CA-436-1,436,devilcanyon1,1,34.2056,-117.3344,Long_ID
4620,bearmountainca,bearmountainlimited,CA-10649-GEN1,10649,bearmountaincogengen1,GEN1,35.419181,-118.9266,Long_ID
4634,mercedfalls1,mercedfalls,CA-258-1,258,mercedfalls1,1,37.52301,-120.3299,Long_ID
4656,gilroyenergypeaking1,gilroyenergycenterllc,CA-55810-S3,55810,gilroyenergycenterunit1gilroypeakingenergycenters3,S3,36.999,-121.5363,Long_ID
4657,gilroyenergypeaking2,gilroyenergycenterllc,CA-55810-S4,55810,gilroyenergycenterunit2gilroypeakingenergycenters4,S3,36.999,-121.5363,Long_ID
4658,gilroyenergypeaking3,gilroyenergycenterllc,CA-55810-S5,55810,gilroyenergycenterunit3gilroypeakingenergycenters5,S3,36.999,-121.5363,Long_ID
4701,agwishon1,agwishon,CA-293-1,293,agwishon1,1,37.15105,-119.5047,Long_ID
4707,kerncanyon1,kerncanyon,CA-7911-1,7911,kerncanyon1,1,35.44072,-118.7965,Long_ID
4715,camanche1,camanche,CA-537-1,537,camanche1,1,38.2268,-121.0245,Long_ID
4818,marshlanding2,marshlandinggeneratingstation,CA-57267-2,57267,marshlandinggeneratingstationct2,1,38.016944,-121.765,Long_ID
4819,marshlanding4,marshlandinggeneratingstation,CA-57267-4,57267,marshlandinggeneratingstationct4,1,38.016944,-121.765,Long_ID
4866,grizzlyna1,grizzly,CA-7338-NA1,7338,grizzlyna1,NA1,39.889287,-121.2792,Long_ID
4881,frenchmeadows,frenchmeadows,CA-424-1,424,frenchmeadows1,1,39.077971,-120.4061,Long_ID
4883,monticello1,monticellodam,CA-7646-1,7646,monticello1,1,38.513056,-122.1044,Long_ID
4887,lookoutpoint1,lookoutpoint,OR-3083-1,3083,lookoutpoint1,1,43.9153,-122.7531,Long_ID
4889,sagebrushwind,sagebrushpowerpartners,WA-56858-GEN1,56858,sagebrushpowerpartnersgen1,GEN1,47.1356,-120.6872,Long_ID
4916,hmjackson1,hmjackson,WA-7588-1,7588,hmjackson1,1,47.9084,-121.8144,Long_ID
4918,quincychute,quincychute,WA-917-1,917,quincychute1,1,46.982514,-119.2578,Long_ID
4921,carmensmith1,carmensmith,OR-3067-1,3067,carmensmith1,1,44.285977,-122.0414,Long_ID
4924,ross41,ross,WA-6202-41,6202,ross41,41,48.732577,-121.0679,Long_ID
4925,boundary51,boundary,WA-6433-51,6433,boundary51,51,48.987111,-117.3478,Long_ID
4926,summerfalls1,summerfallspowerplant,WA-56695-1,56695,summerfallspowerplant1,1,47.5025,-119.2917,Long_ID
4927,summerfalls2,summerfallspowerplant,WA-56695-2,56695,summerfallspowerplant2,1,47.5025,-119.2917,Long_ID
4928,lagrande1,lagrande,WA-3916-1,3916,lagrande1,1,46.8328,-122.3196,Long_ID
4931,boxcanyonava1,boxcanyon,WA-3891-1,3891,boxcanyon1,1,48.780856,-117.4183,Long_ID
4965,littlefalls1,littlefalls,WA-3866-1,3866,littlefalls1,1,47.821667,-117.91862,Long_ID
4966,longlake1,longlake,WA-3867-1,3867,longlake1,1,47.834444,-117.84,Long_ID
4968,ninemile2exp,ninemile,WA-3869-2,3869,ninemile2,1,47.769722,-117.544334,Long_ID
4969,ninemile3,ninemile,WA-3869-3N,3869,ninemile3n,1,47.769722,-117.544334,Long_ID
4970,ninemile4,ninemile,WA-3869-4N,3869,ninemile4n,1,47.769722,-117.544334,Long_ID
4972,noxonrapids5,noxonrapids,MT-2199-5,2199,noxonrapids5,1,47.96048,-115.73395,Long_ID
4973,postfalls1,postfalls,ID-835-1,835,postfalls1,1,47.703333,-116.9536,Long_ID
4974,upriverdam1,upriverdamhydroplant,WA-50380-GEN1,50380,upriverdamhydroplantgen1,GEN1,47.6822,-117.3319,Long_ID
4978,libby1,libby,MT-6172-1,6172,libby1,1,48.4098,-115.3143,Long_ID
4983,foster1,foster,OR-6552-1,6552,foster1,1,44.4146,-122.6712,Long_ID
4988,rivermill1,rivermill,OR-3049-1,3049,rivermill1,1,45.299991,-122.35,Long_ID
4995,frederickson2,frederickson,WA-99-2,99,frederickson2,1,47.079722,-122.435,Long_ID
4996,frederickson1,frederickson,WA-99-1,99,frederickson1,1,47.079722,-122.435,Long_ID
5001,lowerbaker4,lowerbaker,WA-3855-3,3855,lowerbaker4,3,48.5478,-121.7407,Long_ID
5010,lostcreekor1,lostcreek,OR-6174-1,6174,lostcreek1,1,42.6717,-122.6772,Long_ID
5011,cougar1,cougar,OR-3076-1,3076,cougar1,1,44.1307,-122.2439,Long_ID
5014,hillscreek1,hillscreek,OR-3081-1,3081,hillscreek1,1,43.7107,-122.4238,Long_ID
5021,hungryhorse1,hungryhorse,MT-2203-1,2203,hungryhorse1,1,48.341521,-114.0144,Long_ID
5022,greenpeter1,greenpeter,OR-3080-1,3080,greenpeter1,1,44.4494,-122.5494,Long_ID
5023,dworshak1,dworshak,ID-840-1,840,dworshak1,1,46.5143,-116.2977,Long_ID
5024,detroit1,detroit,OR-3077-1,3077,detroit1,1,44.7224,-122.2511,Long_ID
5025,cowlitzfalls1,cowlitzfalls,WA-7427-U#1,7427,cowlitzfallsu1,U#1,46.4661,-122.1097,Long_ID
5031,albenifalls1,albenifalls,ID-851-1,851,albenifalls1,1,48.180245,-116.9986,Long_ID
5464,uppersalmon3,uppersalmonb,ID-7079-1,7079,uppersalmonb1,1,42.766397,-114.9082,Long_ID
5465,uppersalmon1,uppersalmona,ID-822-1,822,uppersalmona1,1,42.767422,-114.9247,Long_ID
5466,twinfalls1,twinfallsid,ID-821-1,821,twinfalls1,1,42.5892,-114.3553,Long_ID
5467,cjstrike1,cjstrike,ID-812-1,812,cjstrike1,1,42.944869,-115.9779,Long_ID
5469,minidoka6,minidoka,ID-6398-6,6398,minidoka6,6,42.669899,-113.4832,Long_ID
5470,milnerhydro1,milnerhydro,ID-7190-1,7190,milnerhydro1,1,42.526786,-114.0369,Long_ID
5472,lowersalmon1,lowersalmon,ID-816-1,816,lowersalmon1,1,42.841608,-114.9036,Long_ID
5475,hellscanyon1,hellscanyon,OR-3013-1,3013,hellscanyon1,1,45.2439,-116.7008,Long_ID
5478,brownlee1,brownlee,ID-811-1,811,brownlee1,1,44.8367,-116.8975,Long_ID
5479,andersonranch1,andersonranch,ID-6395-1,6395,andersonranch1,1,43.357066,-115.4515,Long_ID
5484,bliss1,bliss,ID-810-1,810,bliss1,1,42.913786,-115.071,Long_ID
5485,rainbow9,rainbow,MT-2193-RAI9,2193,rainbowrai9,RAI1,47.5344,-111.2045,Long_ID
5684,agnewscctotal,agnewscogen,CA-50748-AG,50748,agnewscctotalccplant,GEN1,37.4058,-121.9272,Long_ID
5688,agwishon2,agwishon,CA-293-2,293,agwishon2,1,37.15105,-119.5047,Long_ID
5689,agwishon3,agwishon,CA-293-3,293,agwishon3,1,37.15105,-119.5047,Long_ID
5690,agwishon4,agwishon,CA-293-4,293,agwishon4,1,37.15105,-119.5047,Long_ID
5695,albenifalls2,albenifalls,ID-851-2,851,albenifalls2,1,48.180245,-116.9986,Long_ID
5696,albenifalls3,albenifalls,ID-851-3,851,albenifalls3,1,48.180245,-116.9986,Long_ID
5698,algonquincctotal,algonquinpowersangerllc,CA-57564-AG,57564,algonquincctotalccplant,CTG,36.6842,-119.5522,Long_ID
5702,alpaughnorth,spsalpaughnorthllc,CA-58002-SPS,58002,alpaughnorthspsalpaughnorthpvsolargeneratingfacilityqueueposition4731,SPS,35.9025,-119.4428,Long_ID
5703,alpinesolar,alpinesolar,CA-57295-1,57295,alpinesolar1rpsca0028cpucidpg5083zonetehachapi,1,34.7892,-118.5047,Long_ID
5715,altaw7pinyonp1,altawindvii,CA-57834-AW07,57834,altawindviipinyonpineiaw07,AW07,35.043411,-118.2118,Long_ID
5740,andersonranch2,andersonranch,ID-6395-2,6395,andersonranch2,1,43.357066,-115.4515,Long_ID
5805,barberdamgen1,barberdam,ID-10735-GEN1,10735,barberdamgen1,GEN1,43.561001,-116.1213,Long_ID
5845,bigcreek12,bigcreek1,CA-317-2,317,bigcreek12,1,37.2042,-119.2396,Long_ID
5846,bigcreek13,bigcreek1,CA-317-3,317,bigcreek13,1,37.2042,-119.2396,Long_ID
5847,bigcreek14,bigcreek1,CA-317-4,317,bigcreek14,1,37.2042,-119.2396,Long_ID
5848,bigcreek24,bigcreek2,CA-318-4,318,bigcreek24,3,37.2,-119.3069,Long_ID
5849,bigcreek25,bigcreek2,CA-318-5,318,bigcreek25,3,37.2,-119.3069,Long_ID
5850,bigcreek26,bigcreek2,CA-318-6,318,bigcreek26,3,37.2,-119.3069,Long_ID
5851,bigcreek2a2,bigcreek2a,CA-322-2,322,bigcreek2a2,1,37.200062,-119.3068,Long_ID
5852,bigcreek32,bigcreek3,CA-319-2,319,bigcreek32,1,37.148517,-119.3866,Long_ID
5853,bigcreek33,bigcreek3,CA-319-3,319,bigcreek33,1,37.148517,-119.3866,Long_ID
5854,bigcreek34,bigcreek3,CA-319-4,319,bigcreek34,1,37.148517,-119.3866,Long_ID
5855,bigcreek35,bigcreek3,CA-319-5,319,bigcreek35,1,37.148517,-119.3866,Long_ID
5856,bigcreek42,bigcreek4,CA-320-2,320,bigcreek42,1,37.139,-119.4898,Long_ID
5857,bigcreek82,bigcreek8,CA-321-2,321,bigcreek82,1,37.2096,-119.3289,Long_ID
5877,bishopcreek21,bishopcreek2,CA-323-1,323,bishopcreek21,1,37.273581,-118.5733,Long_ID
5880,bishopcreek31,bishopcreek3,CA-324-1,324,bishopcreek31,1,37.301962,-118.532,Long_ID
5891,blackcanyon2,blackcanyon,ID-6396-2,6396,blackcanyon2,1,43.930462,-116.4372,Long_ID
5893,blackcreek,blackcreek,WA-54860-GEN1,54860,blackcreekgen1,GEN1,,-121.7105,Long_ID
5903,bliss2,bliss,ID-810-2,810,bliss2,1,42.913786,-115.071,Long_ID
5904,bliss3,bliss,ID-810-3,810,bliss3,1,42.913786,-115.071,Long_ID
5952,borel1,borel,CA-328-1,328,borel1,1,35.588069,-118.5248,Long_ID
5961,boundary52,boundary,WA-6433-52,6433,boundary52,51,48.987111,-117.3478,Long_ID
5962,boundary53,boundary,WA-6433-53,6433,boundary53,51,48.987111,-117.3478,Long_ID
5963,boundary54,boundary,WA-6433-54,6433,boundary54,51,48.987111,-117.3478,Long_ID
5964,boundary55,boundary,WA-6433-55,6433,boundary55,51,48.987111,-117.3478,Long_ID
5965,boundary56,boundary,WA-6433-56,6433,boundary56,51,48.987111,-117.3478,Long_ID
5977,boxcanyonava2,boxcanyon,WA-3891-2,3891,boxcanyon2,1,48.780856,-117.4183,Long_ID
5978,boxcanyonava3,boxcanyon,WA-3891-3,3891,boxcanyon3,1,48.780856,-117.4183,Long_ID
5979,boxcanyonava4,boxcanyon,WA-3891-4,3891,boxcanyon4,1,48.780856,-117.4183,Long_ID
5999,brea2cctotal,breaexpansionplant,CA-58007-AG,58007,brea2cctotalccplant,G1,33.932022,-117.8402,Long_ID
6005,brownlee2,brownlee,ID-811-2,811,brownlee2,1,44.8367,-116.8975,Long_ID
6006,brownlee3,brownlee,ID-811-3,811,brownlee3,1,44.8367,-116.8975,Long_ID
6007,brownlee4,brownlee,ID-811-4,811,brownlee4,1,44.8367,-116.8975,Long_ID
6008,brownlee5,brownlee,ID-811-5,811,brownlee5,1,44.8367,-116.8975,Long_ID
6039,burleybutte,burleybuttewindparkllc,ID-56434-BBWP,56434,burleybuttewindparkbbwp,BBWP,42.490341,-113.9266,Long_ID
6049,bypassgen1,bypass,ID-50895-GEN1,50895,bypassgen1,GEN1,42.560876,-114.0575,Long_ID
6099,camanche2,camanche,CA-537-2,537,camanche2,1,38.2268,-121.0245,Long_ID
6100,camanche3,camanche,CA-537-3,537,camanche3,1,38.2268,-121.0245,Long_ID
6106,canyonferry2,canyonferry,MT-6400-2,6400,canyonferry2,1,46.649026,-111.7279,Long_ID
6107,canyonferry3,canyonferry,MT-6400-3,6400,canyonferry3,1,46.649026,-111.7279,Long_ID
6123,carmensmith2,carmensmith,OR-3067-2,3067,carmensmith2,1,44.285977,-122.0414,Long_ID
6124,carmensmith3,carmensmith,OR-3067-3,3067,carmensmith3,1,44.285977,-122.0414,Long_ID
6131,carsoncctotal,carsoncogen,CA-10169-AG,10169,carsoncctotalccplant,GEN1,33.8759,-118.2491,Long_ID
6136,cascadeid1,cascadedam,ID-813-1,813,cascadeidaho1,1,44.5256,-116.0483,Long_ID
6137,cascadeid2,cascadedam,ID-813-2,813,cascadeidaho2,1,44.5256,-116.0483,Long_ID
6328,clearwatercctotal,clearwaterpowerplant,CA-56356-AG,56356,clearwatercctotalccplant,CT1,33.8912,-117.6085,Long_ID
6350,coleman1,colemanph,CA-227-1,227,coleman1,1,40.404645,-122.1219,Long_ID
6386,coolwatercc3total,coolwater,CA-329-AG,329,pfnolarcoolwtrcc3totalccplant,1,34.8606,-116.8539,Long_ID
6389,coolwatercc4total,coolwater,CA-329-AG,329,pfnolarcoolwtrcc3totalccplant,1,34.8606,-116.8539,Long_ID
6407,corcoransolarcsca,corcoransolar,CA-58374-CSCA,58374,corcoransolarcscarpsca0052cpucidpg5088zonewestlands,CSCA,36.138333,-119.5733,Long_ID
6423,cougar2,cougar,OR-3076-2,3076,cougar2,1,44.1307,-122.2439,Long_ID
6429,cowlitzfalls2,cowlitzfalls,WA-7427-U#2,7427,pfnolarcowlitzfallsu2,U#1,46.4661,-122.1097,Long_ID
6540,devilcanyon2,devilcanyon,CA-436-2,436,devilcanyon2,1,34.2056,-117.3344,Long_ID
6541,devilcanyon3,devilcanyon,CA-436-3,436,devilcanyon3,1,34.2056,-117.3344,Long_ID
6542,devilcanyon4,devilcanyon,CA-436-4,436,devilcanyon4,1,34.2056,-117.3344,Long_ID
6627,dworshak2,dworshak,ID-840-2,840,dworshak2,1,46.5143,-116.2977,Long_ID
6628,dworshak3,dworshak,ID-840-3,840,dworshak3,1,46.5143,-116.2977,Long_ID
6692,encogencctotal,encogen,WA-7870-AG,7870,encogencctotalccplant,CTG1,48.746,-122.486,Long_ID
6705,etiwandahydro,etiwanda,CA-745-1,745,etiwandahydrorecoveryplant1,1,34.10345,-117.5257,Long_ID
6749,ferndalecctotal,tenaskawashingtonpartnerslp,WA-54537-AG,54537,ferndalecctotalccplant,CT1A,,122.686666,Long_ID
6794,fortpeck3,fortpeck,MT-6623-3,6623,fortpeck3,1,48.0122,-106.4123,Long_ID
6797,foster2,foster,OR-6552-2,6552,foster2,1,44.4146,-122.6712,Long_ID
6835,fredericksoncctotal,fredericksonpowerlp,WA-55818-AG,55818,fredericksoncctotalccplant,FICT,47.086111,-122.3657,Long_ID
6846,fresnocogencctotal,fresnocogen,CA-10156-AG,10156,fresnocogencctotalccplant,GEN1,36.617022,-120.0998,Long_ID
6849,friantfr1,frianthydro,CA-50393-FR1,50393,frianthydrofacilityfr1,FR1,36.997694,-119.7035,Long_ID
6850,friantm1,frianthydro,CA-50393-M1,50393,frianthydrofacilitym1,FR1,36.997694,-119.7035,Long_ID
6851,friantro1,frianthydro,CA-50393-RO1,50393,frianthydrofacilityro1,FR1,36.997694,-119.7035,Long_ID
6852,quintenluallen,frianthydro,CA-50393-RO2,50393,frianthydrofacilityro2,FR1,36.997694,-119.7035,Long_ID
6880,gatessolarstation1,gates1solarstation,CA-57892-1,57892,gatessolarstation1,1,36.176389,-120.1142,Long_ID
6899,genesissolarenergy1,genesissolarenergyproject,CA-57394-GEN01,57394,genesissolarenergyprojectgen01rpsca0065cpucidpg6000zoneriversideeast,GEN01,33.665,-114.9981,Long_ID
6910,giffen1,giffensolarstation,CA-57521-1,57521,giffen1,1,36.530278,-120.3161,Long_ID
6930,gilroycctotal,calpinegilroycogenlp,CA-10034-AG,10034,gilroycctotalccplant,GEN1,37.0001,-121.5367,Long_ID
6939,glenarmgt1,angeles,CA-422-GT1,422,glenarmgt1,GT1,34.126,-118.1494,Long_ID
6941,glenarmgt3,angeles,CA-422-GT3,422,glenarmgt3,GT1,34.126,-118.1494,Long_ID
6942,glenarmgt4,angeles,CA-422-GT4,422,glenarmgt4,GT1,34.126,-118.1494,Long_ID
6953,goldendalecctotal,goldendaleenergycenter,WA-55482-AG,55482,goldendalecctotalccplant,G1,45.8114,-120.833,Long_ID
7016,greenpeter2,greenpeter,OR-3080-2,3080,greenpeter2,1,44.4494,-122.5494,Long_ID
7052,hmjackson2,hmjackson,WA-7588-2,7588,hmjackson2,1,47.9084,-121.8144,Long_ID
7053,hmjackson3,hmjackson,WA-7588-3,7588,hmjackson3,1,47.9084,-121.8144,Long_ID
7054,hmjackson4,hmjackson,WA-7588-4,7588,hmjackson4,1,47.9084,-121.8144,Long_ID
7059,hamiltonbranch1,hamiltonbranch,CA-242-1,242,hamiltonbranch1,1,40.268712,-121.0895,Long_ID
7060,hamiltonbranch2,hamiltonbranch,CA-242-2,242,hamiltonbranch2,1,40.268712,-121.0895,Long_ID
7067,harborcgncctotal,harborcogen,CA-50541-AG,50541,harborcgncctotalccplant,GEN1,33.7771,-118.2303,Long_ID
7070,harquahalacc1total,harquahalageneratingproject,AZ-55372-AG,55372,harquahalacc1totalccplant,CTG1,33.47596,-113.1134,Long_ID
7072,harquahalacc2total,harquahalageneratingproject,AZ-55372-AG,55372,harquahalacc2totalccplant,CTG1,33.47596,-113.1134,Long_ID
7074,harquahalacc3total,harquahalageneratingproject,AZ-55372-AG,55372,harquahalacc3totalccplant,CTG1,33.47596,-113.1134,Long_ID
7083,hazeltonb1,hazeltonbhydro,ID-54558-U1,54558,hazeltonbhydrou1,U1,42.6051,-114.093,Long_ID
7095,hellhole,frenchmeadows,CA-424-1,424,hellholeplacercountywateragency1,1,39.077971,-120.4061,Long_ID
7098,hellscanyon2,hellscanyon,OR-3013-2,3013,hellscanyon2,1,45.2439,-116.7008,Long_ID
7099,hellscanyon3,hellscanyon,OR-3013-3,3013,hellscanyon3,1,45.2439,-116.7008,Long_ID
7131,hillscreek2,hillscreek,OR-3081-2,3081,hillscreek2,1,43.7107,-122.4238,Long_ID
7169,horseshobendhy1,horseshoebendhydro,ID-54524-GEN1,54524,horseshoebendhydroelectriccompanygen1,GEN1,43.904085,-116.2442,Long_ID
7177,hungryhorse2,hungryhorse,MT-2203-2,2203,hungryhorse2,1,48.341521,-114.0144,Long_ID
7178,hungryhorse3,hungryhorse,MT-2203-3,2203,hungryhorse3,1,48.341521,-114.0144,Long_ID
7179,hungryhorse4,hungryhorse,MT-2203-4,2203,hungryhorse4,1,48.341521,-114.0144,Long_ID
7180,huronsolar,huronsolarstation,CA-57523-1,57523,huronsolarstation1,1,36.181389,-120.0306,Long_ID
7245,indigo1,indigoenergyfacility,CA-55541-CTG1,55541,indigoenergyfacilityctg1,CTG1,33.910873,-116.553,Long_ID
7246,indigo2,indigoenergyfacility,CA-55541-CTG2,55541,indigoenergyfacilityctg2,CTG1,33.910873,-116.553,Long_ID
7247,indigo3,indigoenergyfacility,CA-55541-CTG3,55541,indigoenergyfacilityctg3,CTG1,33.910873,-116.553,Long_ID
7252,inskip1,inskip,CA-248-1,248,inskip1,1,40.400988,-121.9655,Long_ID
7372,kekawaka,kekawakapowerhouse,CA-54654-KEK1,54654,kekawakapowerhousekek1,KEK1,40.0941,-123.509,Long_ID
7373,kellercanyon1,amerescokellercanyon,CA-56897-1,56897,amerescokellercanyon1,1,38.003928,-121.9345,Long_ID
7374,kellercanyon2,amerescokellercanyon,CA-56897-2,56897,amerescokellercanyon2,1,38.003928,-121.9345,Long_ID
7376,kernfrontkf2,kernfrontlimited,CA-50494-KF2,50494,kernfrontkf2,KF1,35.51647,-119.0401,Long_ID
7378,kernriver12,kernriver1,CA-340-2,340,kernriver12,1,35.460303,-118.7796,Long_ID
7379,kernriver13,kernriver1,CA-340-3,340,kernriver13,1,35.460303,-118.7796,Long_ID
7380,kernriver14,kernriver1,CA-340-4,340,kernriver14,1,35.460303,-118.7796,Long_ID
7388,kiaraanderson,spianderson2,CA-59658-1,59658,shastarenewableresourcesplant1kiaraandersonplant1,GEN1,40.472283,-122.3242,Long_ID
7394,kilarc1,kilarc,CA-253-1,253,kilarc1,1,40.677827,-121.8733,Long_ID
7473,lagrande2,lagrande,WA-3916-2,3916,lagrande2,1,46.8328,-122.3196,Long_ID
7474,lagrande3,lagrande,WA-3916-3,3916,lagrande3,1,46.8328,-122.3196,Long_ID
7475,lagrande4,lagrande,WA-3916-4,3916,lagrande4,1,46.8328,-122.3196,Long_ID
7476,lagrande5,lagrande,WA-3916-5,3916,lagrande5,1,46.8328,-122.3196,Long_ID
7509,langleygulchcctotal,langleygulch,ID-57028-AG,57028,langleygulchcctotalccplant,GTG,43.904444,-116.8197,Long_ID
7546,libby2,libby,MT-6172-2,6172,libby2,1,48.4098,-115.3143,Long_ID
7547,libby3,libby,MT-6172-3,6172,libby3,1,48.4098,-115.3143,Long_ID
7548,libby4,libby,MT-6172-4,6172,libby4,1,48.4098,-115.3143,Long_ID
7549,libby5,libby,MT-6172-5,6172,libby5,1,48.4098,-115.3143,Long_ID
7555,limewind,limewind,OR-57803-T1-6,57803,limewindt16,T1-6,44.396944,-117.2719,Long_ID
7568,littlefalls2,littlefalls,WA-3866-2,3866,littlefalls2,1,47.821667,-117.91862,Long_ID
7569,littlefalls3,littlefalls,WA-3866-3,3866,littlefalls3,1,47.821667,-117.91862,Long_ID
7570,littlefalls4,littlefalls,WA-3866-4,3866,littlefalls4,1,47.821667,-117.91862,Long_ID
7591,lodienergycctotal,lodienergycenter,CA-57978-AG,57978,lodienergycctotalccplant,CT1,38.088056,-121.3875,Long_ID
7606,longlake2,longlake,WA-3867-2,3867,longlake2,1,47.834444,-117.84,Long_ID
7607,longlake3,longlake,WA-3867-3,3867,longlake3,1,47.834444,-117.84,Long_ID
7608,longlake4,longlake,WA-3867-4,3867,longlake4,1,47.834444,-117.84,Long_ID
7613,lookoutpoint2,lookoutpoint,OR-3083-2,3083,lookoutpoint2,1,43.9153,-122.7531,Long_ID
7614,lookoutpoint3,lookoutpoint,OR-3083-3,3083,lookoutpoint3,1,43.9153,-122.7531,Long_ID
7631,lostcreekor2,lostcreek,OR-6174-2,6174,lostcreek2,1,42.6717,-122.6772,Long_ID
7642,lowersalmon2,lowersalmon,ID-816-2,816,lowersalmon2,1,42.841608,-114.9036,Long_ID
7643,lowersalmon3,lowersalmon,ID-816-3,816,lowersalmon3,1,42.841608,-114.9036,Long_ID
7644,lowersalmon4,lowersalmon,ID-816-4,816,lowersalmon4,1,42.841608,-114.9036,Long_ID
7676,magicdam1,magicdamhydro,ID-10740-GEN1,10740,magicdamhydroelectricprojectgen1,GEN1,43.2547,-114.3569,Long_ID
7707,marchpointcctotal,marchpointcogen,WA-54268-AG,54268,marchpointcctotalccplant,GTG1,48.4708,-122.56,Long_ID
7723,martinezcctotal,martinezrefining,CA-54912-AG,54912,pfnolarcoolwtrcc3totalccplant,GTG1,38.0169,-122.1117,Long_ID
7731,mcfaddenridge,mcfaddenridge,WY-57039-1,57039,mcfaddenridge1,1,41.7244,-105.9906,Long_ID
7753,meadowcreek5p,meadowcreekprojectcompany,ID-58106-MCPC,58106,meadowcreekfivepine,MCPC,43.524429,-111.8039,Long_ID
7842,milnerhydro2,milnerhydro,ID-7190-2,7190,milnerhydro2,1,42.526786,-114.0369,Long_ID
7846,minidoka7,minidoka,ID-6398-7,6398,minidoka7,6,42.669899,-113.4832,Long_ID
7847,minidoka8,minidoka,ID-6398-8,6398,minidoka8,6,42.669899,-113.4832,Long_ID
