"x1","unit_name","inr","unit_code","county","fuel","zone","in_service","installed_capacity_rating_mw","summer_capacity_mw","geoid","longitude","latitude","heat_input_mmbtu","operation_hour","heat_rate","p_nom","balancing_authority_code","ads_balancing_area","ads_mustrun","fuel_type","carrier","ramp_limit_up","ramp_limit_down","dateout","build_year","operating_year","generator_id","generator_name","summer_derate","winter_derate","minimum_load_mw","nameplate_energy_capacity_mwh","energy_capacity_mwh"
270,"QUAIL RUN ENERGY STG 1",NA,"QALSW_STG1","ECTOR","GAS-CC","WEST",2007,98.1,98,"48135",-102.542943434283,31.8690465577526,NA,NA,NA,98.1,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2007,2007,270,"270_CCGT",0.998980632008155,1,0,98.1,NA
271,"QUAIL RUN ENERGY STG 2",NA,"QALSW_STG2","ECTOR","GAS-CC","WEST",2008,98.1,98,"48135",-102.542943434283,31.8690465577526,NA,NA,NA,98.1,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2008,2008,271,"271_CCGT",0.998980632008155,1,0,98.1,NA
272,"R W MILLER CTG 4",NA,"MIL_MILLERG4","PALO PINTO","GAS-GT","NORTH",1994,115.25,100,"48363",-98.3132257968288,32.753058764278,462966.08,728,5.51793854735286,115.25,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1994,1994,272,"272_OCGT",0.867678958785249,1,0,115.25,NA
273,"R W MILLER CTG 5",NA,"MIL_MILLERG5","PALO PINTO","GAS-GT","NORTH",1994,115.25,100,"48363",-98.3132257968288,32.753058764278,521626.033,773,5.85516084332109,115.25,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1994,1994,273,"273_OCGT",0.867678958785249,1,0,115.25,NA
274,"R W MILLER STG 1",NA,"MIL_MILLERG1","PALO PINTO","GAS-ST","NORTH",1968,74.98,70,"48363",-98.3132257968288,32.753058764278,NA,0,NA,74.98,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1968,1968,274,"274_OCGT",0.933582288610296,1,0,74.98,NA
275,"R W MILLER STG 2",NA,"MIL_MILLERG2","PALO PINTO","GAS-ST","NORTH",1972,118,118,"48363",-98.3132257968288,32.753058764278,1366752.303,2359,4.90998161746215,118,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1972,1972,275,"275_OCGT",1,1,0,118,NA
276,"R W MILLER STG 3",NA,"MIL_MILLERG3","PALO PINTO","GAS-ST","NORTH",1975,216.01,208,"48363",-98.3132257968288,32.753058764278,1848080.737,2958,2.89233713605839,216.01,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,276,"276_OCGT",0.962918383408176,1,0,216.01,NA
277,"RAY OLINGER CTG 4",NA,"OLINGR_OLING_4","COLLIN","GAS-GT","NORTH",2001,88.4,80,"48085",-96.5726551715753,33.1882557636534,105265.75,195,6.10661039563754,88.4,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2001,2001,277,"277_OCGT",0.904977375565611,1,0,88.4,NA
278,"RAY OLINGER STG 2",NA,"OLINGR_OLING_2","COLLIN","GAS-ST","NORTH",1971,113.64,107,"48085",-96.5726551715753,33.1882557636534,406094.8,2505,1.42655484525493,113.64,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1971,1971,278,"278_OCGT",0.941569869764168,1,0,113.64,NA
279,"RAY OLINGER STG 3",NA,"OLINGR_OLING_3","COLLIN","GAS-ST","NORTH",1975,156.6,146,"48085",-96.5726551715753,33.1882557636534,320305.525,1992,1.02679403758072,156.6,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,279,"279_OCGT",0.932311621966794,1,0,156.6,NA
280,"RABBS POWER STATION U1",NA,"RAB_UNIT1","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,280,"280_OCGT",0.737190082644628,1,0,60.5,NA
281,"RABBS POWER STATION U2",NA,"RAB_UNIT2","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,281,"281_OCGT",0.737190082644628,1,0,60.5,NA
282,"RABBS POWER STATION U3",NA,"RAB_UNIT3","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,282,"282_OCGT",0.737190082644628,1,0,60.5,NA
283,"RABBS POWER STATION U4",NA,"RAB_UNIT4","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,283,"283_OCGT",0.737190082644628,1,0,60.5,NA
284,"RABBS POWER STATION U5",NA,"RAB_UNIT5","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,284,"284_OCGT",0.737190082644628,1,0,60.5,NA
285,"RABBS POWER STATION U6",NA,"RAB_UNIT6","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,285,"285_OCGT",0.737190082644628,1,0,60.5,NA
286,"RABBS POWER STATION U7",NA,"RAB_UNIT7","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,286,"286_OCGT",0.737190082644628,1,0,60.5,NA
287,"RABBS POWER STATION U8",NA,"RAB_UNIT8","FORT BEND","GAS-GT","HOUSTON",2022,60.5,44.6,"48157",-95.7708093741209,29.5275017684014,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2022,2022,287,"287_OCGT",0.737190082644628,1,0,60.5,NA
288,"REDGATE IC A",NA,"REDGATE_AGR_A","HIDALGO","GAS-IC","SOUTH",2016,56.28,56.3,"48215",-98.1813335145402,26.3964988178528,NA,NA,NA,56.28,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2016,2016,288,"288_OCGT",1.00035536602701,1,0,56.28,NA
289,"REDGATE IC B",NA,"REDGATE_AGR_B","HIDALGO","GAS-IC","SOUTH",2016,56.28,56.3,"48215",-98.1813335145402,26.3964988178528,NA,NA,NA,56.28,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2016,2016,289,"289_OCGT",1.00035536602701,1,0,56.28,NA
290,"REDGATE IC C",NA,"REDGATE_AGR_C","HIDALGO","GAS-IC","SOUTH",2016,56.28,56.3,"48215",-98.1813335145402,26.3964988178528,NA,NA,NA,56.28,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2016,2016,290,"290_OCGT",1.00035536602701,1,0,56.28,NA
291,"REDGATE IC D",NA,"REDGATE_AGR_D","HIDALGO","GAS-IC","SOUTH",2016,56.28,56.3,"48215",-98.1813335145402,26.3964988178528,NA,NA,NA,56.28,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2016,2016,291,"291_OCGT",1.00035536602701,1,0,56.28,NA
292,"RIO NOGALES POWER CTG 1",NA,"RIONOG_CT1","GUADALUPE","GAS-CC","SOUTH",2002,190,165.5,"48187",-97.9480334480736,29.5832649634419,NA,NA,NA,190,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2002,2002,292,"292_CCGT",0.871052631578947,1,0,190,NA
293,"RIO NOGALES POWER CTG 2",NA,"RIONOG_CT2","GUADALUPE","GAS-CC","SOUTH",2002,188.7,158,"48187",-97.9480334480736,29.5832649634419,NA,NA,NA,188.7,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2002,2002,293,"293_CCGT",0.837307896131426,1,0,188.7,NA
294,"RIO NOGALES POWER CTG 3","24INR0602","RIONOG_CT3","GUADALUPE","GAS-CC","SOUTH",2002,188.7,158,"48187",-97.9480334480736,29.5832649634419,NA,NA,NA,188.7,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2002,2002,294,"294_CCGT",0.837307896131426,1,0,188.7,NA
295,"RIO NOGALES POWER STG 4",NA,"RIONOG_ST1","GUADALUPE","GAS-CC","SOUTH",2002,373.16,303,"48187",-97.9480334480736,29.5832649634419,NA,NA,NA,373.16,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2002,2002,295,"295_CCGT",0.811984135491478,1,0,373.16,NA
296,"SAM RAYBURN POWER CTG 7",NA,"RAYBURN_RAYBURG7","VICTORIA","GAS-CC","SOUTH",2003,60.5,50,"48469",-96.9713973642636,28.7960041172219,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2003,2003,296,"296_CCGT",0.826446280991736,1,0,60.5,NA
297,"SAM RAYBURN POWER CTG 8",NA,"RAYBURN_RAYBURG8","VICTORIA","GAS-CC","SOUTH",2003,60.5,50,"48469",-96.9713973642636,28.7960041172219,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2003,2003,297,"297_CCGT",0.826446280991736,1,0,60.5,NA
298,"SAM RAYBURN POWER CTG 9",NA,"RAYBURN_RAYBURG9","VICTORIA","GAS-CC","SOUTH",2003,60.5,50,"48469",-96.9713973642636,28.7960041172219,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2003,2003,298,"298_CCGT",0.826446280991736,1,0,60.5,NA
299,"SAM RAYBURN POWER STG 10",NA,"RAYBURN_RAYBURG10","VICTORIA","GAS-CC","SOUTH",2003,41.98,40,"48469",-96.9713973642636,28.7960041172219,NA,NA,NA,41.98,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2003,2003,299,"299_CCGT",0.952834683182468,1,0,41.98,NA
300,"SAN JACINTO SES CTG 1",NA,"SJS_SJS_G1","HARRIS","GAS-GT","HOUSTON",1995,88.23,80,"48201",-95.3927601696543,29.8574875994752,NA,NA,NA,88.23,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1995,1995,300,"300_OCGT",0.906721069930862,1,0,88.23,NA
301,"SAN JACINTO SES CTG 2",NA,"SJS_SJS_G2","HARRIS","GAS-GT","HOUSTON",1995,88.23,80,"48201",-95.3927601696543,29.8574875994752,NA,NA,NA,88.23,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1995,1995,301,"301_OCGT",0.906721069930862,1,0,88.23,NA
302,"SANDHILL ENERGY CENTER CTG 1",NA,"SANDHSYD_SH1","TRAVIS","GAS-GT","SOUTH",2001,60.5,47,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2001,2001,302,"302_OCGT",0.776859504132231,1,0,60.5,NA
303,"SANDHILL ENERGY CENTER CTG 2",NA,"SANDHSYD_SH2","TRAVIS","GAS-GT","SOUTH",2001,60.5,47,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2001,2001,303,"303_OCGT",0.776859504132231,1,0,60.5,NA
304,"SANDHILL ENERGY CENTER CTG 3",NA,"SANDHSYD_SH3","TRAVIS","GAS-GT","SOUTH",2001,60.5,47,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2001,2001,304,"304_OCGT",0.776859504132231,1,0,60.5,NA
305,"SANDHILL ENERGY CENTER CTG 4",NA,"SANDHSYD_SH4","TRAVIS","GAS-GT","SOUTH",2001,60.5,47,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2001,2001,305,"305_OCGT",0.776859504132231,1,0,60.5,NA
306,"SANDHILL ENERGY CENTER CTG 5A",NA,"SANDHSYD_SH_5A","TRAVIS","GAS-CC","SOUTH",2004,198.9,142,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,198.9,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2004,2004,306,"306_CCGT",0.713926596279537,1,0,198.9,NA
307,"SANDHILL ENERGY CENTER CTG 6",NA,"SANDHSYD_SH6","TRAVIS","GAS-GT","SOUTH",2010,60.5,47,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2010,2010,307,"307_OCGT",0.776859504132231,1,0,60.5,NA
308,"SANDHILL ENERGY CENTER CTG 7",NA,"SANDHSYD_SH7","TRAVIS","GAS-GT","SOUTH",2010,60.5,47,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2010,2010,308,"308_OCGT",0.776859504132231,1,0,60.5,NA
309,"SANDHILL ENERGY CENTER STG 5C",NA,"SANDHSYD_SH_5C","TRAVIS","GAS-CC","SOUTH",2004,191,139,"48453",-97.7814321956189,30.3346405008206,NA,NA,NA,191,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2004,2004,309,"309_CCGT",0.727748691099476,1,0,191,NA
310,"SILAS RAY CTG 10",NA,"SILASRAY_SILAS_10","CAMERON","GAS-GT","COASTAL",2004,60.5,46,"48061",-97.5138676884971,26.1342960091692,291171.488,1270,3.78956839981779,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2004,2004,310,"310_OCGT",0.760330578512397,1,0,60.5,NA
311,"SILAS RAY POWER CTG 9",NA,"SILASRAY_SILAS_9","CAMERON","GAS-CC","COASTAL",1996,50,38,"48061",-97.5138676884971,26.1342960091692,491639.482,1099,8.94703333939945,50,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1996,1996,311,"311_CCGT",0.76,1,0,50,NA
312,"SILAS RAY POWER STG 6",NA,"SILASRAY_SILAS_6","CAMERON","GAS-CC","COASTAL",1962,25,20,"48061",-97.5138676884971,26.1342960091692,NA,NA,NA,25,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1962,1962,312,"312_CCGT",0.8,1,0,25,NA
313,"SIM GIDEON STG 1",NA,"GIDEON_GIDEONG1","BASTROP","GAS-ST","SOUTH",1965,136,130,"48021",-97.3119813075909,30.1036438225311,2011439.261,3263,4.53263701078041,136,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1965,1965,313,"313_OCGT",0.955882352941177,1,0,136,NA
314,"SIM GIDEON STG 2",NA,"GIDEON_GIDEONG2","BASTROP","GAS-ST","SOUTH",1968,136,135,"48021",-97.3119813075909,30.1036438225311,1625582.718,2783,4.29493859250491,136,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1968,1968,314,"314_OCGT",0.992647058823529,1,0,136,NA
315,"SIM GIDEON STG 3",NA,"GIDEON_GIDEONG3","BASTROP","GAS-ST","SOUTH",1972,351,336,"48021",-97.3119813075909,30.1036438225311,5711081.123,3912,4.15922453740117,351,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1972,1972,315,"315_OCGT",0.957264957264957,1,0,351,NA
316,"SKY GLOBAL POWER ONE IC A",NA,"SKY1_SKY1A","COLORADO","GAS-IC","SOUTH",2016,26.7,26.7,"48089",-96.5261156019996,29.6207336508479,157479.833,NA,NA,26.7,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2016,2016,316,"316_OCGT",1,1,0,26.7,NA
317,"SKY GLOBAL POWER ONE IC B",NA,"SKY1_SKY1B","COLORADO","GAS-IC","SOUTH",2016,26.7,26.7,"48089",-96.5261156019996,29.6207336508479,157479.833,NA,NA,26.7,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2016,2016,317,"317_OCGT",1,1,0,26.7,NA
318,"STRYKER CREEK STG 1",NA,"SCSES_UNIT1A","CHEROKEE","GAS-ST","NORTH",1958,177,167,"48073",-95.1653485447619,31.8371425953899,1004233.735,1663,3.41168786584724,177,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1958,1958,318,"318_OCGT",0.943502824858757,1,0,177,NA
319,"STRYKER CREEK STG 2",NA,"SCSES_UNIT2","CHEROKEE","GAS-ST","NORTH",1965,502,502,"48073",-95.1653485447619,31.8371425953899,2189585.531,1886,2.31268513538634,502,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1965,1965,319,"319_OCGT",1,1,0,502,NA
320,"T H WHARTON CTG 1",NA,"THW_THWGT_1","HARRIS","GAS-GT","HOUSTON",1967,16.32,14,"48201",-95.3927601696543,29.8574875994752,NA,NA,NA,16.32,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1967,1967,320,"320_OCGT",0.857843137254902,1,0,16.32,NA
321,"T H WHARTON POWER CTG 31",NA,"THW_THWGT31","HARRIS","GAS-CC","HOUSTON",1972,54,54,"48201",-95.3927601696543,29.8574875994752,1699463.786,2359,13.3410562071185,54,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1972,1972,321,"321_CCGT",1,1,0,54,NA
322,"T H WHARTON POWER CTG 32",NA,"THW_THWGT32","HARRIS","GAS-CC","HOUSTON",1972,54,54,"48201",-95.3927601696543,29.8574875994752,1400942.556,2181,11.8951768302002,54,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1972,1972,322,"322_CCGT",1,1,0,54,NA
323,"T H WHARTON POWER CTG 33",NA,"THW_THWGT33","HARRIS","GAS-CC","HOUSTON",1972,54,54,"48201",-95.3927601696543,29.8574875994752,1319700.222,2022,12.0864950544016,54,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1972,1972,323,"323_CCGT",1,1,0,54,NA
324,"T H WHARTON POWER CTG 34",NA,"THW_THWGT34","HARRIS","GAS-CC","HOUSTON",1972,54,54,"48201",-95.3927601696543,29.8574875994752,1333633.228,2039,12.1122666158066,54,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1972,1972,324,"324_CCGT",1,1,0,54,NA
325,"T H WHARTON POWER CTG 41",NA,"THW_THWGT41","HARRIS","GAS-CC","HOUSTON",1972,54,54,"48201",-95.3927601696543,29.8574875994752,1523619.679,2321,12.1564753299185,54,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1972,1972,325,"325_CCGT",1,1,0,54,NA
326,"T H WHARTON POWER CTG 42",NA,"THW_THWGT42","HARRIS","GAS-CC","HOUSTON",1972,54,54,"48201",-95.3927601696543,29.8574875994752,1499967.694,2319,11.9780851740054,54,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1972,1972,326,"326_CCGT",1,1,0,54,NA
327,"T H WHARTON POWER CTG 43",NA,"THW_THWGT43","HARRIS","GAS-CC","HOUSTON",1974,62,54,"48201",-95.3927601696543,29.8574875994752,1593489.341,2435,10.5550065642181,62,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1974,1974,327,"327_CCGT",0.870967741935484,1,0,62,NA
328,"T H WHARTON POWER CTG 44",NA,"THW_THWGT44","HARRIS","GAS-CC","HOUSTON",1974,62,54,"48201",-95.3927601696543,29.8574875994752,1703757.093,2568,10.700916321224,62,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1974,1974,328,"328_CCGT",0.870967741935484,1,0,62,NA
329,"T H WHARTON POWER CTG 51",NA,"THW_THWGT51","HARRIS","GAS-GT","HOUSTON",1975,85,56,"48201",-95.3927601696543,29.8574875994752,953308.4,1002,11.1930069273218,85,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,329,"329_OCGT",0.658823529411765,1,0,85,NA
330,"T H WHARTON POWER CTG 52",NA,"THW_THWGT52","HARRIS","GAS-GT","HOUSTON",1975,85,56,"48201",-95.3927601696543,29.8574875994752,1063597,1129,11.0831761579743,85,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,330,"330_OCGT",0.658823529411765,1,0,85,NA
331,"T H WHARTON POWER CTG 53",NA,"THW_THWGT53","HARRIS","GAS-GT","HOUSTON",1975,85,56,"48201",-95.3927601696543,29.8574875994752,1004941.6,1063,11.1221470864922,85,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,331,"331_OCGT",0.658823529411765,1,0,85,NA
332,"T H WHARTON POWER CTG 54",NA,"THW_THWGT54","HARRIS","GAS-GT","HOUSTON",1975,85,56,"48201",-95.3927601696543,29.8574875994752,975608.1,1027,11.1759906065639,85,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,332,"332_OCGT",0.658823529411765,1,0,85,NA
333,"T H WHARTON POWER CTG 55",NA,"THW_THWGT55","HARRIS","GAS-GT","HOUSTON",1975,85,56,"48201",-95.3927601696543,29.8574875994752,988574.3,1036,11.2261446740859,85,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,333,"333_OCGT",0.658823529411765,1,0,85,NA
334,"T H WHARTON POWER CTG 56",NA,"THW_THWGT56","HARRIS","GAS-GT","HOUSTON",1975,85,56,"48201",-95.3927601696543,29.8574875994752,1000703.3,1049,11.2230505243089,85,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1975,1975,334,"334_OCGT",0.658823529411765,1,0,85,NA
335,"T H WHARTON POWER STG 3",NA,"THW_THWST_3","HARRIS","GAS-CC","HOUSTON",1974,113.1,110,"48201",-95.3927601696543,29.8574875994752,NA,NA,NA,113.1,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1974,1974,335,"335_CCGT",0.972590627763042,1,0,113.1,NA
336,"T H WHARTON POWER STG 4",NA,"THW_THWST_4","HARRIS","GAS-CC","HOUSTON",1974,113.1,110,"48201",-95.3927601696543,29.8574875994752,NA,NA,NA,113.1,"ERCO",NA,NA,"gas","CCGT",3,3,2100,1974,1974,336,"336_CCGT",0.972590627763042,1,0,113.1,NA
337,"TEXAS CITY POWER CTG A",NA,"TXCTY_CTA","GALVESTON","GAS-CC","HOUSTON",2000,129.06,80.3,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,129.06,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2000,2000,337,"337_CCGT",0.622191228885789,1,0,129.06,NA
338,"TEXAS CITY POWER CTG B",NA,"TXCTY_CTB","GALVESTON","GAS-CC","HOUSTON",2000,129.06,80.3,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,129.06,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2000,2000,338,"338_CCGT",0.622191228885789,1,0,129.06,NA
339,"TEXAS CITY POWER CTG C",NA,"TXCTY_CTC","GALVESTON","GAS-CC","HOUSTON",2000,129.06,80.3,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,129.06,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2000,2000,339,"339_CCGT",0.622191228885789,1,0,129.06,NA
340,"TEXAS CITY POWER STG",NA,"TXCTY_ST","GALVESTON","GAS-CC","HOUSTON",2000,143.65,124.9,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,143.65,"ERCO",NA,NA,"gas","CCGT",3,3,2100,2000,2000,340,"340_CCGT",0.869474416985729,1,0,143.65,NA
341,"TEXAS GULF SULPHUR CTG 1","24INR0605","TGS_GT01","WHARTON","GAS-GT","SOUTH",1985,94,67.5,"48481",-96.2223761536562,29.277916382541,NA,NA,NA,94,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1985,1985,341,"341_OCGT",0.718085106382979,1,0,94,NA
342,"TRINIDAD STG 6",NA,"TRSES_UNIT6","HENDERSON","GAS-ST","NORTH",1965,239,235,"48213",-95.8547631018455,32.2127897532816,NA,NA,NA,239,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,1965,1965,342,"342_OCGT",0.98326359832636,1,0,239,NA
343,"TOPAZ POWER PLANT U1",NA,"TOPAZ_UNIT1","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,343,"343_OCGT",0.735537190082645,1,0,60.5,NA
344,"TOPAZ POWER PLANT U2",NA,"TOPAZ_UNIT2","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,344,"344_OCGT",0.735537190082645,1,0,60.5,NA
345,"TOPAZ POWER PLANT U3",NA,"TOPAZ_UNIT3","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,345,"345_OCGT",0.735537190082645,1,0,60.5,NA
346,"TOPAZ POWER PLANT U4",NA,"TOPAZ_UNIT4","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,346,"346_OCGT",0.735537190082645,1,0,60.5,NA
347,"TOPAZ POWER PLANT U5",NA,"TOPAZ_UNIT5","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,347,"347_OCGT",0.735537190082645,1,0,60.5,NA
348,"TOPAZ POWER PLANT U6",NA,"TOPAZ_UNIT6","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,348,"348_OCGT",0.735537190082645,1,0,60.5,NA
349,"TOPAZ POWER PLANT U7",NA,"TOPAZ_UNIT7","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,349,"349_OCGT",0.735537190082645,1,0,60.5,NA
350,"TOPAZ POWER PLANT U8",NA,"TOPAZ_UNIT8","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,350,"350_OCGT",0.735537190082645,1,0,60.5,NA
351,"TOPAZ POWER PLANT U9",NA,"TOPAZ_UNIT9","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,351,"351_OCGT",0.735537190082645,1,0,60.5,NA
352,"TOPAZ POWER PLANT U10",NA,"TOPAZ_UNIT10","GALVESTON","GAS-GT","HOUSTON",2021,60.5,44.5,"48167",-94.9598622252294,29.3895608029718,NA,NA,NA,60.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2021,2021,352,"352_OCGT",0.735537190082645,1,0,60.5,NA
353,"V H BRAUNIG CTG 5",NA,"BRAUNIG_VHB6CT5","BEXAR","GAS-GT","SOUTH",2009,64.5,48,"48029",-98.5196984029584,29.4489501176394,508739.163,1398,5.64193768506504,64.5,"ERCO",NA,NA,"gas","OCGT",4.8,4.8,2100,2009,2009,353,"353_OCGT",0.744186046511628,1,0,64.5,NA
