CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_STATUS,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
IN,Michigan City Generating Station,997,12,12,540,OPR,12,12,IN,Michigan City,997,12,0,997,12,12,12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Michigan City Generating Station,997,4,2,70,RET,4,2,IN,Michigan City,997,2,0,997,4,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Michigan City Generating Station,997,4,3,70,RET,4,3,IN,Michigan City,997,3,0,997,4,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Michigan City Generating Station,997,5,2,70,RET,5,2,IN,Michigan City,997,2,0,997,5,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Michigan City Generating Station,997,5,3,70,RET,5,3,IN,Michigan City,997,3,0,997,5,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Michigan City Generating Station,997,6,2,70,RET,6,2,IN,Michigan City,997,2,0,997,6,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Michigan City Generating Station,997,6,3,70,RET,6,3,IN,Michigan City,997,3,0,997,6,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Cayuga,1001,1,1,531,OPR,1,1,IN,Cayuga,1001,1,0,1001,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Cayuga,1001,2,2,531,OPR,2,2,IN,Cayuga,1001,2,0,1001,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Cayuga,1001,4,CT4,121,OPR,4,4,IN,Cayuga,1001,4,0,1001,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1d: Modify IDs; remove leading letters,
IN,Connersville Peaking Station,1002,1A,1,41.9,RET,1A,1,IN,Connersville,1002,1,0,1002,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Connersville Peaking Station,1002,1B,1,41.9,RET,1B,1,IN,Connersville,1002,1,0,1002,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Connersville Peaking Station,1002,2A,2,41.9,RET,2A,2,IN,Connersville,1002,2,0,1002,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Connersville Peaking Station,1002,2B,2,41.9,RET,2B,2,IN,Connersville,1002,2,0,1002,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Edwardsport Generating Station,1004,1-Jun,6,35,RET,1-Jun,6,IN,Edwardsport,1004,6,0,1004,1-Jun,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Edwardsport Generating Station,1004,1-Jul,7,40.3,RET,1-Jul,7,IN,Edwardsport,1004,7,0,1004,1-Jul,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Edwardsport Generating Station,1004,2-Jul,7,40.3,RET,2-Jul,7,IN,Edwardsport,1004,7,0,1004,2-Jul,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Edwardsport Generating Station,1004,1-Aug,8,69,RET,1-Aug,8,IN,Edwardsport,1004,8,0,1004,1-Aug,8,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Edwardsport Generating Station,1004,CTG1,CT1,234,OPR,CTG1,CT1,IN,Edwardsport,1004,CT1,0,1004,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Edwardsport Generating Station,1004,CTG1,ST,321.9,OPR,CTG1,ST,IN,Edwardsport,1004,ST,0,1004,1,ST,ST,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
IN,Edwardsport Generating Station,1004,CTG2,CT2,234,OPR,CTG2,CT2,IN,Edwardsport,1004,CT2,0,1004,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Edwardsport Generating Station,1004,CTG2,ST,321.9,OPR,CTG2,ST,IN,Edwardsport,1004,ST,0,1004,2,ST,ST,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
IN,Noblesville,1007,CT3,1,50,OPR,CT3,1,IN,Noblesville,1007,1,0,1007,CT3,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Noblesville,1007,CT3,2,50,OPR,CT3,2,IN,Noblesville,1007,2,0,1007,CT3,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Noblesville,1007,CT3,3,76,OPR,CT3,3,IN,Noblesville,1007,3,0,1007,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Noblesville,1007,CT4,1,50,OPR,CT4,1,IN,Noblesville,1007,1,0,1007,CT4,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Noblesville,1007,CT4,2,50,OPR,CT4,2,IN,Noblesville,1007,2,0,1007,CT4,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Noblesville,1007,CT4,4,76,OPR,CT4,4,IN,Noblesville,1007,4,0,1007,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Noblesville,1007,CT5,1,50,OPR,CT5,1,IN,Noblesville,1007,1,0,1007,CT5,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Noblesville,1007,CT5,2,50,OPR,CT5,2,IN,Noblesville,1007,2,0,1007,CT5,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Noblesville,1007,CT5,5,76,OPR,CT5,5,IN,Noblesville,1007,5,0,1007,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,R Gallagher,1008,1,1,150,RET,1,1,IN,R Gallagher,1008,1,0,1008,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,R Gallagher,1008,2,2,150,RET,2,2,IN,R Gallagher,1008,2,0,1008,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,R Gallagher,1008,3,3,150,RET,3,3,IN,R Gallagher,1008,3,0,1008,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,R Gallagher,1008,4,4,150,RET,4,4,IN,R Gallagher,1008,4,0,1008,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Wabash River Gen Station,1010,2,2,112.5,RET,2,2,IN,Wabash River,1010,2,0,1010,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Wabash River Gen Station,1010,3,3,123.3,RET,3,3,IN,Wabash River,1010,3,0,1010,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Wabash River Gen Station,1010,4,4,112.5,RET,4,4,IN,Wabash River,1010,4,0,1010,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Wabash River Gen Station,1010,5,5,125,RET,5,5,IN,Wabash River,1010,5,0,1010,5,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Wabash River Gen Station,1010,6,6,387,RET,6,6,IN,Wabash River,1010,6,0,1010,6,6,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Broadway Avenue Generating Station,1011,1,1,62,RET,1,1,IN,Broadway (IN),1011,1,0,1011,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Broadway Avenue Generating Station,1011,2,2,80,RET,2,2,IN,Broadway (IN),1011,2,0,1011,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,F B Culley Generating Station,1012,2,2,100,OPR,2,2,IN,F B Culley,1012,2,0,1012,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,F B Culley Generating Station,1012,3,3,289,OPR,3,3,IN,F B Culley,1012,3,0,1012,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NC,Butler-Warner Generation Plant,1016,GT-1,1,28.8,OPR,GT-1,1,NC,Butler-Warner Generation Plant,1016,1,0,1016,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-1,9,73,OPR,GT-1,9,NC,Butler-Warner Generation Plant,1016,9,0,1016,1,9,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NC,Butler-Warner Generation Plant,1016,GT-2,2,28.8,OPR,GT-2,2,NC,Butler-Warner Generation Plant,1016,2,0,1016,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-2,9,73,OPR,GT-2,9,NC,Butler-Warner Generation Plant,1016,9,0,1016,2,9,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NC,Butler-Warner Generation Plant,1016,GT-3,3,28.8,OPR,GT-3,3,NC,Butler-Warner Generation Plant,1016,3,0,1016,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-3,9,73,OPR,GT-3,9,NC,Butler-Warner Generation Plant,1016,9,0,1016,3,9,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NC,Butler-Warner Generation Plant,1016,GT-4,4,28.8,OPR,GT-4,4,NC,Butler-Warner Generation Plant,1016,4,0,1016,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-5,5,28.8,OPR,GT-5,5,NC,Butler-Warner Generation Plant,1016,5,0,1016,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-6,6,28.8,OPR,GT-6,6,NC,Butler-Warner Generation Plant,1016,6,0,1016,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-6,9,73,OPR,GT-6,9,NC,Butler-Warner Generation Plant,1016,9,0,1016,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-7,7,28.8,OPR,GT-7,7,NC,Butler-Warner Generation Plant,1016,7,0,1016,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-7,9,73,OPR,GT-7,9,NC,Butler-Warner Generation Plant,1016,9,0,1016,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-8,8,28.8,OPR,GT-8,8,NC,Butler-Warner Generation Plant,1016,8,0,1016,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NC,Butler-Warner Generation Plant,1016,GT-8,9,73,OPR,GT-8,9,NC,Butler-Warner Generation Plant,1016,9,0,1016,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IN,Whitewater Valley,1040,1,1,33,OPR,1,1,IN,Whitewater Valley,1040,1,0,1040,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Whitewater Valley,1040,2,2,60.9,OPR,2,2,IN,Whitewater Valley,1040,2,0,1040,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Frank E Ratts,1043,1SG1,1,116.6,RET,1SG1,1,IN,Frank E Ratts,1043,1,0,1043,1SG1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IN,Frank E Ratts,1043,2SG1,2,116.6,RET,2SG1,2,IN,Frank E Ratts,1043,2,0,1043,2SG1,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Dubuque,1046,1,4,37.5,RET,1,4,IA,Dubuque,1046,4,0,1046,1,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Dubuque,1046,5,3,28.8,RET,5,3,IA,Dubuque,1046,3,0,1046,5,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Dubuque,1046,6,3,28.8,RET,6,3,IA,Dubuque,1046,3,0,1046,6,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Lansing,1047,1,2,11.5,RET,1,2,IA,Lansing,1047,2,0,1047,1,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Lansing,1047,2,2,11.5,RET,2,2,IA,Lansing,1047,2,0,1047,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Lansing,1047,3,3,37.5,RET,3,3,IA,Lansing,1047,3,0,1047,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Lansing,1047,4,4,274.5,OPR,4,4,IA,Lansing,1047,4,0,1047,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Milton L Kapp,1048,2,2,218.5,RET,2,2,IA,Milton L Kapp,1048,2,0,1048,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,2,2,6,RET,2,2,IA,Sixth Street,1058,2,0,1058,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,2,4,15,RET,2,4,IA,Sixth Street,1058,4,0,1058,2,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,2,7,15,RET,2,7,IA,Sixth Street,1058,7,0,1058,2,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,2,8,28.8,RET,2,8,IA,Sixth Street,1058,8,0,1058,2,8,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,3,2,6,RET,3,2,IA,Sixth Street,1058,2,0,1058,3,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,3,4,15,RET,3,4,IA,Sixth Street,1058,4,0,1058,3,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,3,7,15,RET,3,7,IA,Sixth Street,1058,7,0,1058,3,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,3,8,28.8,RET,3,8,IA,Sixth Street,1058,8,0,1058,3,8,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,4,2,6,RET,4,2,IA,Sixth Street,1058,2,0,1058,4,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,4,4,15,RET,4,4,IA,Sixth Street,1058,4,0,1058,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,4,7,15,RET,4,7,IA,Sixth Street,1058,7,0,1058,4,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,4,8,28.8,RET,4,8,IA,Sixth Street,1058,8,0,1058,4,8,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,5,2,6,RET,5,2,IA,Sixth Street,1058,2,0,1058,5,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,5,4,15,RET,5,4,IA,Sixth Street,1058,4,0,1058,5,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,5,7,15,RET,5,7,IA,Sixth Street,1058,7,0,1058,5,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sixth Street,1058,5,8,28.8,RET,5,8,IA,Sixth Street,1058,8,0,1058,5,8,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Marshalltown CTs,1068,1A,1,63,OPR,1A,1,IA,Marshalltown,1068,1,0,1068,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Marshalltown CTs,1068,1B,1,63,OPR,1B,1,IA,Marshalltown,1068,1,0,1068,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Marshalltown CTs,1068,2A,2,63,OPR,2A,2,IA,Marshalltown,1068,2,0,1068,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Marshalltown CTs,1068,2B,2,63,OPR,2B,2,IA,Marshalltown,1068,2,0,1068,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Marshalltown CTs,1068,3A,3,63,OPR,3A,3,IA,Marshalltown,1068,3,0,1068,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Marshalltown CTs,1068,3B,3,63,OPR,3B,3,IA,Marshalltown,1068,3,0,1068,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Prairie Creek,1073,3,3,50,OPR,3,3,IA,Prairie Creek,1073,3,0,1073,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Prairie Creek,1073,4,4,148.8,OPR,4,4,IA,Prairie Creek,1073,4,0,1073,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sutherland,1077,1,1,37.5,RET,1,1,IA,Sutherland,1077,1,0,1077,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sutherland,1077,2,2,37.5,RET,2,2,IA,Sutherland,1077,2,0,1077,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Sutherland,1077,3,3,81.6,RET,3,3,IA,Sutherland,1077,3,0,1077,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Riverside (1081),1081,9,5,136,RET,9,5,IA,Riverside,1081,5,0,1081,9,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Walter Scott Jr. Energy Center,1082,1,1,49,RET,1,1,IA,Walter Scott Jr Energy Center,1082,1,0,1082,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Walter Scott Jr. Energy Center,1082,2,2,81.6,RET,2,2,IA,Walter Scott Jr Energy Center,1082,2,0,1082,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Walter Scott Jr. Energy Center,1082,3,3,725.9,OPR,3,3,IA,Walter Scott Jr Energy Center,1082,3,0,1082,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Walter Scott Jr. Energy Center,1082,4,4,923,OPR,4,4,IA,Walter Scott Jr Energy Center,1082,4,0,1082,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,George Neal North,1091,1,1,147.1,RET,1,1,IA,George Neal North,1091,1,0,1091,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,George Neal North,1091,2,2,349.2,RET,2,2,IA,George Neal North,1091,2,0,1091,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,George Neal North,1091,3,3,549.8,OPR,3,3,IA,George Neal North,1091,3,0,1091,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Burlington (IA),1104,1,1,212,OPR,1,1,IA,Burlington (IA),1104,1,0,1104,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
IA,Centerville,1105,1,GT1,27,RET,1,GT1,IA,Centerville,1105,GT1,0,1105,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Centerville,1105,2,GT2,27,RET,2,GT2,IA,Centerville,1105,GT2,0,1105,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IA,Ames,1122,7,7,33,OPR,7,7,IA,Ames Electric Services Power Plant,1122,7,0,1122,7,7,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
