CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_STATUS,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
WA,Frederickson Power LP,55818,F1CT,FIST,102,OPR,F1CT,FIST,WA,Frederickson Power LP,55818,FIST,0,55818,,,FIST,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
FL,Stanton A,55821,25,A,224,OPR,25,A,FL,Curtis H Stanton Energy Center,55821,A,0,55821,,,A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
FL,Stanton A,55821,25,C,281.9,OPR,25,C,FL,Curtis H Stanton Energy Center,55821,C,0,55821,25,C,C,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
FL,Stanton A,55821,26,B,224,OPR,26,B,FL,Curtis H Stanton Energy Center,55821,B,0,55821,,,B,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
FL,Stanton A,55821,26,C,281.9,OPR,26,C,FL,Curtis H Stanton Energy Center,55821,C,0,55821,26,C,C,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
FL,Auburndale Peaker Energy Center,55833,6,CTP,130.1,LTCS,6,CTP,FL,Auburndale Peaker Energy Center,55833,CTP,0,55833,,,CTP,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CO,Rocky Mountain Energy Center,55835,1,CTG1,185,OPR,1,CTG1,CO,Rocky Mountain Energy Center,55835,CTG1,0,55835,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CO,Rocky Mountain Energy Center,55835,1,STG1,334.9,OPR,1,STG1,CO,Rocky Mountain Energy Center,55835,STG1,0,55835,1,1,STG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CO,Rocky Mountain Energy Center,55835,2,CTG2,185,OPR,2,CTG2,CO,Rocky Mountain Energy Center,55835,CTG2,0,55835,,,CTG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CO,Rocky Mountain Energy Center,55835,2,STG1,334.9,OPR,2,STG1,CO,Rocky Mountain Energy Center,55835,STG1,0,55835,2,1,STG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
WI,Island Street Peaking Plant,55836,1A,FT81,60.5,OPR,1A,FT81,WI,Island Street Peaking Plant,55836,FT81,0,55836,,,FT81,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
WI,Island Street Peaking Plant,55836,1B,FT81,60.5,OPR,1B,FT81,WI,Island Street Peaking Plant,55836,FT81,0,55836,,,FT81,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NV,Silverhawk,55841,A01,CT1,197.2,OPR,A01,CT1,NV,Silverhawk,55841,CT1,0,55841,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NV,Silverhawk,55841,A01,ST1,270.3,OPR,A01,ST1,NV,Silverhawk,55841,ST1,0,55841,A01,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NV,Silverhawk,55841,A03,CT2,197.2,OPR,A03,CT2,NV,Silverhawk,55841,CT2,0,55841,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NV,Silverhawk,55841,A03,ST1,270.3,OPR,A03,ST1,NV,Silverhawk,55841,ST1,0,55841,A03,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Feather River Energy Center,55847,UNIT1,CTG1,47,OPR,UNIT1,CTG1,CA,Feather River Energy Center,55847,CTG1,0,55847,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Inland Empire Energy Center,55853,1,1,405,RET,1,1,CA,Inland Empire Energy Center,55853,1,0,55853,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Inland Empire Energy Center,55853,2,2,405,RET,2,2,CA,Inland Empire Energy Center,55853,2,0,55853,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Wolfskill Energy Center,55855,UNIT1,CTG1,47,OPR,UNIT1,CTG1,CA,Wolfskill Energy Center,55855,CTG1,0,55855,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IL,Prairie State Generating Station,55856,1,PC1,877.2,OPR,1,PC1,IL,Prairie State Generating Station,55856,PC1,0,55856,1,1,PC1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
IL,Prairie State Generating Station,55856,2,PC2,877.2,OPR,2,PC2,IL,Prairie State Generating Station,55856,PC2,0,55856,2,2,PC2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
MT,Basin Creek,55866,EU1,1,6.1,OPR,EU1,1,MT,Basin Creek Plant,55866,1,0,55866,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU2,2,6.1,OPR,EU2,2,MT,Basin Creek Plant,55866,2,0,55866,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU3,3,6.1,OPR,EU3,3,MT,Basin Creek Plant,55866,3,0,55866,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU4,4,6.1,OPR,EU4,4,MT,Basin Creek Plant,55866,4,0,55866,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU5,5,6.1,OPR,EU5,5,MT,Basin Creek Plant,55866,5,0,55866,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU6,6,6.1,OPR,EU6,6,MT,Basin Creek Plant,55866,6,0,55866,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU7,7,6.1,OPR,EU7,7,MT,Basin Creek Plant,55866,7,0,55866,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU8,8,6.1,OPR,EU8,8,MT,Basin Creek Plant,55866,8,0,55866,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MT,Basin Creek,55866,EU9,9,6.1,OPR,EU9,9,MT,Basin Creek Plant,55866,9,0,55866,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
MN,Benson Power Biomass Plant,55867,BLR-1,G1,62.3,RET,BLR-1,G1,MN,Benson Power Biomass Plant,55867,G1,0,55867,1,1,G1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,"Wellhead Power Gates, LLC",55875,GT1,GEN1,59.5,LTCS,GT1,GEN1,CA,Gates Peaker,55875,GEN1,0,55875,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
SC,Jasper County Generating Facility,55927,CT01,CT1,198.9,OPR,CT01,CT1,SC,Jasper,55927,CT1,0,55927,,,CT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
SC,Jasper County Generating Facility,55927,CT01,ST1,405,OPR,CT01,ST1,SC,Jasper,55927,ST1,0,55927,1,1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
SC,Jasper County Generating Facility,55927,CT02,CT2,198.9,OPR,CT02,CT2,SC,Jasper,55927,CT2,0,55927,,,CT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
SC,Jasper County Generating Facility,55927,CT02,ST1,405,OPR,CT02,ST1,SC,Jasper,55927,ST1,0,55927,2,1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
SC,Jasper County Generating Facility,55927,CT03,CT3,198.9,OPR,CT03,CT3,SC,Jasper,55927,CT3,0,55927,,,CT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
SC,Jasper County Generating Facility,55927,CT03,ST1,405,OPR,CT03,ST1,SC,Jasper,55927,ST1,0,55927,3,1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,Tracy Combined Cycle Power Plant,55933,TPP1,TCC1,167.3,OPR,TPP1,TCC1,CA,Tracy Combined Cycle Power Plant,55933,TCC1,0,55933,,,TCC1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Tracy Combined Cycle Power Plant,55933,TPP1,TPP1,84.4,OPR,TPP1,TPP1,CA,Tracy Combined Cycle Power Plant,55933,TPP1,0,55933,,,TPP1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Tracy Combined Cycle Power Plant,55933,TPP2,TCC1,167.3,OPR,TPP2,TCC1,CA,Tracy Combined Cycle Power Plant,55933,TCC1,0,55933,,,TCC1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Tracy Combined Cycle Power Plant,55933,TPP2,TPP2,84.4,OPR,TPP2,TPP2,CA,Tracy Combined Cycle Power Plant,55933,TPP2,0,55933,,,TPP2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
IL,Rockford II Energy Center,55936,U1,GT3,166.5,OPR,U1,GT3,IL,NRG Rockford II Energy Center,55936,GT3,0,55936,,,GT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Ocean Peaking Power,55938,OPP3,OPP3,194,OPR,OPP3,OPP3,NJ,NAEA Ocean Peaking Power LLC,55938,OPP3,0,55938,,,OPP3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NJ,Ocean Peaking Power,55938,OPP4,OPP4,194,OPR,OPP4,OPP4,NJ,NAEA Ocean Peaking Power LLC,55938,OPP4,0,55938,,,OPP4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Warren County Power Station,55939,1A,CT01,256,OPR,1A,CT01,VA,Warren County,55939,CT01,0,55939,,,CT01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Warren County Power Station,55939,1A,ST01,561,OPR,1A,ST01,VA,Warren County,55939,ST01,0,55939,,,ST01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Warren County Power Station,55939,1B,CT02,256,OPR,1B,CT02,VA,Warren County,55939,CT02,0,55939,,,CT02,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Warren County Power Station,55939,1B,ST01,561,OPR,1B,ST01,VA,Warren County,55939,ST01,0,55939,,,ST01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Warren County Power Station,55939,1C,CT03,256,OPR,1C,CT03,VA,Warren County,55939,CT03,0,55939,,,CT03,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
VA,Warren County Power Station,55939,1C,ST01,561,OPR,1C,ST01,VA,Warren County,55939,ST01,0,55939,,,ST01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Agua Mansa Power,55951,AMP-1,AMP1,60.5,OPR,AMP-1,AMP1,CA,Agua Mansa Power Plant,55951,AMP1,0,55951,,,AMP1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Riverview Energy Center,55963,1,CTG1,47,OPR,1,CTG1,CA,Riverview Energy Center,55963,CTG1,0,55963,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Wansley CC (55965),55965,6A,CT6A,203.1,OPR,6A,CT6A,GA,Wansley Combined Cycle,55965,CT6A,0,55965,,,CT6A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Wansley CC (55965),55965,6A,ST6,213.3,OPR,6A,ST6,GA,Wansley Combined Cycle,55965,ST6,0,55965,6A,ST6,ST6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
GA,Wansley CC (55965),55965,6B,CT6B,203.1,OPR,6B,CT6B,GA,Wansley Combined Cycle,55965,CT6B,0,55965,,,CT6B,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Wansley CC (55965),55965,6B,ST6,213.3,OPR,6B,ST6,GA,Wansley Combined Cycle,55965,ST6,0,55965,6B,ST6,ST6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
GA,Wansley CC (55965),55965,7A,CT7A,203.1,OPR,7A,CT7A,GA,Wansley Combined Cycle,55965,CT7A,0,55965,,,CT7A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Wansley CC (55965),55965,7A,ST7,213.3,OPR,7A,ST7,GA,Wansley Combined Cycle,55965,ST7,0,55965,7A,ST7,ST7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
GA,Wansley CC (55965),55965,7B,CT7B,203.1,OPR,7B,CT7B,GA,Wansley Combined Cycle,55965,CT7B,0,55965,,,CT7B,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Wansley CC (55965),55965,7B,ST7,213.3,OPR,7B,ST7,GA,Wansley Combined Cycle,55965,ST7,0,55965,7B,ST7,ST7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
NY,"Hawkeye Energy Greenport, LLC",55969,U-01,U-01,54,OPR,U-01,U-01,NY,Hawkeye Energy Greenport LLC,55969,U-01,0,55969,,,U-01,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Cosumnes Power Plant,55970,2,1,190,OPR,2,1,CA,Cosumnes,55970,1,0,55970,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Cosumnes Power Plant,55970,2,2,170,OPR,2,2,CA,Cosumnes,55970,2,0,55970,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Cosumnes Power Plant,55970,3,1,190,OPR,3,1,CA,Cosumnes,55970,1,0,55970,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Cosumnes Power Plant,55970,3,3,170,OPR,3,3,CA,Cosumnes,55970,3,0,55970,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NE,Cass County Station,55972,CT1,CT-1,173,OPR,CT1,CT-1,NE,Cass County,55972,CT-1,0,55972,,,CT-1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NE,Cass County Station,55972,CT2,CT-2,173,OPR,CT2,CT-2,NE,Cass County,55972,CT-2,0,55972,,,CT-2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
PA,Hunterstown Combined Cycle,55976,CT101,101,179,OPR,CT101,101,PA,Hunterstown Power Plant,55976,101,0,55976,,,101,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
PA,Hunterstown Combined Cycle,55976,CT101,401,361,OPR,CT101,401,PA,Hunterstown Power Plant,55976,401,0,55976,101,401,401,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
PA,Hunterstown Combined Cycle,55976,CT201,201,179,OPR,CT201,201,PA,Hunterstown Power Plant,55976,201,0,55976,,,201,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
PA,Hunterstown Combined Cycle,55976,CT201,401,361,OPR,CT201,401,PA,Hunterstown Power Plant,55976,401,0,55976,201,401,401,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
PA,Hunterstown Combined Cycle,55976,CT301,301,179,OPR,CT301,301,PA,Hunterstown Power Plant,55976,301,0,55976,,,301,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
PA,Hunterstown Combined Cycle,55976,CT301,401,361,OPR,CT301,401,PA,Hunterstown Power Plant,55976,401,0,55976,301,401,401,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NM,Bluffview Power Plant,55977,CTG-1,CTG1,40,OPR,CTG-1,CTG1,NM,Bluffview,55977,CTG1,0,55977,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
NM,Bluffview Power Plant,55977,CTG-1,STG1,27,OPR,CTG-1,STG1,NM,Bluffview,55977,STG1,0,55977,1,1,STG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,Palomar Energy Center,55985,CTG1,CTG1,165,OPR,CTG1,CTG1,CA,Palomar Energy,55985,CTG1,0,55985,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Palomar Energy Center,55985,CTG1,STG,229,OPR,CTG1,STG,CA,Palomar Energy,55985,STG,0,55985,1,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,Palomar Energy Center,55985,CTG2,CTG2,165,OPR,CTG2,CTG2,CA,Palomar Energy,55985,CTG2,0,55985,,,CTG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Palomar Energy Center,55985,CTG2,STG,229,OPR,CTG2,STG,CA,Palomar Energy,55985,STG,0,55985,2,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
IA,Exira Station,56013,U-1,U-1,60.5,OPR,U-1,U1,IA,Exira,56013,U1,0,56013,,,U1,3_1_Generator (generators) match on plant and gen IDs  Step 1b: Modify IDs; remove special chars,
IA,Exira Station,56013,U-2,U-2,60.5,OPR,U-2,U2,IA,Exira,56013,U2,0,56013,,,U2,3_1_Generator (generators) match on plant and gen IDs  Step 1b: Modify IDs; remove special chars,
IA,Exira Station,56013,U-3,U-3,60.5,OPR,U-3,U3,IA,Exira,56013,U3,0,56013,,,U3,3_1_Generator (generators) match on plant and gen IDs  Step 1b: Modify IDs; remove special chars,
GA,Walton Bainbridge Power Facility,56015,P1A,SEG1,40,OPR,P1A,SEG1,GA,Walton Bainbridge Power Facility,56015,SEG1,0,56015,,,SEG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Walton Bainbridge Power Facility,56015,P1B,SEG1,40,OPR,P1B,SEG1,GA,Walton Bainbridge Power Facility,56015,SEG1,0,56015,,,SEG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Walton Bainbridge Power Facility,56015,P2A,SEGC,40,OPR,P2A,SEGC,GA,Walton Bainbridge Power Facility,56015,SEGC,0,56015,,,SEGC,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
GA,Walton Bainbridge Power Facility,56015,P2B,SEGC,40,OPR,P2B,SEGC,GA,Walton Bainbridge Power Facility,56015,SEGC,0,56015,,,SEGC,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
AL,AMEA Sylacauga Plant,56018,1,1,49.3,OPR,1,1,AL,AMEA Peaking,56018,1,0,56018,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
AL,AMEA Sylacauga Plant,56018,2,2,49.3,OPR,2,2,AL,AMEA Peaking,56018,2,0,56018,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Donald Von Raesfeld,56026,PCT1,CTG1,50,OPR,PCT1,CTG1,CA,Donald Von Raesfeld Power Plant,56026,CTG1,0,56026,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Donald Von Raesfeld,56026,PCT1,STG,54,OPR,PCT1,STG,CA,Donald Von Raesfeld Power Plant,56026,STG,0,56026,1,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CA,Donald Von Raesfeld,56026,PCT2,CTG2,50,OPR,PCT2,CTG2,CA,Donald Von Raesfeld Power Plant,56026,CTG2,0,56026,,,CTG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Donald Von Raesfeld,56026,PCT2,STG,54,OPR,PCT2,STG,CA,Donald Von Raesfeld Power Plant,56026,STG,0,56026,2,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
WI,Fox Energy Center,56031,CTG-1,CTG1,198.9,OPR,CTG-1,CTG1,WI,Fox Energy Center,56031,CTG1,0,56031,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
WI,Fox Energy Center,56031,CTG-1,STG,250,OPR,CTG-1,STG,WI,Fox Energy Center,56031,STG,0,56031,1,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
WI,Fox Energy Center,56031,CTG-2,CTG2,198.9,OPR,CTG-2,CTG2,WI,Fox Energy Center,56031,CTG2,0,56031,,,CTG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
WI,Fox Energy Center,56031,CTG-2,STG,250,OPR,CTG-2,STG,WI,Fox Energy Center,56031,STG,0,56031,2,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
NY,Equus  Power I,56032,1,1,60,OPR,1,1,NY,Equus Freeport Power,56032,1,0,56032,,,,Manual Match,Manual Match
CA,Malburg Generating Station,56041,M1,M1,42.2,OPR,M1,M1,CA,Malburg,56041,M1,0,56041,,,M1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Malburg Generating Station,56041,M1,M3,55,OPR,M1,M3,CA,Malburg,56041,M3,0,56041,M1,M3,M3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Malburg Generating Station,56041,M2,M2,42.2,OPR,M2,M2,CA,Malburg,56041,M2,0,56041,,,M2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Malburg Generating Station,56041,M2,M3,55,OPR,M2,M3,CA,Malburg,56041,M3,0,56041,M2,M3,M3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
CA,Magnolia,56046,1,1,198.9,OPR,1,1,CA,Magnolia Power Project,56046,1,0,56046,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Magnolia,56046,1,2,188.7,OPR,1,2,CA,Magnolia Power Project,56046,2,0,56046,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CT,CPV Towantic Energy Center,56047,1,CTG1,285,OPR,1,CTG1,CT,CPV Towantic Energy Center,56047,CTG1,0,56047,,,CTG1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CT,CPV Towantic Energy Center,56047,1,STG,280.5,OPR,1,STG,CT,CPV Towantic Energy Center,56047,STG,0,56047,1,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
CT,CPV Towantic Energy Center,56047,2,CTG2,285,OPR,2,CTG2,CT,CPV Towantic Energy Center,56047,CTG2,0,56047,,,CTG2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CT,CPV Towantic Energy Center,56047,2,STG,280.5,OPR,2,STG,CT,CPV Towantic Energy Center,56047,STG,0,56047,2,STG,STG,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2d: Modify IDs; remove leading letters"
WI,Elm Road Generating Station,56068,1,1,701,OPR,1,1,WI,Elm Road Generating Station,56068,1,0,56068,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
WI,Elm Road Generating Station,56068,2,2,701,OPR,2,2,WI,Elm Road Generating Station,56068,2,0,56068,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Walnut Energy Center,56078,1,1,94.9,OPR,1,1,CA,Walnut Energy Center,56078,1,0,56078,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Walnut Energy Center,56078,1,3,110.8,OPR,1,3,CA,Walnut Energy Center,56078,3,0,56078,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Walnut Energy Center,56078,2,2,94.9,OPR,2,2,CA,Walnut Energy Center,56078,2,0,56078,,,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
CA,Walnut Energy Center,56078,2,3,110.8,OPR,2,3,CA,Walnut Energy Center,56078,3,0,56078,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
UT,Currant Creek Power Project,56102,CTG1A,CT1A,146.2,OPR,CTG1A,CT1A,UT,Currant Creek,56102,CT1A,0,56102,,,CT1A,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
